luminosity_distance inclination_EM supernova_mag_boost Ebv KNtimeshift log_likelihood log_prior
86.40998875086636 0.6354552073073659 -4.175842341844117 0.17016992736902034 0.0 -406.98105396941924 -11.472791146039402
89.76896636862807 0.032114405360349534 -4.397255015545692 0.13484380399129267 0.0 -404.63841191193484 -14.30558867131782
24.844564634866867 0.6321428891996232 -4.599286417116056 0.15658375652866233 0.0 -404.01053750506316 -11.444078826878611
99.54750627556926 0.28083664979059947 -4.746872539824698 0.15056062587655067 0.0 -403.9382853085723 -12.18670842427376
10.213156591314055 0.6804248727653959 0.24199761985976664 0.11497091545030243 0.0 -403.7929711702205 -11.285977428840413
19.156248040288215 0.6917853880120463 -0.9803040306896573 0.04561572561550606 0.0 -403.49677229253155 -11.130933367732633
24.168730457731012 0.7346801483145734 -2.4186976702728034 0.38105405557638844 0.0 -403.4568889863642 -12.094043865689912
50.196039917473136 0.7910877852303554 -3.3104457522593753 0.14225268321660414 0.0 -403.40172654290967 -11.22495980837815
68.8177541133059 0.2776035366907922 -4.71564112650909 0.39377777350086907 0.0 -403.1895692747671 -13.05733664815595
44.063338472369495 0.24934250134186198 -2.948016389945206 0.10588179883246905 0.0 -403.1258793332572 -12.202185628031701
41.220033535862186 0.36590639341129133 -3.072865265355489 0.19409521051527984 0.0 -402.88659038614185 -12.040263904044904
68.32867622404164 0.24333658004150466 -3.773723325165887 0.048440973773596144 0.0 -402.8721306891057 -12.109955875327802
1.127883349915864 0.6027188723580682 1.5861933039767795 0.3854980800844215 0.0 -402.68216284164544 -12.285187286976754
60.26042497061932 0.5786168104812457 -4.483151795576464 0.3914091977843453 0.0 -402.58104588522957 -12.353275823091103
25.908237281405846 0.41256606782176747 -4.680220744640121 0.20936158580853748 0.0 -402.57254599210194 -11.96755278205249
45.86907489526922 0.7317802250381705 -3.918247305277016 0.3918011023034128 0.0 -402.4365459208436 -12.15506779885847
75.7369518662603 0.4775709308190265 -4.685091920881209 0.2768326877764927 0.0 -402.4045955655511 -12.036622896974055
9.789802882461458 0.5272112772579057 -2.8269788442136834 0.29868830120058965 0.0 -402.315832124871 -12.023012115303805
38.13972289868068 0.3228442367506319 -3.1714736735686277 0.26007160690616143 0.0 -402.2577877939399 -12.352133628262775
14.686853191236722 0.7458538106955804 -2.7593464946105994 0.012967488497332204 0.0 -402.13868438282105 -11.00897306129349
111.45931352012595 0.37753427010638024 -4.787294268799622 0.015839891183042056 0.0 -402.1330689948354 -11.624359342931559
47.92504579226529 0.5625802934759122 -3.8686140250395105 0.3225339134040203 0.0 -402.1137640104006 -12.055785014728102
11.980961658555442 0.754354234888552 -3.784626863255683 0.4709940308823187 0.0 -401.9791642368666 -12.707641209512678
22.513666959163057 0.7772276128358712 -1.519753252660955 0.030395604236467193 0.0 -401.9338382173471 -11.00770849110848
65.43017243828382 0.5173694964640375 -3.896584998972631 0.08408770222090894 0.0 -401.93048748157446 -11.461230961427793
36.80393309507443 0.7752972594867256 -3.3628539419291164 0.3395679684414957 0.0 -401.92494871713984 -11.854631254929386
76.01255448324108 0.43252411105695227 -4.643757101350502 0.23194100533667822 0.0 -401.82381100557654 -11.987370144557662
22.768393043746237 0.7359509468304472 -2.598766349461629 0.4149034562565134 0.0 -401.81710761873836 -12.287318451302848
14.447152599644722 0.33418316563593076 -3.1259887432996534 0.1513885456755591 0.0 -401.7733120772012 -12.02026018229024
114.36923741716858 0.6400638990232542 -4.994395109751769 0.048219697245154194 0.0 -401.72720581958015 -11.201760652421017
9.066701997538965 0.6335540184765961 -2.344079758477089 0.2301400036781647 0.0 -401.7002798249563 -11.636827729536352
15.19525494302782 0.41019121737505304 -1.7362996205353087 0.4229016518725922 0.0 -401.693440310215 -12.860219625429362
59.466793469217514 0.2967006898844723 -4.6391179455921705 0.4152900847579556 0.0 -401.68256343125927 -13.120972284728248
36.589884569977215 0.6668511106906854 -4.784165041945402 0.02641406529982139 0.0 -401.655129528648 -11.126012370510718
31.624163704230305 0.1379470117458126 -3.3901988585880605 0.4381976115656043 0.0 -401.5383001968211 -14.032881533083586
23.994778528229258 0.4747556100283681 -4.279280007850378 0.18798505059348058 0.0 -401.4976052018961 -11.779255706501
11.195692123369748 0.702607778696101 -0.9616282841085955 0.3706630867463396 0.0 -401.48249754255403 -12.077837597096075
29.396635320728198 0.5691557644014796 -3.4621496647636785 0.5141623431245098 0.0 -401.4781931987235 -13.501825279152396
32.112427544548055 0.7491783263549032 -2.9788288985912446 0.2730539359641539 0.0 -401.46756754611874 -11.630709200294966
36.89727274889302 0.3864191879563494 -4.966487274855716 0.08467655199725344 0.0 -401.44295851651566 -11.73426700473734
58.55466313699724 0.6463513001241712 -4.2479267187244565 0.2720705522603325 0.0 -401.4218910736849 -11.750327929095565
9.85044240951538 0.6816413966190886 -2.3634880781173706 0.19343254437446594 0.0 -401.4099707893953 -11.472647769575728
73.97692611697651 0.65587709896073 -4.562416637930459 0.1970869336052255 0.0 -401.33886174056397 -11.514945542571294
24.987036888366553 0.7014989395339297 -4.256585402591779 0.16280744766761368 0.0 -401.3159997388153 -11.370950132949986
28.396698180191457 0.5395964273497507 -2.447101070563301 0.15649935291154612 0.0 -401.30366518888724 -11.583665977430107
76.88987044634341 0.486370418585883 -4.865147908043264 0.27698563355074785 0.0 -401.2983084830357 -12.02031876864162
45.78420801676783 0.501436094637706 -3.725196620810376 0.26647166423125274 0.0 -401.28357335808914 -11.957362871019173
37.4960183254577 0.4065581519029511 -3.973229672548012 0.5144086236480898 0.0 -401.2807310245127 -13.815606975936094
42.791034524711066 0.4672786232616072 -3.1251699359679934 0.10125402911611014 0.0 -401.27067439309616 -11.590493104179313
31.541622028502925 0.6293060922915615 -2.707948751857658 0.17427234265313088 0.0 -401.27003982165536 -11.491434399699049
37.15672349633397 0.5822885526071543 -2.8379095313612126 0.10407444706292332 0.0 -401.2564531896719 -11.396959594268571
25.730232376355993 0.6876416537252533 -2.4308638031103924 0.2237566204262798 0.0 -401.25558572264526 -11.548698532581973
26.694864326041774 0.7787485195300043 -2.7352994825697627 0.3081986084901117 0.0 -401.25269416826364 -11.72472732770364
15.487162145154317 0.4997332037940914 -3.746520063194934 0.3198615424320457 0.0 -401.24254309993756 -12.152263001552502
43.695325699216234 0.5506024463650055 -3.7597902961283403 0.3152287042721861 0.0 -401.2270799701431 -12.046219029475717
40.52634064352704 0.4417211419425523 -3.098233429734627 0.13157038792264722 0.0 -401.20189771150535 -11.70932315889982
67.25111192180738 0.7523634366316724 -4.539593126256463 0.25526155847252907 0.0 -401.17324694055145 -11.569557399877938
56.70671327113425 0.6796991827554326 -4.834772805262732 0.49123675140991835 0.0 -401.13366206933364 -13.0160340368636
38.96076429017992 0.642257301322582 -3.1385227685498016 0.1721849068922018 0.0 -401.11421439481785 -11.46865538685929
44.97100337033668 0.10305575877438114 -3.3845516625411998 0.14624594636202523 0.0 -401.1062543040114 -13.167626226792246
2.040314585088432 0.16921600842634643 0.4833735846003524 0.3994571796066502 0.0 -401.0932613532506 -13.576566445611833
7.486043868843342 0.4306647910421521 0.4986495823656387 0.12000613550575465 0.0 -401.06833318637086 -11.70714881389974
76.84379640134422 0.6581079003205639 -4.816943962642068 0.24698312500268754 0.0 -401.05203891524735 -11.654706735563249
56.621166719250674 0.5906269527107011 -4.923827051039967 0.5198084829732119 0.0 -401.0481619603574 -13.571018640799423
30.983971324406514 0.749297155895125 -4.752638589141845 0.1730383806590285 0.0 -401.02663154572895 -11.342314438794777
61.86722809859063 0.27908233761292234 -3.8489322758730022 0.06341433329383742 0.0 -401.02246691041955 -12.005014933046477
10.91422551492319 0.430917008046214 -2.4217818945308327 0.1614014279856192 0.0 -401.01765396297924 -11.802563455278065
1.5408895808021403 0.20342711605249095 2.8974981918029084 0.49356061645341115 0.0 -400.98019582072334 -14.180112802191488
78.38230652096975 0.7445326234772959 -4.8478491089089015 0.2393573335303905 0.0 -400.9757245910927 -11.529057286112588
2.235334119550484 0.5986200391355346 2.105263445495611 0.48755022462366504 0.0 -400.9633496211339 -13.080871605307651
72.39668369549837 0.7005173571709105 -4.71574234235826 0.24748276816363438 0.0 -400.9513185677097 -11.60370553938493
42.18301371842264 0.7201667962151811 -3.7885941916193326 0.3391532819885598 0.0 -400.9410613656632 -11.912332619695066
2.4770472065214553 0.6871161332475444 2.0872940778017206 0.4097949251682772 0.0 -400.9344432401244 -12.312063835748166
36.88756323621387 0.5211231102742357 -4.070132917489495 0.543069425816569 0.0 -400.93036511929154 -14.266988329644377
40.40483618101557 0.41094505115834806 -3.0801151425313593 0.11118068970306512 0.0 -400.92864840045456 -11.731899581425417
36.7116815165504 0.50010514451061 -2.6133841289688635 0.007648244035393553 0.0 -400.9168168132276 -11.346759317488692
