,startDate,stopDate,cand,day,dayPath,candPath,model,fitPath,json,fitBool,sampling_time,sampler,log_evidence,log_evidence_err,log_noise_evidence,log_bayes_factor
135,2021-07-18 12:00:00,2021-07-25 12:00:00,ZTF21abneypf,['2459414-2459421' '2459414-2459421' '2459414-2459421' '2459414-2459421'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459414-2459421/lc_ZTF21abneypf_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459414-2459421/ZTF21abneypf/nugent-hyper_result.json']",[ True False  True  True],[4824.142839         nan 7469.547922         nan],['pymultinest' 'nan' 'pymultinest' 'nan'],[-30.20431641          nan -32.47649443          nan],[0.10116267        nan 0.17508485        nan],[ 0. nan  0. nan],[-30.20431641          nan -32.47649443          nan]
136,2021-07-19 12:00:00,2021-07-26 12:00:00,ZTF21abmoupj,['2459415-2459422' '2459415-2459422' '2459415-2459422' '2459415-2459422'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmoupj_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmoupj_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmoupj_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmoupj_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmoupj/nugent-hyper_result.json']",[ True False  True  True],[ 8247.603004          nan          nan 11143.60665 ],['pymultinest' 'nan' 'nan' 'pymultinest'],[-21.90321999          nan          nan -26.85971943],[0.09145469        nan        nan 0.12052593],[ 0. nan nan  0.],[-21.90321999          nan          nan -26.85971943]
137,2021-07-19 12:00:00,2021-07-26 12:00:00,ZTF21abmwlfo,['2459415-2459422' '2459415-2459422' '2459415-2459422' '2459415-2459422'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmwlfo_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmwlfo_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmwlfo_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abmwlfo_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abmwlfo/nugent-hyper_result.json']",[ True False  True  True],[2756.660908         nan 4091.16903   906.700641],['pymultinest' 'nan' 'pymultinest' 'pymultinest'],[-1.46021137         nan -5.84427948 -3.04284139],[0.02354291        nan 0.1329984  0.05428482],[ 0. nan  0.  0.],[-1.46021137         nan -5.84427948 -3.04284139]
138,2021-07-19 12:00:00,2021-07-26 12:00:00,ZTF21abnbiqz,['2459415-2459422' '2459415-2459422' '2459415-2459422' '2459415-2459422'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abnbiqz_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abnbiqz_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abnbiqz_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abnbiqz_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abnbiqz/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abnbiqz/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abnbiqz/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abnbiqz/']",[nan nan nan nan],[False False False False],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
139,2021-07-19 12:00:00,2021-07-26 12:00:00,ZTF21abneypf,['2459415-2459422' '2459415-2459422' '2459415-2459422' '2459415-2459422'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459415-2459422/lc_ZTF21abneypf_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459415-2459422/ZTF21abneypf/nugent-hyper_result.json']",[ True False  True  True],[8584.176868         nan 5276.436005 4586.004733],['pymultinest' 'nan' 'pymultinest' 'pymultinest'],[-30.20431641          nan -32.52228799 -31.99492378],[0.10116267        nan 0.17480179 0.11413346],[ 0. nan  0.  0.],[-30.20431641          nan -32.52228799 -31.99492378]
140,2021-07-20 12:00:00,2021-07-27 12:00:00,ZTF21abnbiqz,['2459416-2459423' '2459416-2459423' '2459416-2459423' '2459416-2459423'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnbiqz_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnbiqz_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnbiqz_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnbiqz_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnbiqz/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnbiqz/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnbiqz/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnbiqz/']",[nan nan nan nan],[False False False False],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
141,2021-07-20 12:00:00,2021-07-27 12:00:00,ZTF21abneypf,['2459416-2459423' '2459416-2459423' '2459416-2459423' '2459416-2459423'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abneypf_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abneypf_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abneypf/nugent-hyper_result.json']",[ True False  True  True],[15751.7251            nan  9707.559462  4523.048159],['pymultinest' 'nan' 'pymultinest' 'pymultinest'],[-30.20431641          nan -32.52228799 -31.99492378],[0.10116267        nan 0.17480179 0.11413346],[ 0. nan  0.  0.],[-30.20431641          nan -32.52228799 -31.99492378]
142,2021-07-20 12:00:00,2021-07-27 12:00:00,ZTF21abnzjar,['2459416-2459423' '2459416-2459423' '2459416-2459423' '2459416-2459423'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnzjar_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnzjar_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnzjar_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abnzjar_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnzjar/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnzjar/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnzjar/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abnzjar/']",[nan nan nan nan],[False False False False],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
143,2021-07-20 12:00:00,2021-07-27 12:00:00,ZTF21abotogu,['2459416-2459423' '2459416-2459423' '2459416-2459423' '2459416-2459423'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abotogu_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abotogu_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abotogu_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459416-2459423/lc_ZTF21abotogu_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abotogu/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abotogu/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abotogu/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459416-2459423/ZTF21abotogu/']",[nan nan nan nan],[False False False False],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
144,2021-07-21 12:00:00,2021-07-28 12:00:00,ZTF21abnzjar,['2459417-2459424' '2459417-2459424' '2459417-2459424' '2459417-2459424'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abnzjar_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abnzjar_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abnzjar_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abnzjar_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abnzjar/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abnzjar/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abnzjar/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abnzjar/']",[nan nan nan nan],[False False False False],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
145,2021-07-21 12:00:00,2021-07-28 12:00:00,ZTF21abotogu,['2459417-2459424' '2459417-2459424' '2459417-2459424' '2459417-2459424'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abotogu_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abotogu_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abotogu_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abotogu_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abotogu/nugent-hyper_result.json']",[ True False  True  True],[8930.257479         nan 7404.156895 3109.811393],['pymultinest' 'nan' 'pymultinest' 'pymultinest'],[-23.27760356          nan -28.35900228 -26.14806377],[0.08723041        nan 0.16755224 0.10910214],[ 0. nan  0.  0.],[-23.27760356          nan -28.35900228 -26.14806377]
146,2021-07-21 12:00:00,2021-07-28 12:00:00,ZTF21aboulpc,['2459417-2459424' '2459417-2459424' '2459417-2459424' '2459417-2459424'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21aboulpc_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21aboulpc_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21aboulpc_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21aboulpc_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21aboulpc/nugent-hyper_result.json']",[ True False  True  True],[13577.43572           nan  6031.957648  7905.277912],['pymultinest' 'nan' 'pymultinest' 'pymultinest'],[-20.85087675          nan -24.4006895  -23.05120998],[0.09341429        nan 0.17732584 0.09932285],[ 0. nan  0.  0.],[-20.85087675          nan -24.4006895  -23.05120998]
147,2021-07-21 12:00:00,2021-07-28 12:00:00,ZTF21abouuow,['2459417-2459424' '2459417-2459424' '2459417-2459424' '2459417-2459424'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abouuow_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abouuow_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abouuow_forced1_stacked0.csv'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459417-2459424/lc_ZTF21abouuow_forced1_stacked0.csv']",['Bu2019lm' 'Piro2021' 'TrPi2018' 'nugent-hyper'],"['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/']","['/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/Bu2019lm_result.json'
 'nan'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/TrPi2018_result.json'
 '/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459417-2459424/ZTF21abouuow/nugent-hyper_result.json']",[ True False  True  True],[13718.7827            nan  8177.309861  2101.521493],['pymultinest' 'nan' 'pymultinest' 'pymultinest'],[-20.52777327          nan -25.57548629 -20.78365295],[0.09340556        nan 0.18810921 0.09704962],[ 0. nan  0.  0.],[-20.52777327          nan -25.57548629 -20.78365295]
