Nested Sampling Global Log-Evidence           :   -0.257895501078220128E+02  +/-    0.908098744276106679E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.257895501078220128E+02 +/-    0.908098744276106679E-01
Local Log-Evidence   -0.257895501078220128E+02 +/-    0.908098744276106679E-01

Dim No.       Mean        Sigma
   1    0.509932592271843745E+02    0.130534036880952353E+02
   2    0.332250909671392378E+02    0.131744306953563814E+02
   3    0.890872615820416547E+00    0.362697563255883870E+00
   4   -0.101568355197057003E+01    0.620152306873213766E+00
   5   -0.260110618016156536E+01    0.293533249829276477E+00
   6   -0.752903940540881167E+00    0.161625115329038199E+00
   7    0.290616336379209084E+00    0.161966941613112120E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.573229437559917585E+02
   2    0.378983136773851044E+02
   3    0.429740547943626094E+00
   4   -0.112580849993759946E+01
   5   -0.296109363786891677E+01
   6   -0.766300697055373181E+00
   7    0.279862279171564809E+00

MAP Parameters
Dim No.        Parameter
   1    0.573229437559917585E+02
   2    0.378983136773851044E+02
   3    0.429740547943626094E+00
   4   -0.112580849993759946E+01
   5   -0.296109363786891677E+01
   6   -0.766300697055373181E+00
   7    0.279862279171564809E+00
