    0.767207468720884300E+00   -0.130025117838201481E+03
    0.767207468720884300E+00   -0.130025117838201481E+03
    0.766983186966105457E+00   -0.130025110105689066E+03
    0.766983186966105457E+00   -0.130025110105689066E+03
    0.767310542646104099E+00   -0.130025086468981698E+03
    0.767310542646104099E+00   -0.130025086468981698E+03
    0.767274890262084508E+00   -0.130025085212273950E+03
    0.767274890262084508E+00   -0.130025085212273950E+03
    0.766992708350583863E+00   -0.130025045334456962E+03
    0.766992708350583863E+00   -0.130025045334456962E+03
    0.766999097805859287E+00   -0.130025042383132615E+03
    0.766999097805859287E+00   -0.130025042383132615E+03
    0.767018279873162068E+00   -0.130025028398610942E+03
    0.767018279873162068E+00   -0.130025028398610942E+03
    0.767020466400476608E+00   -0.130025028008976278E+03
    0.767020466400476608E+00   -0.130025028008976278E+03
    0.767059963190484861E+00   -0.130025004242840964E+03
    0.767059963190484861E+00   -0.130025004242840964E+03
    0.767135330446349295E+00   -0.130024991371818601E+03
    0.767135330446349295E+00   -0.130024991371818601E+03
    0.766756043886287264E+00   -0.130024924037036527E+03
    0.766756043886287264E+00   -0.130024924037036527E+03
    0.766763136684030400E+00   -0.130024898710892614E+03
    0.766763136684030400E+00   -0.130024898710892614E+03
    0.767082139030434540E+00   -0.130024898607810911E+03
    0.767082139030434540E+00   -0.130024898607810911E+03
    0.766870760641285898E+00   -0.130024897939426410E+03
    0.766870760641285898E+00   -0.130024897939426410E+03
    0.766871542767244341E+00   -0.130024897926963092E+03
    0.766871542767244341E+00   -0.130024897926963092E+03
    0.766321651128949455E+00   -0.130024833603149034E+03
    0.766321651128949455E+00   -0.130024833603149034E+03
    0.766964269794017772E+00   -0.130024807718414849E+03
    0.766964269794017772E+00   -0.130024807718414849E+03
    0.766962476042367114E+00   -0.130024807648567048E+03
    0.766962476042367114E+00   -0.130024807648567048E+03
    0.785070771180178650E+00   -0.130024790301087592E+03
    0.785070771180178650E+00   -0.130024790301087592E+03
    0.785263644583328646E+00   -0.130024778951333502E+03
    0.785263644583328646E+00   -0.130024778951333502E+03
    0.766373496374783802E+00   -0.130024776566310834E+03
    0.766373496374783802E+00   -0.130024776566310834E+03
    0.766372990561937639E+00   -0.130024776534020276E+03
    0.766372990561937639E+00   -0.130024776534020276E+03
    0.785280949548331053E+00   -0.130024775441566931E+03
    0.785280949548331053E+00   -0.130024775441566931E+03
    0.766705440907668678E+00   -0.130024766404730883E+03
    0.766705440907668678E+00   -0.130024766404730883E+03
