luminosity_distance KNtimeshift inclination_EM supernova_mag_boost Ebv log_likelihood log_prior
242.84927113627612 -0.09240576516306964 0.7429130137539393 1.3017617404375361 0.3441022377763764 -30.859035780137372 -12.313902813914487
533.1850257514625 -1.1472641595618225 0.5856740219549034 -0.40037500813654336 0.36324981518632743 -29.871609347584897 -12.603413066356806
1960.4666587944782 -0.6387579636945075 0.7038769476607525 -4.260375739216886 0.3524028065105229 -29.790223430616905 -12.395155421263832
2478.5729755662296 -1.3858056774042646 0.3360426889687542 -4.986357931895605 0.3475364323797172 -28.568725829542856 -13.047551808065231
1882.6386798066399 -1.259584655725284 0.594643995632935 -4.796771155769864 0.49812865510442844 -28.127095474354235 -13.625347849519054
1811.4503994462737 -0.8422392690778735 0.585400235185449 -2.7609284349942005 0.06375332487131125 -28.03818544120691 -11.715124909433655
516.9285535812378 -0.19820255041122437 0.520384514937252 -0.424005389213562 0.2590038953304291 -27.689300977665557 -12.304903728263621
409.8374413547881 -0.6174698117291741 0.7334277196576414 0.8233469615248605 0.09004132869259956 -27.640638726357334 -11.576292147757265
1625.0261446245393 -0.07667989124458452 0.6756817844605107 -4.224775340846595 0.1329033672953011 -27.635249721018624 -11.737323142766478
1617.0832504531413 -0.04808242967916554 0.6570706183885012 -4.647232093280471 0.47157018395263106 -27.40695684973433 -13.233187986354606
1182.8214806349565 -0.37800214992308767 0.7820284424295093 -4.518792848139256 0.5156461044747934 -27.225404852976734 -13.664866839762887
815.9057848936334 -0.14012248689899853 0.6042471657931753 -2.2636527502841286 0.46081589884705076 -27.063718295142237 -13.204240514857768
1296.1030701620882 -0.5029740392908941 0.14910254872499204 -2.4291020761892295 0.2051510074240581 -26.902602886224013 -13.354425348268915
1691.0217044832082 -1.3539983645748923 0.1636081494170387 -4.170463096187838 0.439974425402646 -26.894628695556158 -14.28236196051192
1351.1282822462376 -1.2987868785179755 0.6770511697583774 -1.7526845736543581 0.06128270755277182 -26.864030226418407 -11.5846480594442
1832.2431582138574 -0.9076686804021423 0.6872836454869983 -2.88845276955023 0.064256432998037 -26.689209056114485 -11.577885207111803
254.11210751862046 -1.364375455420557 0.7693525534943205 -0.14228836366565645 0.2853250816860637 -26.502317871680837 -12.056772685184214
1366.9899838675974 -0.933172685544046 0.5364741031288504 -4.443159262010358 0.41522806156269915 -26.423336150731057 -12.967469258028174
228.9423610457898 -0.6468174967343364 0.5341047740876441 2.028865309027223 0.09825739055155489 -26.327242863395444 -11.867296676627918
421.47742227863233 -1.496681715472489 0.6540405368226301 -0.766997005683776 0.11768823919530716 -26.311142561698766 -11.730898622782743
1902.9125827245844 -1.1027272111988546 0.4572937476560858 -3.3462885264497433 0.10033584030661453 -26.229521578415152 -12.014050009389141
132.3146876496321 -0.9882853349955039 0.5083867221103079 2.2261459396348062 0.4712376526734079 -26.221694118295044 -13.45687617534297
2239.1892634358924 -0.06931333341348456 0.710528139392658 -4.694173727884064 0.2095019905504582 -26.217327315232854 -11.88686619419678
2093.3202904778896 -0.8404851632722876 0.5129550326329191 -4.9475654230733745 0.3860109477758725 -26.131133269629693 -12.837612368599684
455.2397487459008 -0.42225638432281665 0.21135025285938594 -0.05706392755076095 0.22124831683189708 -26.12780877139823 -13.054112663377072
1354.8185015478987 -0.972363607963252 0.7475925889012439 -3.512543255359975 0.4341787538206062 -26.074369371358028 -12.810626675437108
756.3277440231379 -0.94106755211302 0.6951695013028378 -2.663519151611378 0.2965577209419208 -26.072512281933435 -12.17928897214658
681.4932034421834 -0.24523186142186892 0.3414093275754236 -2.665041553553302 0.3409204584119689 -26.015608674231892 -13.00332086114267
879.2414604472431 -0.8860856416567053 0.7721605315359149 -2.1226019180870987 0.4073281103821596 -25.946767863807697 -12.60724339610388
1911.1919403076172 -0.9371916353702545 0.7102732951227506 -3.803756833076477 0.1532940954208374 -25.903139269287053 -11.743160632547898
465.19878814540516 -0.26463719905400485 0.697903652874905 -0.49494516330165794 0.3118614555149484 -25.895896973578463 -12.23309839251579
904.0995924382569 -1.1423141639594692 0.5809344991149306 -2.8483532649161685 0.24696836996061478 -25.876407445234012 -12.168495467722419
1869.7578698248767 -0.06255529436394602 0.1904479367016556 -4.696898751663319 0.23823125355809832 -25.86674644532648 -13.206419166066665
1321.202767968989 -0.7466626826932452 0.38969200713537866 -3.510790361894511 0.17518135677097477 -25.854271120434035 -12.33698750024964
772.7132038188504 -0.9181979685091781 0.6636715607095861 -2.1295362725411167 0.49660773043946943 -25.792860394393223 -13.510127001653773
847.9045758095326 -0.7403437773657775 0.5205096653370923 -2.298765757445916 0.4615895158288886 -25.774159460014992 -13.344331883271195
993.7437166831538 -1.0490663880769286 0.6185627472802334 -0.9768971989356947 0.0328284241006543 -25.772410967451567 -11.607821284542537
1109.2568090002453 -1.0360915895601879 0.176807329411094 -3.1538115374495916 0.20654500221202274 -25.767028702476672 -13.189309623753315
1906.7174300871543 -0.7402520645576047 0.6557874754065749 -4.9203158288012165 0.3272382177151573 -25.71309499236605 -12.34636932128488
