    0.140273929905702653E+04   -0.862284189274981072E+00    0.117915790920634800E+01    0.716689750093552504E+02    0.333237277900351847E+00    0.107394172540607191E+01    0.128261913534866991E+02    0.610450756928462912E+01   -0.523520107093836806E+01   -0.906444706692435531E+01    0.303690685658440818E+00   -0.224796974512863841E+02
    0.663076334472663348E+03   -0.165821728167368798E+01    0.837579135344324821E+00    0.702670923373890588E+02    0.633977997252420655E+00    0.117362732402894920E+01    0.730630341951795437E+01    0.305831231844499429E+01   -0.116270950853944424E+02   -0.127706959287400679E+01    0.266611143407351037E+00   -0.212785508275984476E+02
    0.224747743805132404E+04   -0.194815298988968344E+01    0.366386200931536010E+00    0.716181789662495163E+02    0.119470599467881899E+01    0.935694605654865286E+00    0.127140369239251996E+02    0.275598458524148171E+01   -0.128384987953412768E+02   -0.477173401276361631E+01    0.354280341701274704E+00   -0.211118035460659748E+02
    0.256201400389692481E+03   -0.166879305105650255E+01    0.322567973067059977E+00    0.607618328150027693E+02    0.118243499036949617E+01    0.131099263969846591E+01    0.732772904353375498E+01    0.326206525660709268E+01   -0.469240028587404723E+01   -0.102469290027822364E+02    0.336967089867251324E+00   -0.202656323675644714E+02
    0.237897428720721746E+04   -0.161999834666305298E+01    0.104537279883186129E+01    0.670909341913796453E+02    0.153720164107714430E+01    0.123817223350028871E+01    0.910003808504776934E+01    0.295239925650409019E+01   -0.935277014252456596E+01   -0.395656790805975689E+01    0.222776463246236095E+00   -0.200851595110781922E+02
    0.392519870708485769E+04   -0.101490699393944572E+01    0.899559953081099373E+00    0.575389307825307270E+02    0.703410134218078520E+00    0.447941237867765796E+00    0.146789208914795637E+02    0.213526010713825221E+01   -0.219735248560053620E+01   -0.135288239919474123E+02    0.570718177096513068E+00   -0.200536995787957046E+02
    0.626906788137281728E+04   -0.186120596153552365E+01    0.149985531511727888E+01    0.606876802606013683E+02    0.962831894300133828E+00    0.106313160862914469E+01    0.128972124581480276E+02    0.277776028724979218E+01   -0.337266505834842434E+01   -0.119875237234585175E+02    0.539183756156387251E+00   -0.200296110699232592E+02
    0.128600261948393040E+04   -0.129381196616809246E+01    0.912795823430353925E+00    0.676612174002037108E+02    0.112811727369061932E+01    0.915133419077514443E+00    0.871234894280490479E+01    0.239281277511890211E+01   -0.123748707712059254E+02   -0.108151598734057863E+01    0.292699504832710233E+00   -0.199511886707739876E+02
    0.152457947744218791E+04   -0.844802804813642672E+00    0.663444417014375620E+00    0.623280656569965146E+02    0.125901812379412004E+01    0.125584175304229184E+01    0.122718369605146940E+02    0.231397519262648954E+01   -0.825677153485920812E+01   -0.522566273758005906E+01    0.458282509063743126E+00   -0.198408473311715063E+02
    0.514435744310249902E+04   -0.400562532001840665E+00    0.114106327293075149E+01    0.586668198493217687E+02    0.124071006001090045E+01    0.127343736783063544E+01    0.636892532427758518E+01    0.260097284723966471E+01   -0.170999631531749330E+01   -0.128838071956853977E+02    0.757864126207518224E-01   -0.196633465142522432E+02
