luminosity_distance inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B Ebv KNtimeshift ksiN L0 dL b q ts log_likelihood log_prior
302.52784702262994 0.46045261478174593 52.1279945528121 0.3782132186026842 0.748239893242114 -4.20082060891876 2.9468167928448654 -1.831014235489587 -0.05405134387715993 0.09458647707404995 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.501391101429466 -14.285010254155361
3554.242657742652 0.5658360404565428 52.60163193770616 0.3720518432360702 0.7328266733386724 -1.430636812876973 2.710242160937151 -1.0659986312089784 -0.6659370370016502 0.32711357729030355 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.261144512052096 -14.76406363583176
833.0727478412936 0.31441442955838655 52.31624447870919 0.27184056648112703 1.0952194594343712 -2.8955254532474846 2.310905451387424 -0.3639022011193722 -2.6450320213842264 0.20649321142064012 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.075849808729438 -14.914291623966989
3154.4704949057345 0.16524110865107933 52.04676639655578 0.35086211819410984 0.670523331083212 -3.985984630426773 2.928968074668167 -0.2505160999475873 -1.8176118942680617 0.40191916004701284 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.945760001450851 -16.309377829354617
1429.6440502007727 0.29602645271726824 52.772221193832166 0.36049001137936154 0.5813476973498035 -3.3105483794751107 2.132778212703424 -1.2518794776671403 -2.6518368481089385 0.05108721625138951 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.776396035878571 -14.618700642835943
4810.554107950784 0.7406070964795807 52.39091161902924 0.35651739643456043 0.8519599421812774 -1.4240636653487364 2.3049532408944917 -0.921218533711222 -1.2116954709087193 0.1534343135917195 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.672307708535479 -13.99874080884137
2192.1002361856795 0.7149604628066636 52.674688366635216 0.4450736897491561 1.3205513034701586 -1.5245590083043785 2.656798774226523 -0.5270287035695285 -2.0802976966563453 0.49807514268270525 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.4770792563726705 -15.756874172404837
3378.9530800415155 0.13758694660008017 52.98847414956106 0.43780668364057657 1.435913001195569 -2.244625106799477 2.8353692181083625 -1.725409616531624 -0.03495829343685086 0.4051378184694055 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.476558505106216 -16.51018993062472
3274.3630866507347 0.531558002957159 52.53106102544129 0.35342655675288986 1.1298477110718819 -1.7187246169706194 2.9540472489201797 -1.2404712068015211 -0.28628236851395883 0.2805982164820137 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.468681196259588 -14.646508410802234
6294.94172334671 0.4947126003350638 52.097830057144165 0.43543008395553395 1.400265206849255 -0.14134734869003296 2.7318471670150757 -0.289131224155426 -0.4234292507171631 0.3998930343389511 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.440422226993306 -15.23756501820572
6294.94172334671 0.4947126003350638 52.097830057144165 0.43543008395553395 1.400265206849255 -0.14134734869003296 2.7318471670150757 -0.289131224155426 -0.4234292507171631 0.3998930343389511 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.440422226993306 -15.23756501820572
2466.469536003008 0.2984333711581916 51.08872682891413 0.32013725785772734 0.6953726791918378 -1.502509950384927 2.6716855796146657 -0.41141604335293236 -1.9935522724939707 0.11140633714773059 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.337428340165565 -14.733808568505667
3177.206867852978 0.45288507588258237 52.10798423692653 0.3660549271291991 0.7715536566687667 -2.276075815063436 2.6879053416288547 -0.8448139107944281 -1.7601820250171663 0.20654218626514992 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.330836668933304 -14.56738927865501
78.70892056828734 0.482652704375004 49.63400230655985 0.3627938202373435 0.7113434144241809 -1.5292342303476731 2.2177354169288566 -0.27191643907415086 -1.1983040341427977 0.38667953873887095 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.262908346816887 -15.18644312258194
4025.4100392753103 0.5111334748130859 52.248069809299295 0.44882147098736813 1.5527646932152555 -2.353621473840416 2.2070051046907326 -0.7496005663668743 -1.9598691014854184 0.07533141633578473 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.167978837878222 -14.149421242773991
2558.039932435333 0.6892888914276819 52.88246801185692 0.33271727943287727 1.3024272145201703 -2.100448982576025 2.2804353690893993 -0.6367743074310672 -1.4336977003568534 0.238135963360402 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.156826977089448 -14.283739676830924
5098.654596488597 0.5296554339901327 52.79788340794478 0.3644891609101947 0.8260429878262825 -4.579219316467987 2.572239598523129 -0.07455438570683715 -0.7580793829059989 0.2869857691856612 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.107669416066615 -14.6718842487936
2630.506426537728 0.23267038203243356 52.93368636925358 0.3632626414390115 1.078319102863712 -3.099095835831555 2.8094055902937285 -1.4692095842736643 -1.06982747483111 0.23461425241495998 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.004590356556042 -15.287855824047812
1054.0973151465769 0.9060593824912078 51.8466726076117 0.5235412853678504 1.273216223112507 -3.2548368933364435 2.533780462358198 -1.005412206013347 -0.4192171246084202 0.016920634025685336 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.94302875189465 -13.562691308057952
921.3170726039971 0.8978539643439436 52.178567142566315 0.3610803282446051 1.0768979619184653 -2.119295764872768 2.725693977738738 -1.0447807885710003 -1.248795626474943 0.10619199516680064 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.923966319941844 -13.744376227551074
5510.459781973163 0.3265677510986535 51.497673257706914 0.36740190715349014 1.2217965891355316 -1.4663883989028967 2.665827890612328 -0.013828030494285937 -0.189262414977454 0.35886607140242566 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.842177992240536 -15.416256358908665
4194.014824541693 0.7709994734536763 52.11132281993174 0.4134741742729176 0.9500015972055458 -1.6072230394849427 2.2278434103997578 -0.7684626873245044 -1.0753468404884787 0.16861650017385707 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.769756426053067 -14.003398996103025
1238.5673001166763 0.4960247920726751 50.7918438541945 0.3810982217697276 1.2274907142025093 -4.646960177812663 2.764566030925413 -0.21061968325107472 -0.5553604300702331 0.01506386019609558 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.6840998650965116 -14.062405475544203
695.1480597020196 0.4720395127127345 52.97089313244795 0.3579129388260852 0.7817966271672255 -2.2644138920379153 2.0223227625925007 -0.4362385393132504 -2.688606071049933 0.40259899283899464 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.5836024981840255 -15.296578277328306
2777.218141499278 0.47094514394727577 52.836446429497514 0.20973972007416025 0.6010546422114598 -1.0800726344036162 2.3633745293939277 -0.4639339864405798 -2.916079962213825 0.22786456956694043 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.561625149062628 -14.591155027221602
3912.1784819572886 0.3810110836281477 51.31847968379289 0.3750721365738091 0.7338834390069047 -3.3018647281863953 2.972771561946037 -0.3268981362991994 -0.7439784537711294 0.22852773328660175 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.547198328269705 -14.7920658372559
2968.859596496844 0.5198890646195785 51.457148274340206 0.4268785633083102 1.2043754550061265 -2.0649210103430704 2.372322489006849 -0.5806768760259517 -1.3505753547407457 0.11222606836636426 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.508492199183206 -14.211091917861204
2182.5568661017883 0.323861666776957 51.46538576420345 0.4768812890670975 0.9955338788155533 -0.719933050036353 2.24592887694445 -0.7491802588123884 -1.0954946930888307 0.2681804689099445 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.484704579797446 -15.070328034396557
1773.828418824311 0.029701358520040518 52.4689064986884 0.4548890669400002 0.9058017148797958 -2.133241396389014 2.093870372565386 -0.681282901257855 -1.9038176404025888 0.379908001010086 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.471250991674247 -17.899751153623086
164.43508863449097 1.0516369037085205 51.83929085731506 0.457817864435501 1.2010295275863576 -0.9667161107063293 2.7120924592018127 -1.654618263244629 -1.5325552225112915 0.4320470547437668 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.409602906783106 -14.84022702061272
1767.8472569213516 0.6606598600249863 52.353161156568824 0.43484339480752976 0.9339384438051104 -1.99990086496167 2.293695258324534 -1.0772550511173344 -1.574977476237514 0.3910058614924704 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.381394916344602 -14.930774089360304
252.1886236469965 0.89117196009389 52.52096677631781 0.3318491436512372 1.186556755889838 -1.105390769137208 2.3203146127035055 -1.3893628126565942 -1.4678006990799595 0.4261944868009299 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.371142726961233 -14.909357427520051
606.1060590000983 0.6251677513947859 52.43486671162258 0.32250768226903664 0.847840755770274 -2.825415433984599 2.9484047616835443 -1.0592391990324792 -1.5292388572422153 0.17956366805048046 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.356974125113979 -14.20544784969482
2148.041220767156 0.8276660499495028 52.65703186824538 0.40950405792227246 1.4166741964283844 -1.8486183530581228 2.63985853891495 -1.1636661410358313 -0.23483032481836608 0.4209290947932934 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.317530075632622 -14.928746632204842
3982.7510531864923 0.5823201607605507 52.036914722289055 0.5060406635018802 1.060969307375063 -1.7627009762867658 2.835079413920898 -0.7831205619000121 -0.66987567890496 0.39717652360654787 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.3150144257177345 -15.074937984242672
1850.6525974367387 0.6450688092220384 51.32760282781678 0.32494630068308433 0.8999482263722214 -1.207243085237533 2.728715758216801 -0.33930547154766044 -1.0378512263794835 0.4840673491105213 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.290851346181784 -15.67072517094282
729.9079345203087 0.8541414881256527 52.68398965363599 0.26914310622779747 1.2146385806513402 -0.49169451117766627 2.272984244345146 -0.9989867065778131 -1.8434518223232488 0.177749893124229 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.2839012115878035 -13.947449923682047
724.7222741564143 0.21393379517411187 52.572011039233495 0.4487958162177006 0.6195960488809653 -3.9042664727111394 2.026974289354669 -0.5692889277479503 -1.9464095235303218 0.5063316432930418 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.280255944166404 -17.002134599485466
6556.912673852452 0.8813671861711075 52.89032026596592 0.38230602940367303 0.9694910421779471 -2.0951584041478015 2.238225801478017 -0.27633958338651743 -1.8629323013993588 0.104897027631723 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.275197062272643 -13.754967504213367
6925.523500787978 0.2870278620305678 52.043388126255685 0.4459688163549866 1.0575631935346745 -0.4093590109387142 2.8938693758103855 -0.6134703957476906 -0.11650697631509255 0.36277650398538097 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.261428044481293 -15.559727897318673
1365.3528509076173 0.8221490586910264 51.7816522381576 0.44158861540348904 1.1980842444332236 -0.2903517922213208 2.0748318076344767 -0.09149525604837017 -0.6296476351320317 0.5505277118575905 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.252327545457272 -16.86901716850857
1385.198347975295 0.3856546697648972 52.37994793604685 0.26056844052087386 0.38196839298122365 -4.592325955917302 2.3444496279113314 -0.08958896802069383 -1.348467236092454 0.10736948208615255 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.2337578716516076 -14.478718450868634
766.210832139489 1.1120729120046626 52.98030792971873 0.4828385995257234 1.1851813105340876 -1.8816107857560938 2.04806298250377 -1.687105818663541 -1.2622291693966563 0.2644205822063873 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.220417743002311 -14.022188070414654
249.91091355497278 0.3840193262779101 51.96411707062048 0.21805236276300413 0.34270848903139944 -1.308646578321178 2.363014928493995 -2.4637268118394173 -0.5549249717363596 0.09809063871101485 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.212408190347519 -14.462999284313186
1871.2033244058402 0.6487253054609112 51.53772961978545 0.5058819901892276 0.8353242099995073 -1.3245011155873154 2.740521907910436 -0.5239263638098426 -0.980071417970314 0.5397823994522466 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.19499126608462 -16.66214193958141
3624.429781169647 0.384817626314995 52.83635844473322 0.3794534305589782 0.9139307630289742 -2.700942794977949 2.3333318197726856 -1.1527601924499713 -0.9758159349435669 0.3065465287075728 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.1941635756818005 -15.039940428801108
2263.008557924537 0.8398686301679644 52.04875519732769 0.5036929827775001 1.4821189395798495 -2.4213043791652753 2.1671152655293944 -0.946413311368071 -1.1672833985088782 0.044877113673256495 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.158249208225085 -13.669871944641292
811.5996788322904 0.3621921361271875 52.83388259895131 0.4543562176405873 0.7480569985155257 -1.291859944308014 2.534237354200442 -1.9731172083686634 -2.3295420935193154 0.12632122244765445 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.153828576590073 -14.580141361816551
