    0.545622968673706055E+04    0.153741772692724821E+01    0.524530503749847412E+02    0.349822677088179768E+00    0.297007011991350434E+00   -0.350679546594619751E+01    0.296526616811752319E+01   -0.282545489072799683E+01   -0.234418129920959473E+01    0.524834571576118458E+00   -0.116073134725072159E+05   -0.485202009141426682E+01    1
    0.545622968673706055E+04    0.153741772692724821E+01    0.524530503749847412E+02    0.349822677088179768E+00    0.297007011991350434E+00   -0.350679546594619751E+01    0.296526616811752319E+01   -0.282545489072799683E+01   -0.234418129920959473E+01    0.524834571576118458E+00   -0.116073134725072159E+05   -0.485983259141427482E+01    1
    0.279639369249343872E+04    0.146838998096526718E+01    0.526152002811431885E+02    0.394384519370635012E+00    0.335811744981380889E+00   -0.423994243144989014E+01    0.238358265161514282E+01   -0.274749916791915894E+01   -0.278785496950149536E+01    0.290545230102539076E+00   -0.111769964774660966E+05   -0.486764509141427837E+01    1
    0.279639369249343872E+04    0.146838998096526718E+01    0.526152002811431885E+02    0.394384519370635012E+00    0.335811744981380889E+00   -0.423994243144989014E+01    0.238358265161514282E+01   -0.274749916791915894E+01   -0.278785496950149536E+01    0.290545230102539076E+00   -0.111769964774660966E+05   -0.487545759141427837E+01    1
    0.488668185472488403E+04    0.916172833981670487E+00    0.507753703594207764E+02    0.492830339257042671E+00    0.142741855805532364E+00   -0.339880228042602539E+01    0.201332885026931763E+01   -0.290142560005187988E+01   -0.221993386745452881E+00    0.251008003234863275E-01   -0.803272222457752832E+04   -0.488327009141427215E+01    1
    0.488668185472488403E+04    0.916172833981670487E+00    0.507753703594207764E+02    0.492830339257042671E+00    0.142741855805532364E+00   -0.339880228042602539E+01    0.201332885026931763E+01   -0.290142560005187988E+01   -0.221993386745452881E+00    0.251008003234863275E-01   -0.803272222457752832E+04   -0.489108259141427038E+01    1
    0.651048570871353149E+04    0.131186011243861733E+01    0.512409689426422119E+02    0.326976219125311607E+00    0.108136470123744541E+00   -0.185363769531250000E+01    0.296092933416366577E+01   -0.215978068113327026E+01   -0.210534203052520752E+01    0.160678871297836312E+00   -0.772281666390861119E+04   -0.489889509141427659E+01    1
    0.651048570871353149E+04    0.131186011243861733E+01    0.512409689426422119E+02    0.326976219125311607E+00    0.108136470123744541E+00   -0.185363769531250000E+01    0.296092933416366577E+01   -0.215978068113327026E+01   -0.210534203052520752E+01    0.160678871297836312E+00   -0.772281666390861119E+04   -0.490670759141427038E+01    1
    0.611657315492630005E+04    0.122607579906205166E+01    0.492852635383605957E+02    0.472421453914572631E+00    0.131979740960250946E+00   -0.310307592153549194E+01    0.271008294820785522E+01   -0.198444968461990356E+01   -0.630546391010284424E+00    0.297507048869132984E+00   -0.762964146692787108E+04   -0.491452009141427393E+01    1
    0.611657315492630005E+04    0.122607579906205166E+01    0.492852635383605957E+02    0.472421453914572631E+00    0.131979740960250946E+00   -0.310307592153549194E+01    0.271008294820785522E+01   -0.198444968461990356E+01   -0.630546391010284424E+00    0.297507048869132984E+00   -0.762964146692787108E+04   -0.492233259141426949E+01    1
    0.533298003673553467E+04    0.143703732076798474E+01    0.526914672851562500E+02    0.390467706406320003E+00    0.777556360732033824E+00   -0.363903969526290894E+01    0.299438744783401489E+01   -0.211303031444549561E+01   -0.295700955390930176E+01    0.248160267162323006E+00   -0.759609162554042814E+04   -0.493014509141426949E+01    1
    0.533298003673553467E+04    0.143703732076798474E+01    0.526914672851562500E+02    0.390467706406320003E+00    0.777556360732033824E+00   -0.363903969526290894E+01    0.299438744783401489E+01   -0.211303031444549561E+01   -0.295700955390930176E+01    0.248160267162323006E+00   -0.759609162554042814E+04   -0.493795759141427482E+01    1
    0.696187704801559448E+04    0.142043998257994808E+01    0.521718084812164307E+02    0.237269551953025980E-01    0.607852994945675545E-01   -0.307772755622863770E+00    0.211628311872482300E+01   -0.282594680786132812E+01   -0.272143614292144775E+01    0.381759409260749805E+00   -0.747748101894247338E+04   -0.494577009141427482E+01    1
    0.696187704801559448E+04    0.142043998257994808E+01    0.521718084812164307E+02    0.237269551953025980E-01    0.607852994945675545E-01   -0.307772755622863770E+00    0.211628311872482300E+01   -0.282594680786132812E+01   -0.272143614292144775E+01    0.381759409260749805E+00   -0.747748101894247338E+04   -0.495358259141427215E+01    1
    0.687335616350173950E+04    0.124561784859745184E+01    0.521443636417388916E+02    0.320561444282286334E+00    0.765402390516103814E+00   -0.404175072908401489E+01    0.259760195016860962E+01   -0.106054669618606567E+01   -0.274762040376663208E+01    0.517327893161773744E+00   -0.716066658780950820E+04   -0.496139509141427393E+01    1
    0.687335616350173950E+04    0.124561784859745184E+01    0.521443636417388916E+02    0.320561444282286334E+00    0.765402390516103814E+00   -0.404175072908401489E+01    0.259760195016860962E+01   -0.106054669618606567E+01   -0.274762040376663208E+01    0.517327893161773744E+00   -0.716066658780950820E+04   -0.496920759141427215E+01    1
    0.102844059467315674E+04    0.897287049485133048E+00    0.514525561332702637E+02    0.390211044256263614E-01    0.160162611987095457E-01   -0.275690525770187378E+01    0.202960163354873657E+01   -0.130624294281005859E+00   -0.273205947875976562E+01    0.415386290717124962E+00   -0.688463673330263100E+04   -0.497702009141426860E+01    1
