    0.451120346784591675E+04    0.116170490405847704E+01    0.552437068223953247E+02    0.425996283121767572E-01    0.102678030186382913E+00    0.229778122901916504E+01    0.158746516704559326E+01   -0.325238704681396484E-01    0.379991531372070312E+00    0.305591612863540640E+00    0.465807009147218139-309
    0.296696919202804565E+04    0.868432773902979238E+00    0.557957688868045807E+02    0.210441694167921883E+00    0.102364099669916817E+00    0.175182259082794189E+01    0.149203324317932129E+01   -0.258584618568420410E+01    0.254477858543395996E+01    0.192019150471687328E+00    0.465807009143660866-309
    0.608830273151397705E+03    0.778836256233218616E+00    0.503812231421470642E+02    0.206034729525869681E+00    0.499491539724684352E+00    0.113831377029418945E+01    0.164803791046142578E+01   -0.366790711879730225E+01   -0.676695704460144043E+01    0.224641948056221008E+00    0.465807009144056119-309
    0.122497212886810303E+04    0.142008278551459965E+01    0.530448448359966278E+02    0.191937473549049387E+00    0.382427758314019872E+00    0.232773184776306152E+01    0.290345323085784912E+01   -0.913679420948028564E+01   -0.337480068206787109E+01    0.187971324348449709E+00    0.000000000000000000E+00
    0.279639369249343872E+04    0.146838998096526718E+01    0.553747004568576813E+02    0.197192259685317506E+00    0.335811744981380889E+00   -0.208793091773986816E+01    0.176716530323028564E+01   -0.915833055973052979E+01   -0.858569979667663574E+01    0.290545230102539076E+00    0.465807009144846624-309
    0.262737321853637695E+04    0.616755667008669684E+00    0.558289549946784973E+02    0.197131511524436559E+00    0.446634366765552626E+00   -0.175467932224273682E+01    0.201565361022949219E+01   -0.353289246559143066E+01    0.985955476760864258E+01    0.508163094592094411E+00    0.465807009145241876-309
    0.303685897588729858E+04    0.664282637539679310E+00    0.515015112459659576E+02    0.230589579320591154E+00    0.964555584606019756E+00    0.105593848228454590E+01    0.125813746452331543E+01   -0.746402442455291748E+01   -0.685340881347656250E+01    0.190803161573410041E+00    0.465807009145637129-309
    0.689934349060058594E+04    0.120701754669970063E+01    0.542334066629409790E+02    0.184526790891037545E+00    0.740412847292751364E+00   -0.526944994926452637E+00    0.259808588027954102E+01   -0.585745334625244141E+01    0.444555997848510742E+01    0.219754928898811347E+00    0.465807009146032381-309
    0.488668185472488403E+04    0.916172833981670487E+00    0.523849768340587616E+02    0.246415169628521336E+00    0.142741855805532364E+00   -0.107856273651123047E+01    0.102665770053863525E+01   -0.967141866683959961E+01    0.852004408836364746E+01    0.251008003234863275E-01    0.465807009146427634-309
    0.394999611377716064E+04    0.819517977307166356E+00    0.545283398330211639E+02    0.239614714964192926E+00    0.541421814746085972E+00   -0.212371337413787842E+01    0.167285335063934326E+01   -0.352033078670501709E+01   -0.191711068153381348E+01    0.190065843987464900E+00    0.465807009146822886-309
    0.219560515880584717E+04    0.106355956159971754E+01    0.514342556893825531E+02    0.111418556092941989E+00    0.354195639612954957E-01   -0.253913605213165283E+01    0.265339982509613037E+01   -0.565776944160461426E+01   -0.104140996932983398E+01    0.299550289607048048E+00    0.000000000000000000E+00
    0.149634391069412231E+04    0.139239039965354672E+01    0.531098304390907288E+02    0.243207438908899426E+00    0.616944995698287091E+00    0.169702398777008057E+01    0.135710561275482178E+01   -0.695574998855590820E+01   -0.239109277725219727E+01    0.295877416992187503E+00    0.465807009143660866-309
    0.316771811246871948E+04    0.939836584903196326E+00    0.534217024445533752E+02    0.142479513632213534E+00    0.145104901527300295E+00   -0.424210667610168457E+00    0.127851486206054688E+01   -0.758520960807800293E+00    0.168776273727416992E+01    0.148239319539070130E+00    0.465807009144056119-309
    0.889647364616394043E+03    0.151379265866562962E+01    0.549881369471549988E+02    0.193207286441853282E+00    0.635087801430397891E+00   -0.753440380096435547E+00    0.130759310722351074E+01   -0.916682898998260498E+01    0.824582219123840332E+01    0.103334321022033691E-01    0.465807009144451371-309
    0.221569824218750000E+04    0.102508899161712397E+01    0.548900961875915527E+02    0.173197219875595609E+00    0.157896189078626986E+00    0.150658428668975830E+01    0.226179540157318115E+01   -0.313951134681701660E+01    0.375551700592041016E+01    0.284859140324592586E+00    0.465807009144846624-309
    0.592226296663284302E+04    0.140511909205825547E+01    0.533370764553546906E+02    0.749429603341595085E-01    0.271335959603263011E-01    0.272319889068603516E+01    0.120035326480865479E+01   -0.402341365814208984E+01    0.473861336708068848E+01    0.340295453596115127E+00    0.465807009145241876-309
    0.531004309654235840E+04    0.140353509535410481E+00    0.556255584061145782E+02    0.246893196641217533E+00    0.462431166845682806E+00   -0.166731083393096924E+01    0.229813027381896973E+01   -0.209706723690032959E+01   -0.846142292022705078E+01    0.286913059902191181E+00   -0.673115580226109876E-06
    0.429301714897155762E+04    0.131960816962043648E+01    0.517916212975978851E+02    0.259525615190250691E+00    0.535112401213686972E+00   -0.787357807159423828E+00    0.126225149631500244E+01   -0.807989656925201416E+01    0.166774630546569824E+01    0.421552484750747705E-01    0.465807009146032381-309
    0.351074874401092529E+04    0.320363916797965331E+00    0.498363052904605865E+02    0.508148144847986871E-01    0.792246211663288763E-01   -0.163105130195617676E+00    0.256327092647552490E+01   -0.940725386142730713E+01   -0.991839885711669922E+01    0.367266893219947821E+00    0.000000000000000000E+00
    0.659079253673553467E+04    0.137382501403346313E+01    0.530796070098876953E+02    0.214041346492651774E+00    0.937836006165470693E+00   -0.907880902290344238E+00    0.281956493854522705E+01   -0.698050856590270996E+01   -0.491991281509399414E+01    0.245224029779434229E-01    0.000000000000000000E+00
    0.540654855966567993E+04    0.706408715213141192E+00    0.551005746126174927E+02    0.193580935224872491E+00    0.365523728204743215E+00    0.291405916213989258E-01    0.288357222080230713E+01   -0.412049651145935059E+01   -0.508933424949645996E+01    0.178905330634117121E+00    0.000000000000000000E+00
    0.158392852544784546E+04    0.898586923632896162E+00    0.523765634000301361E+02    0.261027029471134375E+00    0.782975102924396538E+00   -0.229607105255126953E+00    0.139939498901367188E+01   -0.290306091308593750E+01   -0.493779301643371582E+01    0.531801439762115469E+00    0.465807009143660866-309
    0.442939043045043945E+04    0.138423916655331292E+01    0.527868573963642120E+02    0.223459277591094241E+00    0.351412958765985384E+00    0.423514723777770996E+00    0.211120581626892090E+01   -0.377789974212646484E+01    0.167478322982788086E+01    0.228524030399322509E+00    0.465807009144056119-309
    0.611657315492630005E+04    0.122607579906205166E+01    0.499635532498359680E+02    0.236210726957286316E+00    0.131979740960250946E+00   -0.723691105842590332E+00    0.242016589641571045E+01   -0.661483228206634521E+01    0.579635739326477051E+01    0.297507048869132984E+00    0.465807009144451371-309
    0.273508095741271973E+04    0.107701343742510103E+01    0.544421463012695312E+02    0.190280264344396016E+00    0.916151393840041628E+00   -0.294730782508850098E+01    0.209150421619415283E+01   -0.934494793415069580E+01    0.433686375617980957E+01    0.403868257999420166E+00    0.465807009144846624-309
    0.545622968673706055E+04    0.153741772692724821E+01    0.551112068593502045E+02    0.174911338544089884E+00    0.297007011991350434E+00   -0.120815455913543701E+01    0.293053233623504639E+01   -0.941818296909332275E+01   -0.562787532806396484E+01    0.524834571576118458E+00    0.000000000000000000E+00
    0.477634471654891968E+04    0.133124409019814927E+01    0.505858013927936554E+02    0.235448074603087865E+00    0.892977835196879122E+00   -0.176685154438018799E+01    0.103061485290527344E+01   -0.359650313854217529E+01    0.713396549224853516E+01    0.222120547771453881E-01    0.465807009145637129-309
    0.106766504049301147E+04    0.107653087660405666E+01    0.509610472917556763E+02    0.128673483683269113E+00    0.423877166311094122E+00   -0.732561707496643066E+00    0.231878829002380371E+01   -0.394962191581726074E+01   -0.213474631309509277E+01    0.502193725562095628E+00   -0.106244242950061386-254
    0.315717631578445435E+04    0.631508630559442730E+00    0.521434404551982880E+02    0.208479932726969241E+00    0.934781901349746258E+00    0.103552544116973877E+01    0.228459727764129639E+01   -0.209590375423431396E+01    0.907466173171997070E+01    0.402529957151412987E+00    0.465807009146427634-309
    0.533298003673553467E+04    0.143703732076798474E+01    0.554986343383789062E+02    0.195233853203160002E+00    0.777556360732033824E+00   -0.136684763431549072E+01    0.298877489566802979E+01   -0.704343438148498535E+01   -0.971339702606201172E+01    0.248160267162323006E+00    0.000000000000000000E+00
    0.476527094841003418E+03    0.647645583549126380E+00    0.527996425926685333E+02    0.193819152903785485E+00    0.627980781554493106E+00    0.116493415832519531E+01    0.236089289188385010E+01   -0.456919550895690918E+01   -0.454814314842224121E+01    0.495864585399627689E+00   -0.101149780491861351E-47
    0.330519205331802368E+04    0.415917112242232101E+00    0.510146916508674622E+02    0.226193444173440394E+00    0.702797080490792259E+00   -0.149347829818725586E+01    0.121926701068878174E+01   -0.131971776485443115E+01   -0.132118821144104004E+01    0.467706771039962776E+00    0.465807009143660866-309
    0.651048570871353149E+04    0.131186011243861733E+01    0.531415745317935944E+02    0.163488109562655803E+00    0.108136470123744541E+00    0.775634765625000000E+00    0.292185866832733154E+01   -0.719926893711090088E+01   -0.403561353683471680E+01    0.160678871297836312E+00    0.000000000000000000E+00
    0.253981155157089233E+04    0.251673726187241042E+00    0.508821397721767426E+02    0.219227176522335560E+00    0.668192911956846380E+00    0.212128901481628418E+01    0.245925986766815186E+01   -0.457951605319976807E+01    0.639621496200561523E+01    0.527944058632850655E+00    0.465807009144451371-309
    0.207623159885406494E+04    0.481677405688035853E+00    0.524925743341445923E+02    0.123090067629674407E+00    0.434768954214921829E-01    0.271131420135498047E+01    0.288673341274261475E+01   -0.976814985275268555E+01    0.931841969490051270E+01    0.499799140763282801E+00    0.465807009144846624-309
    0.102844059467315674E+04    0.897287049485133048E+00    0.534854037165641785E+02    0.195105522128131807E-01    0.160162611987095457E-01   -0.308286309242248535E+00    0.105920326709747314E+01   -0.435414314270019531E+00   -0.821372985839843750E+01    0.415386290717124962E+00    0.465807009145241876-309
    0.240592497587203979E+04    0.476610445926216875E+00    0.526962452232837677E+02    0.212825571843138550E+00    0.103762153131883728E+01   -0.297566485404968262E+01    0.227724468708038330E+01   -0.127700209617614746E+01   -0.625692605972290039E+01    0.279318494296073916E+00   -0.817335458060142000E-26
    0.366015845537185669E+04    0.678951056505473383E+00    0.514589985311031342E+02    0.205444069524414519E+00    0.619018734740699128E+00   -0.133992719650268555E+01    0.186168634891510010E+01   -0.130698263645172119E+01    0.952349424362182617E+01    0.986919598817825316E-01    0.465807009146032381-309
    0.206125128269195557E+04    0.112416578496151098E+01    0.496184006035327911E+02    0.217683677014147481E+00    0.860266050676894711E-01    0.125766098499298096E+01    0.175418090820312500E+01   -0.492917180061340332E+01    0.693930745124816895E+01    0.439566970825195358E-01    0.465807009146427634-309
    0.200433993339538574E+04    0.116360390728776131E+01    0.545043706893920898E+02    0.218397409387775215E+00    0.152415278719567809E+00   -0.173854279518127441E+01    0.161361956596374512E+01   -0.210373163223266602E+01    0.349961996078491211E+01    0.410885313320159928E+00    0.465807009146822886-309
    0.269554150104522705E+04    0.920420043226210405E+00    0.527650009095668793E+02    0.260220232100976001E+00    0.447694408909134201E+00   -0.196801614761352539E+01    0.288449299335479736E+01   -0.370562791824340820E+01   -0.623732805252075195E+01    0.524429287433624269E+00    0.000000000000000000E+00
    0.672041416168212891E+03    0.127305437436085889E+01    0.525422231256961823E+02    0.251992531151825294E+00    0.111742925992821740E+01    0.222323191165924072E+01    0.167597615718841553E+01   -0.937478542327880859E+00    0.786214709281921387E+01    0.374546279525756864E+00    0.465807009143660866-309
    0.413343948125839233E+04    0.572914287150765755E+00    0.498229203522205353E+02    0.594965583923753802E-01    0.187177770099724305E+00    0.574878215789794922E+00    0.206222105026245117E+01   -0.631246805191040039E+01    0.157186508178710938E+01    0.633265428543090814E-01    0.465807009144056119-309
    0.162263643741607666E+04    0.585992066030499026E+00    0.530596450567245483E+02    0.100025646576340083E+00    0.168028008595292294E+00    0.777268052101135254E+00    0.114775991439819336E+01   -0.863295853137969971E+01    0.414765238761901855E+01    0.837484078645706204E-01    0.465807009144451371-309
    0.593288445472717285E+04    0.109303649053668894E+01    0.552853222489356995E+02    0.244321503691312225E+00    0.428683027751656287E+00   -0.371405124664306641E+00    0.246949434280395508E+01   -0.786024808883666992E+01    0.788061141967773438E+01    0.180531584858894367E+00    0.465807009144846624-309
    0.282580900192260742E+04    0.133561858807762390E+01    0.509241476655006409E+02    0.195186353228404913E+00    0.614867324332077914E+00    0.194185495376586914E+00    0.103625917434692383E+01   -0.733215034008026123E+01   -0.515859246253967285E+01    0.427482993721961968E+00    0.465807009145241876-309
    0.353067576885223389E+04    0.516460231377623646E+00    0.521772328913211823E+02    0.180918805784928166E+00    0.853446745825475528E+00    0.173420011997222900E+01    0.113554906845092773E+01   -0.991962552070617676E+01    0.659994840621948242E+01    0.238742247033119220E+00    0.465807009145637129-309
    0.690105080604553223E+03    0.801589764028879936E+00    0.545601652860641479E+02    0.202969280268079866E+00    0.239289861326068332E+00    0.241852211952209473E+01    0.221266615390777588E+01   -0.209638953208923340E+01   -0.101044535636901855E+01    0.345907678556442277E+00   -0.364373498444206888E-77
    0.468715584278106689E+04    0.123844518758074762E+01    0.559639670550823212E+02    0.921195379332759579E-01    0.134612618995903544E+00   -0.158669972419738770E+01    0.205521988868713379E+01   -0.246710419654846191E+01   -0.137819051742553711E+00    0.206938820099830639E+00    0.000000000000000000E+00
    0.508475756645202637E+04    0.926726662154015224E+00    0.536550869047641754E+02    0.237788072538156287E+00    0.101540352735836281E+01   -0.125574517250061035E+01    0.101314675807952881E+01   -0.300316751003265381E+01   -0.750653505325317383E+01    0.555761958360671993E+00    0.465807009146822886-309
    0.169837039709091187E+04    0.130649800591656562E+01    0.551286055743694305E+02    0.251163481822402501E+00    0.238406305619569492E+00    0.153551244735717773E+01    0.156272220611572266E+01   -0.412099003791809082E+01    0.555555224418640137E+01    0.362587787318229715E+00    0.465807009147218139-309
    0.218168377876281738E+03    0.117989492366927884E+01    0.540319216549396515E+02    0.203310986722477632E+00    0.469389788311626699E+00    0.735430955886840820E+00    0.134784173965454102E+01   -0.799367666244506836E+01   -0.870675325393676758E+01    0.176440019845962547E-01    0.465807009143660866-309
    0.348103469610214233E+04    0.129818965349675630E+01    0.508452847003936768E+02    0.159046378184810461E+00    0.605630576613031435E+00   -0.134831178188323975E+01    0.141637969017028809E+01   -0.261291444301605225E+01   -0.576295971870422363E+01    0.332875570607185367E+00    0.465807009144056119-309
    0.598491042852401733E+04    0.149554126738706872E+01    0.505859974324703217E+02    0.221370917170119252E+00    0.245686909503087747E+00    0.189052355289459229E+01    0.126453292369842529E+01   -0.544756114482879639E+01   -0.903255224227905273E+01    0.136723879766464246E+00    0.465807009144451371-309
    0.328788816928863525E+03    0.118066055033057804E+01    0.526525826156139374E+02    0.192698627875134643E+00    0.643543514741940631E-01   -0.206283938884735107E+01    0.130496370792388916E+01   -0.541325867176055908E+01   -0.295587778091430664E+00    0.507915502452850331E+00    0.465807009144846624-309
    0.387715148925781250E+04    0.143500538953653600E+01    0.498660789132118225E+02    0.230602796297797952E+00    0.677267123625614031E+00   -0.289350306987762451E+01    0.119142591953277588E+01   -0.133372664451599121E+01   -0.879506230354309082E+01    0.807343821287155178E-01    0.465807009145241876-309
    0.572532755136489868E+04    0.977913883082498714E+00    0.525800254642963409E+02    0.146294367058075941E+00    0.436544398409298984E+00    0.745010375976562500E-02    0.103383159637451172E+01   -0.586346089839935303E+01   -0.715055108070373535E+01    0.552915245819091794E+00    0.465807009145637129-309
    0.732371151447296143E+03    0.129398619498515188E+01    0.520022802650928497E+02    0.183287453507660958E+00    0.238969376936607109E+00    0.639289855957031250E+00    0.118787586688995361E+01   -0.602437853813171387E+01    0.710037350654602051E+01    0.178319188570976256E+00    0.465807009146032381-309
    0.228636366128921509E+04    0.784749245626767955E+00    0.554651781916618347E+02    0.154375464110109689E+00    0.122573341557387985E+00   -0.294966173171997070E+01    0.170705902576446533E+01   -0.170290052890777588E+01   -0.870012164115905762E+01    0.291951118111610397E+00    0.465807009146427634-309
    0.413961952924728394E+04    0.879738300689766883E+00    0.557426975369453430E+02    0.246472906128716390E+00    0.615412981072299914E+00   -0.208686625957489014E+01    0.112953984737396240E+01   -0.404465198516845703E-01    0.690675377845764160E+01    0.480228580570220942E+00    0.465807009146822886-309
    0.357060033082962036E+04    0.984866938879321863E+00    0.544759856164455414E+02    0.221021845410831724E+00    0.110129952309993540E+01    0.119951856136322021E+01    0.165234899520874023E+01   -0.205298960208892822E+01   -0.849156737327575684E+01    0.383744684028625493E+00    0.465807009147218139-309
    0.601080888509750366E+04    0.518960681040344762E+00    0.514351041615009308E+02    0.252969963286749422E+00    0.515130672345903484E+00    0.115351760387420654E+01    0.118196988105773926E+01   -0.592070817947387695E-01   -0.570190072059631348E+01    0.818462438106536960E-01    0.465807009143660866-309
    0.356879454851150513E+04    0.697574226245645690E+00    0.539986789822578430E+02    0.933342514795423434E-01    0.341315313015651767E+00   -0.119433903694152832E+01    0.112635624408721924E+01   -0.916018903255462646E+01   -0.997773408889770508E+01    0.237599065303802509E+00    0.465807009144056119-309
    0.507625770568847656E+04    0.147328687059988095E+01    0.517505296766757965E+02    0.115688654020612833E+00    0.473991917928797746E+00   -0.152321112155914307E+01    0.288170695304870605E+01   -0.470533251762390137E+01   -0.853767275810241699E+01    0.234336185073852538E+00    0.000000000000000000E+00
    0.559845006465911865E+04    0.121439750034677085E+01    0.510356756448745728E+02    0.251897983731640962E+00    0.573156135922227250E+00    0.368404626846313477E+00    0.208611869812011719E+01   -0.862799406051635742E+01   -0.848307490348815918E+01    0.178045257568359393E-01    0.000000000000000000E+00
    0.147272229194641113E+03    0.144811491416365012E+00    0.547853153049945831E+02    0.228250502048633924E+00    0.128500383413900465E+00    0.266298794746398926E+01    0.159607505798339844E+01   -0.434471547603607178E+01   -0.971354484558105469E+01    0.540027558088302662E-01    0.465807009145241876-309
    0.609857207536697388E+04    0.120197674854375425E+01    0.555084959864616394E+02    0.193860036587707396E+00    0.230255066522028484E+00   -0.571059107780456543E+00    0.108832335472106934E+01   -0.390675008296966553E+01    0.320912122726440430E+01    0.209692357206344604E+00    0.465807009145637129-309
    0.428970724344253540E+04    0.943036373529988259E+00    0.528328395485877991E+02    0.227338577434741951E+00    0.546348361076515410E+00    0.297898936271667480E+01    0.195786762237548828E+01   -0.395721197128295898E-01   -0.740143656730651855E+01    0.445902286291122441E-01    0.465807009146032381-309
    0.105494320392608643E+03    0.139273258676587885E+01    0.545033389627933502E+02    0.251631007033847054E+00    0.332510465526983434E+00    0.389020442962646484E-01    0.212470209598541260E+01   -0.262481510639190674E+01    0.480366706848144531E+01    0.197433458662033101E+00    0.465807009146427634-309
    0.680890375375747681E+04    0.534422145861878528E+00    0.507883901894092560E+02    0.146295709041594002E+00    0.425778913000762899E-01   -0.697171211242675781E+00    0.116082000732421875E+01   -0.793617844581604004E+01    0.434164881706237793E+01    0.180695929813385003E+00    0.465807009146822886-309
    0.129126369953155518E+03    0.148412665944039213E+01    0.543925707340240479E+02    0.197324070554816905E+00    0.171660258635943141E+00    0.181073462963104248E+01    0.127933168411254883E+01   -0.503136813640594482E+01    0.538888692855834961E+01    0.154033562421798716E-01    0.465807009147218139-309
    0.613399803638458252E+03    0.156320309892061826E+01    0.503436052203178406E+02    0.197320824827238367E+00    0.939194062276816011E+00   -0.106048393249511719E+01    0.285686969757080078E+01   -0.557035207748413086E+01    0.393014788627624512E+01    0.431101482725143426E+00    0.465807009143660866-309
    0.617124062776565552E+04    0.745753881834206656E+00    0.518281896710395813E+02    0.231609159100657658E+00    0.918214833939175690E+00    0.288789510726928711E+01    0.153317844867706299E+01   -0.759366154670715332E+00   -0.243109107017517090E+01    0.384845900988578793E+00    0.465807009144056119-309
    0.214781701564788818E+03    0.102515795569261825E+01    0.498053689897060394E+02    0.107911765906769097E+00    0.466662440878087337E+00    0.224752128124237061E+01    0.191039347648620605E+01   -0.712952256202697754E+01   -0.516977548599243164E+01    0.144093200325965898E+00    0.465807009144451371-309
    0.360594451427459717E+03    0.938404665570776397E+00    0.512145203948020935E+02    0.259879305869553823E+00    0.127150088960716534E+01    0.141520392894744873E+01    0.295946335792541504E+01   -0.961852550506591797E+01   -0.112311363220214844E+01    0.280302755784988422E+00    0.000000000000000000E+00
    0.441457617282867432E+04    0.652515684354763481E+00    0.553038100302219391E+02    0.258034718315078182E+00    0.978324710008217878E-02    0.126889014244079590E+01    0.124499499797821045E+01   -0.509114325046539307E+01   -0.511186361312866211E+01    0.276336232137680049E+00    0.465807009145241876-309
    0.573956769704818726E+04    0.342602883773902522E+00    0.503044352531433105E+02    0.219955218185335977E+00    0.622561196721316823E+00   -0.296014666557312012E+00    0.227794134616851807E+01   -0.966019093990325928E+01    0.960460424423217773E+01    0.241004386925697339E+00    0.465807009145637129-309
    0.481772959232330322E+03    0.142373463445371873E+01    0.542494253516197205E+02    0.107650531650075640E+00    0.450385054653900940E+00   -0.220982229709625244E+01    0.133082771301269531E+01   -0.869304418563842773E+01    0.584660768508911133E+00    0.343193513274192841E+00    0.465807009146032381-309
    0.505089330673217773E+04    0.439281166303509107E+00    0.553852284848690033E+02    0.206796617261552018E+00    0.321065156235339599E+00   -0.512934207916259766E+00    0.257018017768859863E+01   -0.691184163093566895E+01    0.406578540802001953E+01    0.374008448123931900E-01    0.465807009146427634-309
    0.634259968996047974E+04    0.921338818387728131E+00    0.549645932018756866E+02    0.198078624194528513E+00    0.752995253549048060E+00   -0.257442498207092285E+01    0.243722879886627197E+01   -0.424954891204833984E+01   -0.649646759033203125E+01    0.138591175532341015E+00    0.000000000000000000E+00
    0.444675564765930176E+04    0.644253716729327963E+00    0.548827625215053558E+02    0.248010756822561074E+00    0.963231140500463767E+00   -0.162934899330139160E+00    0.201729834079742432E+01   -0.193058848381042480E+01    0.321910381317138672E+00    0.104609060597419742E+00    0.465807009147218139-309
    0.112025636434555054E+04    0.868104297191702012E+00    0.545563700199127197E+02    0.197233174578158449E+00    0.779615119493314190E+00   -0.555785179138183594E+00    0.298612439632415771E+01   -0.253499865531921387E+01   -0.558657407760620117E+01    0.524133145809173584E-01   -0.533735646847347825E-92
    0.731696903705596924E+03    0.345697620715536447E+00    0.508310350179672241E+02    0.218050475439440866E+00    0.608046053318760271E+00   -0.230192506313323975E+01    0.161136448383331299E+01   -0.216284871101379395E+01   -0.554864048957824707E+01    0.235333581876754766E+00    0.465807009144056119-309
    0.761942088603973389E+03    0.112495200990700561E+01    0.506533982753753662E+02    0.502400242186674256E-01    0.807399702295569788E-01   -0.133710122108459473E+01    0.289982318878173828E+01   -0.648271024227142334E+01    0.676536560058593750E-01    0.511113729643821735E+00    0.465807009144451371-309
    0.680172735452651978E+04    0.493208645044418081E+00    0.524564116001129150E+02    0.170698867885397537E+00    0.627086365144173818E+00    0.619474411010742188E+00    0.183667600154876709E+01   -0.259453356266021729E+01    0.425755739212036133E+01    0.177626326346397412E+00    0.465807009144846624-309
    0.304817932844161987E+04    0.636430378267014318E+00    0.519342169165611267E+02    0.188157012351951813E+00    0.735834686125391046E+00    0.174111163616180420E+01    0.120571601390838623E+01   -0.614560842514038086E+00    0.828619956970214844E+01    0.442368477416038519E+00    0.465807009145241876-309
    0.477215319871902466E+04    0.133520956765092258E+01    0.528321720063686371E+02    0.217741413514342563E+00    0.103023157138305765E+01   -0.886358499526977539E+00    0.151152086257934570E+01   -0.193066895008087158E+01    0.870662927627563477E+00    0.644692810535430899E-01    0.465807009145637129-309
    0.479152613878250122E+04    0.118901543310097790E+01    0.557140943408012390E+02    0.195545723930970472E+00    0.319130359300424049E+00    0.154845035076141357E+01    0.157519376277923584E+01   -0.804257392883300781E-01   -0.292471051216125488E+01    0.104624208855628967E+00    0.465807009146032381-309
    0.213311791419982910E+03    0.796627770275550318E+00    0.551958591938018799E+02    0.539730790677669728E-01    0.185490335056995859E+00   -0.861718654632568359E+00    0.252266097068786621E+01   -0.666631042957305908E+01   -0.677583217620849609E+01    0.458687313866615320E+00    0.000000000000000000E+00
    0.572385680675506592E+04    0.126493226954509619E+01    0.525151634514331818E+02    0.250684534146595084E+00    0.510029512113532757E+00   -0.181138014793395996E+01    0.174266982078552246E+01   -0.181144058704376221E+01   -0.733611106872558594E+01    0.395440538191795365E+00    0.465807009146822886-309
    0.389431309700012207E+04    0.109031055341552752E+01    0.501275853812694550E+02    0.256626369030725110E+00    0.601082095127663196E+00   -0.311697363853454590E+00    0.291437208652496338E+01   -0.311984419822692871E+00   -0.674849271774291992E+01    0.388318707418441766E+00   -0.745991741634003614-210
    0.294349193572998047E+04    0.856902096510271161E+00    0.529882009923458099E+02    0.203649057337809081E+00    0.350361904791082757E+00    0.141370904445648193E+01    0.276174831390380859E+01   -0.206907093524932861E+01   -0.666407346725463867E+00    0.404539830780029308E+00   -0.101235690741522168-108
    0.107495409250259399E+04    0.106292452773182267E+01    0.527615008652210236E+02    0.198922575782785438E+00    0.738571770741666023E+00   -0.107442569732666016E+01    0.101552772521972656E+01   -0.359153270721435547E+01   -0.291603803634643555E+01    0.365447908115386966E+00    0.465807009144056119-309
