,jd,mag,mag_unc,filter,limmag,programid
0,44272.47183926852,17.49822263864391,0.1,g,inf,0.0
1,44272.47183926852,17.214932455045552,0.1,r,inf,0.0
2,44272.571839268516,18.94958724408482,0.1,g,inf,0.0
3,44272.571839268516,18.792195719433224,0.1,r,inf,0.0
4,44272.671839268514,19.871260160843942,0.1,g,inf,0.0
5,44272.671839268514,19.55549195067103,0.1,r,inf,0.0
6,44272.77183926851,19.912495544018373,0.1,g,inf,0.0
7,44272.77183926851,20.066880548705583,0.1,r,inf,0.0
8,44272.87183926852,20.5842150478579,0.1,g,inf,0.0
9,44272.87183926852,20.192496642542885,0.1,r,inf,0.0
10,44272.97183926852,20.768058380520557,0.1,g,inf,0.0
11,44272.97183926852,20.441463357216385,0.1,r,inf,0.0
12,44273.071839268516,20.943459103864456,0.1,g,inf,0.0
13,44273.071839268516,20.83970658730642,0.1,r,inf,0.0
14,44273.171839268514,21.164110852954284,0.1,g,inf,0.0
15,44273.171839268514,20.99878473382559,0.1,r,inf,0.0
16,44273.27183926851,21.15407856696666,0.1,r,inf,0.0
17,44273.27183926851,21.116120762696415,0.1,g,inf,0.0
18,44273.37183926852,21.433368398187692,0.1,g,inf,0.0
19,44273.37183926852,21.304130715355726,0.1,r,inf,0.0
20,44273.47183926852,21.329139326578762,0.1,r,inf,0.0
21,44273.47183926852,21.618702960325706,0.1,g,inf,0.0
22,44273.571839268516,21.847306071314875,0.1,g,inf,0.0
23,44273.571839268516,21.53689216129075,0.1,r,inf,0.0
24,44273.671839268514,21.649958321924068,0.1,r,inf,0.0
25,44273.671839268514,21.75467398074714,0.1,g,inf,0.0
26,44273.77183926851,21.825321239640747,0.1,g,inf,0.0
27,44273.77183926851,21.648885473645954,0.1,r,inf,0.0
28,44273.87183926852,21.997765234291826,0.1,r,inf,0.0
29,44273.87183926852,21.946862078088415,0.1,g,inf,0.0
30,44273.97183926852,22.173699560355683,0.1,g,inf,0.0
31,44273.97183926852,21.943692627079947,0.1,r,inf,0.0
32,44274.071839268516,21.858539756086344,0.1,r,inf,0.0
33,44274.071839268516,22.196395240866234,0.1,g,inf,0.0
34,44274.171839268514,22.12062154232415,0.1,r,inf,0.0
35,44274.171839268514,22.187840187383532,0.1,g,inf,0.0
36,44274.27183926851,22.02845517905763,0.1,r,inf,0.0
37,44274.27183926851,22.36310011979726,0.1,g,inf,0.0
38,44274.37183926852,22.273174765220084,0.1,r,inf,0.0
39,44274.37183926852,22.390024095016038,0.1,g,inf,0.0
40,44274.47183926852,22.540431548306817,0.1,g,inf,0.0
41,44274.47183926852,22.37357657134363,0.1,r,inf,0.0
42,44274.571839268516,22.43610952064357,0.1,g,inf,0.0
