,jd,mag,mag_unc,filter,limmag,programid
43,44274.571839268516,22.23839656184992,0.1,r,inf,0.0
44,44274.671839268514,22.53056567780928,0.1,g,inf,0.0
45,44274.671839268514,22.473819468022015,0.1,r,inf,0.0
46,44274.77183926851,22.581138139593595,0.1,g,inf,0.0
47,44274.77183926851,22.47577700920372,0.1,r,inf,0.0
48,44274.87183926852,22.52685505250262,0.1,g,inf,0.0
49,44274.87183926852,22.569562524529974,0.1,r,inf,0.0
50,44274.97183926852,22.755497288379534,0.1,g,inf,0.0
51,44274.97183926852,22.72971451979198,0.1,r,inf,0.0
52,44275.071839268516,22.801189881282994,0.1,g,inf,0.0
53,44275.071839268516,22.564695503125975,0.1,r,inf,0.0
54,44275.171839268514,22.561098247613458,0.1,r,inf,0.0
55,44275.171839268514,22.822833249149205,0.1,g,inf,0.0
56,44275.27183926851,22.594370215228842,0.1,r,inf,0.0
57,44275.27183926851,22.845712984382416,0.1,g,inf,0.0
58,44275.37183926852,22.77045521691986,0.1,g,inf,0.0
59,44275.37183926852,22.644561223050992,0.1,r,inf,0.0
60,44275.47183926852,22.761252673962264,0.1,r,inf,0.0
61,44275.47183926852,22.91274835225333,0.1,g,inf,0.0
62,44275.571839268516,22.84507724558069,0.1,r,inf,0.0
63,44275.571839268516,22.962540636109143,0.1,g,inf,0.0
64,44275.671839268514,22.878521722443363,0.1,r,inf,0.0
65,44275.671839268514,22.95647495525621,0.1,g,inf,0.0
66,44275.77183926851,22.973461561825303,0.1,r,inf,0.0
67,44275.77183926851,23.060464705428316,0.1,g,inf,0.0
68,44275.87183926852,22.931255112394574,0.1,r,inf,0.0
69,44275.87183926852,23.15621004856566,0.1,g,inf,0.0
70,44275.97183926852,23.111654064399062,0.1,r,inf,0.0
71,44275.97183926852,23.34076928648181,0.1,g,inf,0.0
72,44276.071839268516,22.976180706836082,0.1,r,inf,0.0
73,44276.071839268516,23.20595421112049,0.1,g,inf,0.0
74,44276.171839268514,23.25059720238613,0.1,g,inf,0.0
75,44276.171839268514,23.31100904029539,0.1,r,inf,0.0
76,44276.27183926851,23.251013834680045,0.1,g,inf,0.0
77,44276.27183926851,23.135175121355736,0.1,r,inf,0.0
78,44276.37183926852,23.0197969784601,0.1,r,inf,0.0
79,44276.37183926852,23.09948565224925,0.1,g,inf,0.0
80,44276.47183926852,23.03132783181811,0.1,r,inf,0.0
81,44276.47183926852,23.32161573375672,0.1,g,inf,0.0
82,44276.571839268516,23.36303526035079,0.1,g,inf,0.0
83,44276.571839268516,23.219409441203588,0.1,r,inf,0.0
84,44276.671839268514,23.633300217126372,0.1,g,inf,0.0
85,44276.671839268514,23.178779687667838,0.1,r,inf,0.0
86,44276.77183926851,23.397703675920887,0.1,g,inf,0.0
87,44276.77183926851,23.302489782130788,0.1,r,inf,0.0
88,44276.87183926852,23.308377261700084,0.1,r,inf,0.0
89,44276.87183926852,23.477058273153517,0.1,g,inf,0.0
90,44276.97183926852,23.47339612847079,0.1,g,inf,0.0
91,44276.97183926852,23.2837343744982,0.1,r,inf,0.0
92,44277.071839268516,23.23429120693761,0.1,r,inf,0.0
93,44277.071839268516,23.38795281465992,0.1,g,inf,0.0
94,44277.171839268514,23.646928880277734,0.1,g,inf,0.0
95,44277.171839268514,23.19531183668022,0.1,r,inf,0.0
96,44277.27183926851,23.32997104434647,0.1,r,inf,0.0
97,44277.27183926851,23.63566588249927,0.1,g,inf,0.0
98,44277.37183926852,23.66740175433926,0.1,g,inf,0.0
99,44277.37183926852,23.488088399389877,0.1,r,inf,0.0
100,44277.47183926852,23.450710571560336,0.1,r,inf,0.0
101,44277.47183926852,23.524212491345263,0.1,g,inf,0.0
102,44277.571839268516,23.33020481881946,0.1,r,inf,0.0
103,44277.571839268516,23.780908167461696,0.1,g,inf,0.0
104,44277.671839268514,23.497574288819127,0.1,r,inf,0.0
105,44277.671839268514,23.525921129632202,0.1,g,inf,0.0
106,44277.77183926851,23.750269444834807,0.1,g,inf,0.0
107,44277.77183926851,23.54426543375024,0.1,r,inf,0.0
108,44277.87183926852,23.442825451700593,0.1,r,inf,0.0
109,44277.87183926852,23.93610679757913,0.1,g,inf,0.0
110,44277.97183926852,23.571017842045446,0.1,r,inf,0.0
111,44277.97183926852,23.64244173861525,0.1,g,inf,0.0
112,44278.071839268516,23.584544259792217,0.1,r,inf,0.0
113,44278.071839268516,23.707943654664767,0.1,g,inf,0.0
114,44278.171839268514,23.79761662063053,0.1,g,inf,0.0
115,44278.171839268514,23.487504414661277,0.1,r,inf,0.0
116,44278.27183926851,23.660658236975895,0.1,r,inf,0.0
117,44278.27183926851,23.760381975206872,0.1,g,inf,0.0
118,44278.37183926852,23.704036010074613,0.1,r,inf,0.0
119,44278.37183926852,23.6787412540086,0.1,g,inf,0.0
120,44278.47183926852,23.779340738252042,0.1,r,inf,0.0
121,44278.47183926852,23.863741951092543,0.1,g,inf,0.0
122,44278.571839268516,23.79765724832275,0.1,r,inf,0.0
123,44278.571839268516,23.771896711424073,0.1,g,inf,0.0
124,44278.671839268514,23.575667334504086,0.1,r,inf,0.0
125,44278.671839268514,23.94664355404074,0.1,g,inf,0.0
126,44278.77183926851,23.640808995488822,0.1,r,inf,0.0
127,44278.77183926851,23.82849911573438,0.1,g,inf,0.0
128,44278.87183926852,23.807252254381734,0.1,r,inf,0.0
129,44278.87183926852,24.09659220784005,0.1,g,inf,0.0
130,44278.97183926852,23.88443066628521,0.1,g,inf,0.0
131,44278.97183926852,23.82828455093263,0.1,r,inf,0.0
132,44279.071839268516,23.84956795265255,0.1,r,inf,0.0
133,44279.071839268516,23.951707072078804,0.1,g,inf,0.0
134,44279.171839268514,24.202846285834877,0.1,r,inf,0.0
135,44279.171839268514,24.0847748981838,0.1,g,inf,0.0
136,44279.27183926851,23.894045113725387,0.1,r,inf,0.0
137,44279.27183926851,23.899719670690097,0.1,g,inf,0.0
138,44279.37183926852,23.969895552560796,0.1,r,inf,0.0
139,44279.37183926852,24.06493502168057,0.1,g,inf,0.0
140,44279.47183926852,24.192286229535064,0.1,g,inf,0.0
141,44279.47183926852,23.971122090778717,0.1,r,inf,0.0
