

    0.128203383670915053E-01    0.260048860441755608E+03    0.767156071054276301E+00
    0.126564253590985588E-01    0.260048622065958682E+03    0.767145723126089418E+00
    0.124931876040588682E-01    0.260048611071331720E+03    0.767135330446349295E+00
    0.124939456976158377E-01    0.260048433493384437E+03    0.766675918792657951E+00
    0.124939547002938245E-01    0.260048432052258477E+03    0.766674056533623971E+00
    0.124939018189107777E-01    0.260048440517391612E+03    0.766587931335013906E+00
    0.124937079805602612E-01    0.260048471546906171E+03    0.766999097805859287E+00
    0.124933580785547248E-01    0.260048527560205969E+03    0.766328049718542514E+00
    0.124946259532480123E-01    0.260048324602705634E+03    0.766444158315210400E+00
    0.124939274915803356E-01    0.260048436407763802E+03    0.767020466400476608E+00
    0.124935123530251491E-01    0.260048502863320323E+03    0.766879306937343186E+00
    0.124945469384652608E-01    0.260048337250548457E+03    0.766763136684030400E+00
    0.124946263067522781E-01    0.260048324546120625E+03    0.766445785365561960E+00
    0.124936972046164000E-01    0.260048473271926241E+03    0.766992708350583863E+00
    0.124936788635891406E-01    0.260048476207973181E+03    0.766983186966105457E+00
    0.124929877112300251E-01    0.260048586851360881E+03    0.767110169968070466E+00
    0.124935044704294427E-01    0.260048504125190959E+03    0.766870760641285898E+00
    0.124937716208813956E-01    0.260048461359352700E+03    0.767044978342194317E+00
    0.124939148998770896E-01    0.260048438423416542E+03    0.767018279873162068E+00
    0.124936990261161097E-01    0.260048472980339284E+03    0.766321651128949455E+00
    0.124936393343041564E-01    0.260048482535868743E+03    0.766962476042367114E+00
    0.124934686279990700E-01    0.260048509862969638E+03    0.766372990561937639E+00
    0.124946132206898656E-01    0.260048326640792197E+03    0.766705440907668678E+00
    0.124933207495558189E-01    0.260048533536029993E+03    0.767062782269304466E+00
    0.124940663604173989E-01    0.260048414178074154E+03    0.766573008143368262E+00
    0.124939534410182015E-01    0.260048432253840076E+03    0.767024421560068115E+00
    0.124945603907427247E-01    0.260048335097245854E+03    0.766756043886287264E+00
    0.124935369812970223E-01    0.260048498920754469E+03    0.766392364449913432E+00
    0.124943984281653091E-01    0.260048361022708150E+03    0.766490086806713600E+00
    0.124936792681003914E-01    0.260048476143218636E+03    0.766983394771834526E+00
    0.124940678722172665E-01    0.260048413936071313E+03    0.766560939426023547E+00
    0.124935377232129798E-01    0.260048498801986511E+03    0.766897334655238572E+00
    0.124945265756535740E-01    0.260048340510022911E+03    0.766430479674359955E+00
    0.124933405624410420E-01    0.260048530364276075E+03    0.767059963190484861E+00
    0.124940646949899987E-01    0.260048414444669106E+03    0.766571492988409209E+00
    0.124934690197051577E-01    0.260048509800263901E+03    0.766373496374783802E+00
    0.124935206645992256E-01    0.260048501532778346E+03    0.766938334040518810E+00
    0.124945156922506226E-01    0.260048342252130965E+03    0.766434496490596362E+00
    0.124936999206837970E-01    0.260048472837136273E+03    0.766320268421597950E+00
    0.124933639559460380E-01    0.260048526619323638E+03    0.766852116356941393E+00
    0.124936360102448005E-01    0.260048483067989082E+03    0.766964269794017772E+00
    0.124935364864148871E-01    0.260048498999976573E+03    0.766399730135399748E+00
    0.124943025452421298E-01    0.260048376370912649E+03    0.766497438790723296E+00
    0.124935067857064337E-01    0.260048503754554076E+03    0.766871542767244341E+00
    0.124933395440322594E-01    0.260048530527308344E+03    0.767082139030434540E+00
    0.124929660864757548E-01    0.260048590313266629E+03    0.766242111465814779E+00
    0.124935850382249993E-01    0.260048491227683144E+03    0.766414541968959639E+00
    0.124941396898034691E-01    0.260048402439834774E+03    0.766518268834810446E+00
    0.124939983948798364E-01    0.260048425057754230E+03    0.766680561496672741E+00
    0.124939215209214569E-01    0.260048437363533765E+03    0.766616644085321819E+00
    0.124935922833971907E-01    0.260048490067860712E+03    0.766910795178594618E+00
    0.124933249217222646E-01    0.260048532868126586E+03    0.766958955340172444E+00
    0.124946427474335858E-01    0.260048321914482017E+03    0.766723334895460629E+00
    0.124938817992254481E-01    0.260048443722107265E+03    0.766522864809330517E+00
    0.124935384071449291E-01    0.260048498692500800E+03    0.766898531429141550E+00
    0.124934501695461945E-01    0.260048512817868243E+03    0.766352986764254562E+00
    0.124942943892073759E-01    0.260048377676473706E+03    0.766506313771894265E+00
    0.124929135117082604E-01    0.260048598729983325E+03    0.767120176279165955E+00
    0.124929002984830589E-01    0.260048600845299688E+03    0.767122785287842612E+00
    0.124936810452731546E-01    0.260048475858727159E+03    0.767000369189865361E+00
    0.124931731833059761E-01    0.260048557159392317E+03    0.766289222091646072E+00
    0.124947911450363890E-01    0.260048298160826221E+03    0.766813465657451787E+00
    0.124932743012060813E-01    0.260048540971752971E+03    0.767070277764845376E+00
    0.124936456702453413E-01    0.260048481521602298E+03    0.766969225004353938E+00
    0.124931745689737042E-01    0.260048556937564342E+03    0.766290757384003207E+00
    0.124928493550084466E-01    0.260048609000904435E+03    0.767131506947246189E+00
    0.124946034369013623E-01    0.260048328206873862E+03    0.766736000781596205E+00
    0.124939568105068132E-01    0.260048431714461060E+03    0.767026179604516911E+00
    0.124945496688836921E-01    0.260048336813490891E+03    0.766761803055475810E+00
    0.124952946856122325E-01    0.260048217562371406E+03    0.766837999152458760E+00
    0.124940596817931047E-01    0.260048415247161813E+03    0.766566432268828035E+00
    0.124941141036316230E-01    0.260048406535546633E+03    0.767040956512643257E+00
    0.124937517530730579E-01    0.260048464539789279E+03    0.766547008202910329E+00
    0.124964175209286623E-01    0.260048037849143611E+03    0.766825509576983255E+00
    0.124935212145806836E-01    0.260048501444735678E+03    0.766884870372760319E+00
    0.124939193424801111E-01    0.260048437712253985E+03    0.766608785508759660E+00
    0.124947913267806944E-01    0.260048298131735010E+03    0.766813044662326249E+00
    0.124943535149964723E-01    0.260048368212049809E+03    0.766474732912280188E+00
    0.124964173095963929E-01    0.260048037882966469E+03    0.766825060377962497E+00
    0.124935338013871383E-01    0.260048499429803314E+03    0.766891429522148615E+00


    0.624993411012651490E-01    0.260048965286331281E+03    0.767956856142707700E+00
    0.624996200309355723E-01    0.260048956360507646E+03    0.767898132755597596E+00
    0.625019069371828412E-01    0.260048883180401674E+03    0.767779145707044641E+00
    0.624997147282278717E-01    0.260048953330178165E+03    0.767851619667757501E+00
    0.625001625239918202E-01    0.260048939000699647E+03    0.767838137414739053E+00
    0.624996845253151939E-01    0.260048954296676015E+03    0.767853642919142043E+00
    0.625001217744757392E-01    0.260048940304681196E+03    0.767840924523446544E+00
    0.624993344997518060E-01    0.260048965497581946E+03    0.767908222751356839E+00
    0.624996670083071901E-01    0.260048954857223180E+03    0.767895672198750101E+00
    0.624996728317408073E-01    0.260048954670872320E+03    0.767854417052572513E+00
    0.624992494108730437E-01    0.260048968220456914E+03    0.767960923332243417E+00
    0.624996498913658258E-01    0.260048955404968297E+03    0.767855958793632332E+00
    0.624992417963449037E-01    0.260048968464124755E+03    0.767964069284436168E+00
    0.625036015386459254E-01    0.260048828955544423E+03    0.767868366366848631E+00
    0.624993329924171878E-01    0.260048965545817168E+03    0.767913705539685409E+00
    0.624996984091593447E-01    0.260048953852390810E+03    0.767894064544903276E+00


    0.249998813117587509E+00    0.260048835915416589E+03    0.767553384192788068E+00
    0.250003200522336044E+00    0.260048800816319954E+03    0.767608241479904918E+00
    0.249999295637702956E+00    0.260048832055241064E+03    0.767596731097733520E+00
    0.249998690722373518E+00    0.260048836894583189E+03    0.767562818801247770E+00


    0.270217119617638347E-02    0.260050251697520480E+03    0.779040960256301762E+00
    0.269485849659729894E-02    0.260050251442335593E+03    0.779043041738962105E+00
    0.268757142137783251E-02    0.260050246845304230E+03    0.779150424778586648E+00
    0.268030333110623898E-02    0.260050242785364560E+03    0.779168329183192232E+00
    0.267305924948779043E-02    0.260050235468247308E+03    0.779191405895231282E+00
    0.266582599444231683E-02    0.260050234717246326E+03    0.779193124385331726E+00
    0.265862861803540683E-02    0.260050221700058614E+03    0.779232960190315738E+00
    0.265144173851373979E-02    0.260050215422646261E+03    0.780154336719695474E+00
    0.264429191898450178E-02    0.260050195809129434E+03    0.780168965149411031E+00
    0.263714434429192799E-02    0.260050189115007413E+03    0.779278227585570860E+00
    0.263001749858737550E-02    0.260050181349448394E+03    0.779296261012414893E+00
    0.262290324437819801E-02    0.260050178668863055E+03    0.779326180470248375E+00
    0.261581217006272206E-02    0.260050172979128092E+03    0.780261413579492635E+00
    0.260873288851312321E-02    0.260050172945850250E+03    0.780261447833184296E+00
    0.260168617530099526E-02    0.260050162604321258E+03    0.780272362201121616E+00
    0.259465720914698337E-02    0.260050153255242435E+03    0.779312383083267002E+00
    0.258763565834930131E-02    0.260050152852361407E+03    0.780286316013294678E+00
    0.258063898054269793E-02    0.260050147898997920E+03    0.780191862600463915E+00
    0.257365990881407202E-02    0.260050143965316238E+03    0.780226815067385004E+00
    0.256669516694607363E-02    0.260050143572619504E+03    0.780227205559469339E+00
    0.255975562879578880E-02    0.260050138213821697E+03    0.779394979009851219E+00
    0.255283006314227902E-02    0.260050136607590105E+03    0.779417181110964474E+00
    0.254592725404534891E-02    0.260050131844123939E+03    0.779384098895605559E+00
    0.253904234507921524E-02    0.260050127683205801E+03    0.779434149740443449E+00
    0.253217394709911222E-02    0.260050125187069511E+03    0.780310521955367209E+00
    0.252532687534977969E-02    0.260050120515820424E+03    0.780316470679810470E+00
    0.251850023309491394E-02    0.260050114323972139E+03    0.780322760799380233E+00
    0.251168554745574701E-02    0.260050113306050264E+03    0.780323966529324897E+00
    0.250490484135215642E-02    0.260050099880422010E+03    0.780336748865244845E+00
    0.249816674819241039E-02    0.260050066994574422E+03    0.779488297200427782E+00
    0.249142028128539845E-02    0.260050055380774666E+03    0.779454403455849709E+00
    0.248468709695368831E-02    0.260050047740679474E+03    0.779497487217430618E+00
    0.247803631417662686E-02    0.260049988280820116E+03    0.779687390215456855E+00
    0.247133009581362384E-02    0.260049988090021543E+03    0.779687780707541300E+00
    0.246464187536642176E-02    0.260049988021655167E+03    0.779689881600626800E+00
    0.245797458412176520E-02    0.260049985651628504E+03    0.779660696313583590E+00
    0.245132777256942044E-02    0.260049981287993205E+03    0.779702460697976552E+00
    0.244476194203611724E-02    0.260049925379347144E+03    0.779586076929986049E+00
    0.243814665786396467E-02    0.260049924462600529E+03    0.779588411157711492E+00
    0.243156292047383513E-02    0.260049912321373540E+03    0.779721376978586123E+00
    0.242498746956896832E-02    0.260049908008301770E+03    0.779614901411477601E+00
    0.241842564770828987E-02    0.260049907129146959E+03    0.779574211157769814E+00
    0.241188056440662683E-02    0.260049907093487604E+03    0.779617167864072647E+00
    0.240536744505741437E-02    0.260049895208685939E+03    0.779625010817662112E+00
    0.239886080656632767E-02    0.260049892584406393E+03    0.779633437225798698E+00
    0.239237356133976432E-02    0.260049888461627916E+03    0.780408940803896778E+00
    0.238589937423198386E-02    0.260049888098731572E+03    0.779744070940757150E+00
    0.237944334180609229E-02    0.260049887202615196E+03    0.780406569306647535E+00
    0.237301384471140173E-02    0.260049878665669837E+03    0.780474205445416569E+00
    0.236659913946914982E-02    0.260049872310166052E+03    0.780444702799729551E+00
    0.236021272183146742E-02    0.260049856677982859E+03    0.781922678801829418E+00
    0.235382514986312661E-02    0.260049856670079407E+03    0.781922798689750120E+00
    0.234746821525192231E-02    0.260049845287911694E+03    0.780349834057490477E+00
    0.234111743150570983E-02    0.260049843317635464E+03    0.780352826496602314E+00
    0.233478330435885062E-02    0.260049841796786382E+03    0.779755164085424224E+00
    0.232846768346375811E-02    0.260049839100367365E+03    0.779837044594110185E+00
    0.232216723131176660E-02    0.260049838053353540E+03    0.779840990619383945E+00
    0.231588483860689729E-02    0.260049836132845655E+03    0.779844497055615316E+00
    0.230961921104568457E-02    0.260049834412583436E+03    0.779766754877132429E+00
