    0.502032560110092163E+04    0.497615814208984375E+00    0.748754080728847748E+00    0.957241612672805786E+02    0.622684315906868013E+00    0.110855437962525838E+01    0.984613537788391113E+01    0.552298921346664429E+01   -0.113348606228828430E+02   -0.540137708187103271E+01    0.310029677224159250E+00   -0.296521886756570384E+05   -0.554517490134936253E+01    1
    0.666319990158081055E+04    0.830100119113922119E+00    0.215755248443525255E+00    0.956261774897575378E+02    0.137156298820092593E+01    0.727860963359260649E+00    0.140742874145507812E+02    0.268592447042465210E+01   -0.134229987859725952E+02   -0.882813245058059692E+01    0.133824557733535771E+00   -0.260527362115809738E+05   -0.554908115134934565E+01    1
    0.598125964403152466E+04   -0.166233491897583008E+01    0.634876771333539702E+00    0.968085858821868896E+02    0.333262850146822831E+00    0.827937012339825085E+00   -0.124872922897338867E+01    0.737168622016906738E+01   -0.102549067139625549E+02   -0.785119682550430298E+01    0.332586081933975208E+00   -0.250895218113938608E+05   -0.555298740134934921E+01    1
    0.543458658456802368E+04   -0.497734606266021729E+00    0.970298275301679003E+00    0.897109372615814209E+02    0.116083968035218765E+01    0.104786673283831822E+01   -0.279855251312255859E+01    0.520593655109405518E+01   -0.466886043548583984E+01   -0.977625042200088501E+01    0.518330339384079020E+00   -0.242459997350148078E+05   -0.555689365134935098E+01    1
    0.403103351593017578E+04   -0.174902498722076416E+00    0.979465117260286622E+00    0.897872943878173828E+02    0.360642871731765569E+00    0.145755270432632855E+01   -0.383331298828125000E+01    0.862501221895217896E+01   -0.306661427021026611E+01   -0.589256286621093750E+00    0.423697293877601633E+00   -0.205257710587568472E+05   -0.556079990134934121E+01    1
    0.513254153728485107E+04    0.146093904972076416E+00    0.815031712029262834E+00    0.820100614428520203E+02    0.835238588616927680E+00    0.131554797197923290E+01    0.584931671619415283E+01    0.844656270742416382E+01   -0.246996849775314331E+01   -0.772574722766876221E+01    0.435404611587524443E-01   -0.173533697224185380E+05   -0.556470615134933855E+01    1
    0.560283058881759644E+04    0.549635648727416992E+00    0.468707617302078661E+00    0.834551053047180176E+02    0.148799469537458995E+01    0.513496698181463707E+00   -0.148271441459655762E+01    0.540353274345397949E+01   -0.245993077754974365E+01   -0.137961146235466003E+02    0.576909131526947075E-01   -0.163610780917607553E+05   -0.556861240134934921E+01    1
    0.552323347330093384E+04   -0.179667639732360840E+01    0.126871886778091914E+00    0.821697446107864380E+02    0.655163250682011533E+00    0.131540069709035690E+01   -0.985630273818969727E+01    0.875634390115737915E+01   -0.124360531568527222E+01   -0.228492379188537598E+01    0.352766768932342573E-01   -0.155569142492411011E+05   -0.557251865134935276E+01    1
    0.147975599765777588E+04   -0.554978311061859131E+00    0.926651078880556311E+00    0.888794825077056885E+02    0.141968583056189934E+01    0.118315355811190503E+01   -0.858646810054779053E+01    0.236810362339019775E+01   -0.924626022577285767E+01   -0.137374958395957947E+02    0.404772718191146880E-01   -0.150607757621672645E+05   -0.557642490134935365E+01    1
    0.754283368587493896E+03    0.513082504272460938E+00    0.509665981189694750E+00    0.933596926331520081E+02    0.132626851654437372E+01    0.115924371865111975E+01   -0.287071645259857178E+01    0.436983942985534668E+01   -0.126930516958236694E+02   -0.137502434849739075E+02    0.522195431113243069E+00   -0.139953459877273144E+05   -0.558033115134935453E+01    1
    0.599463111162185669E+04   -0.761414527893066406E+00    0.752045691391862503E+00    0.910422243475914001E+02    0.128821860246986675E+01    0.834899191622537784E+00    0.436104297637939453E+01    0.313275635242462158E+01   -0.131054306030273438E+02   -0.586470186710357666E+01    0.271510488367080693E+00   -0.118555714148766656E+05   -0.558423740134934654E+01    1
    0.330908608436584473E+04   -0.130056929588317871E+01    0.512200746334135038E+00    0.758839480876922607E+02    0.583607971694568461E+00    0.657454578307861470E+00   -0.761899352073669434E+00    0.572888255119323730E+01   -0.761922597885131836E+00   -0.854998826980590820E+01    0.228277700614929219E+00   -0.116390529662901863E+05   -0.558814365134934921E+01    1
    0.310747808218002319E+04   -0.194336462020874023E+01    0.320510571722979754E+00    0.917964014410972595E+02    0.332536119258421470E+00    0.100805607397029440E+01    0.132653474807739258E+01    0.641756331920623779E+01   -0.107289308309555054E+02   -0.735258311033248901E+01    0.133711116385459905E+00   -0.115072551036501773E+05   -0.559204990134934743E+01    1
    0.139788246154785156E+04    0.129081726074218750E+00    0.727424200616053729E+00    0.919782364368438721E+02    0.993952888298859416E+00    0.127944989490942862E+01    0.170111060142517090E+00    0.868196409940719604E+01   -0.116442534327507019E+02   -0.644121319055557251E+01    0.318027104616165179E+00   -0.113894263106530561E+05   -0.559595615134935098E+01    1
    0.290827417373657227E+04   -0.151389950513839722E+01    0.107367647249002829E+01    0.912381919026374817E+02    0.273121047353618696E+00    0.110925292885978077E+01   -0.143869632482528687E+02    0.453640407323837280E+01   -0.966385066509246826E+01   -0.897475808858871460E+01    0.834030685186386150E-01   -0.865526888878046520E+04   -0.559986240134935542E+01    1
    0.624298208951950073E+04    0.348152041435241699E+00    0.375269452689779681E+00    0.735043437480926514E+02    0.809840551852465396E+00    0.946080497513056562E+00    0.220379233360290527E+01    0.787872779369354248E+01   -0.200459271669387817E+01   -0.903546810150146484E-02    0.175221096825599665E+00   -0.795198103489426740E+04   -0.560376865134935365E+01    1
    0.442703056335449219E+04    0.977818310260772705E+00    0.738795645520341160E+00    0.743361466526985168E+02    0.419662557841448625E+00    0.795140776484960732E+00   -0.140973508358001709E+01    0.292585825920104980E+01   -0.844089120626449585E+01   -0.181911438703536987E+01    0.207257922935485839E+00   -0.774452406231930672E+04   -0.560767490134935276E+01    1
    0.391220986843109131E+04    0.737266540527343750E-01    0.844502003974923365E+00    0.732769305109977722E+02    0.601151940688439801E+00    0.880435594819366840E+00   -0.366319835186004639E+01    0.479743719100952148E+01   -0.881731510162353516E+00   -0.110415637493133545E+01    0.385715663480758697E+00   -0.746544313144835542E+04   -0.561158115134934299E+01    1
    0.172903949022293091E+04    0.878816366195678711E+00    0.881919416734536665E+00    0.593428525328636169E+02    0.115844686132167052E+01    0.124640292659912255E+01    0.695546865463256836E+01    0.829352337121963501E+01   -0.215618044137954712E+01   -0.113020697236061096E+02    0.390963716125488303E+00   -0.442302900823391792E+04   -0.561548740134934921E+01    1
    0.126341634988784790E+04   -0.168655276298522949E+01    0.844490204809622336E+00    0.779557163715362549E+02    0.883307689219341219E+00    0.150304734998950318E+01    0.142808550596237183E+02    0.279145115613937378E+01   -0.949983716011047363E+01   -0.138926911354064941E+02    0.193385291361808792E+00   -0.437557762378432744E+04   -0.561939365134935898E+01    1
    0.599583315849304199E+04   -0.439720034599304199E+00    0.129430814242935699E+01    0.162765305042266846E+02    0.769207850057339826E+00    0.128581642076364222E+01   -0.126100963354110718E+02    0.813693171739578247E+01   -0.138819435238838196E+02   -0.103432989120483398E+02    0.473817694401741041E+00   -0.284983213887238526E+04   -0.562329990134935276E+01    1
    0.949009537696838379E+03    0.360984086990356445E+00    0.820283623541703921E+00    0.682821772098541260E+02    0.508967784688323821E+00    0.994642823871731085E+00   -0.101504355669021606E+02    0.453210610151290894E+01   -0.151274174451828003E+01   -0.597948968410491943E+01    0.103057046484947207E+00   -0.282626958218708432E+04   -0.562720615134934388E+01    1
    0.556731408834457397E+04   -0.106822633743286133E+01    0.648190049889519893E+00    0.185144256949424744E+02    0.873881815451007071E+00    0.844758557276120370E+00   -0.121034520864486694E+02    0.982216471433639526E+01   -0.926008880138397217E+01   -0.827924340963363647E+01    0.547893291163444540E+00   -0.279728950288411579E+04   -0.563111240134934210E+01    1
    0.407659947872161865E+03   -0.135149836540222168E+01    0.728316996282151852E+00    0.778088911771774292E+02    0.289307147489658856E+00    0.125185509354376023E+01    0.122920632362365723E+02    0.226452261209487915E+01   -0.141713342070579529E+02   -0.135005030035972595E+02    0.276374819254875170E+00   -0.234434141594758376E+04   -0.563501865134935365E+01    1
    0.584034603834152222E+04   -0.119234770536422729E+01    0.931916910926853581E+00    0.631337065100669861E+02    0.268540545517331530E+00    0.963350795496003109E+00    0.754334986209869385E+01    0.417301410436630249E+01   -0.130277574062347412E+00   -0.989005297422409058E+01    0.211086065196990968E+00   -0.217154951510462024E+04   -0.563892490134935098E+01    1
    0.110654234886169434E+04   -0.140390229225158691E+01    0.351343622142422762E+00    0.272437151670455933E+02    0.145261585905262125E+01    0.114548657747382698E+01   -0.814676284790039062E-02    0.906939417123794556E+01   -0.709949254989624023E+01   -0.942074418067932129E+01    0.421217380714416501E+00   -0.211754306494501316E+04   -0.564283115134934388E+01    1
    0.236552727222442627E+04   -0.164915812015533447E+01    0.146557621452532238E+01    0.152093777060508728E+02    0.138273584362948698E+01    0.100032802781472374E+01   -0.130600833892822266E+02    0.804900193214416504E+01   -0.470129996538162231E+01   -0.756600022315979004E+01    0.531050850391387996E+00   -0.208794789976419952E+04   -0.564673740134935276E+01    1
    0.669520998001098633E+04   -0.173205947875976562E+01    0.129292664595794915E+01    0.190454735755920410E+02    0.188682445712646057E+00    0.394289987554910237E+00   -0.133448624610900879E+02    0.995947182178497314E+01   -0.264316856861114502E+01   -0.465807616710662842E+01    0.127483612847328204E+00   -0.207380717501258141E+04   -0.565064365134934921E+01    1
    0.550263637304306030E+04   -0.163318216800689697E+00    0.103243510876071132E+01    0.189733355641365051E+02    0.938710948210318752E+00    0.101549537520705146E+01   -0.124762040376663208E+02    0.913408637046813965E+01   -0.397918045520782471E+01   -0.633235573768615723E+01    0.257072492408752462E+00   -0.194825680627555948E+04   -0.565454990134934743E+01    1
    0.622413235902786255E+04   -0.228271484375000000E-01    0.749792753969552139E+00    0.436706172823905945E+02    0.446857292074143653E+00    0.214877807940342835E+00    0.134967201948165894E+02    0.925708550214767456E+01   -0.142563539743423462E+02   -0.291952729225158691E+01    0.299616853237152127E-01   -0.185231502761745605E+04   -0.565845615134934654E+01    1
