    0.195408010482788086E+04   -0.174974560737609863E+00    0.120180893693552315E+01    0.625307566523551941E+02    0.142804023972228911E+01    0.806502757962809458E+00    0.144013595581054688E+02    0.248921716213226318E+01   -0.360070288181304932E+01   -0.125629752874374390E+02    0.443942906856536861E-02   -0.324042902586240045E+01
    0.531128629347255446E+04   -0.187004793241423295E+01    0.797619805168943818E+00    0.644359712751604405E+02    0.154891771300424597E+01    0.922925129291491175E+00   -0.761033485893816763E+01    0.296145668351247338E+01   -0.565284944509927989E+01   -0.859102265867622172E+01    0.306472910255501385E+00   -0.244640415076537687E+01
    0.435349647130474932E+04   -0.179035786657196283E+01    0.648283969254676684E+00    0.800252866209476963E+02    0.115575638248491996E+01    0.716595130733687191E+00    0.383327815212870959E+01    0.526374482872379090E+01   -0.114180387842452760E+02   -0.896475923386465112E+01    0.422252098556480160E+00   -0.212511812614496742E+01
    0.502794802188873291E+03    0.590215504169464111E+00    0.142580389877130420E+01    0.451631040573120117E+02    0.137885220574609502E+01    0.987833068949533488E+00    0.325906813144683838E+01    0.906340640783309937E+01   -0.280786067247390747E+01   -0.379905134439468384E+01    0.184341269445419315E+00   -0.192930163584262937E+01
    0.552009046077728271E+04    0.612206220626831055E+00    0.907088053042161335E+00    0.717081928253173828E+02    0.459328188862766218E+00    0.124617541357943473E+01    0.392413794994354248E+01    0.330850434303283691E+01   -0.145780465006828308E+02   -0.760481446981430054E+01    0.157341409778594982E+00   -0.133906151692607422E+01
    0.124836570057246604E+04    0.111492769284748494E+00    0.424246784219466266E+00    0.537722716389795465E+02    0.101439919719794447E+01    0.124674477053280475E+01    0.953694842345798932E+00    0.634982619649387647E+01   -0.329255451299338908E+01   -0.330353969440416328E+01    0.421008093742583522E+00   -0.115946619865955514E+01
    0.380447327965775685E+04   -0.165407932140813596E+01    0.892411813188218717E+00    0.610247549876652400E+02    0.139008776571805170E+01    0.865699133376635066E+00    0.133581665486473185E+02    0.364493027123464941E+01   -0.391398341683966322E+01   -0.107549433225758193E+02    0.351357951556400872E+00   -0.781266645889700406E+00
    0.627929717302322388E+04   -0.337711513042449951E+00    0.826449068263803821E+00    0.570929667949676514E+02    0.504590733795156510E+00    0.126555334349085391E+01    0.990220963954925537E+01    0.282135295867919922E+01   -0.367566615343093872E+01   -0.424875944852828979E+01    0.534060167884826686E+00   -0.758171334061844338E+00
    0.411992591104836902E+04    0.886840261230670279E-01    0.101425769350973294E+01    0.636397358075440280E+02    0.121765706076279634E+01    0.137992721296615950E+01   -0.242887344969491537E+01    0.260249727208441328E+01   -0.100452574898018323E+02   -0.554989365142725255E+01    0.310658072494944849E-01   -0.739998113290065263E+00
    0.664080902520073596E+04   -0.286154505752873600E+00    0.728133960560092830E+00    0.742689992044681446E+02    0.931669931489047309E+00    0.311867465953036771E+00    0.129512934110268070E+02    0.134023162928869621E+01   -0.135198289845427269E+02   -0.894279695478936887E+01    0.272052329043327934E+00    0.464205614851612771-309
    0.459681228437500977E+04    0.260905274083969463E+00    0.449844793174429103E+00    0.429565254905825071E+02    0.107316270634205946E+01    0.609096215236211824E+00    0.733913109899785354E+01    0.164502197101063574E+01   -0.590885145547114377E+01   -0.648453456410867624E+01    0.286337290732373684E+00    0.464205677677553649-309
    0.253481661220957676E+04   -0.585663027876840658E+00    0.750388684790144089E+00    0.426791663818530154E+02    0.676521137778777093E+00    0.851764232432938306E+00    0.125893019708760434E+02    0.126756826778647214E+01   -0.796123025216099034E+01   -0.174368916209941816E+01    0.382679050454777681E+00    0.464205662668471733-309
    0.534988629817962646E+04   -0.177906519174575806E+01    0.915337566226156696E+00    0.941953133940696716E+02    0.147078956161456631E+01    0.740429606482267522E+00    0.765434145927429199E+01    0.189566683769226074E+01   -0.105940818786621094E+02   -0.110192602872848511E+02    0.553489583158493059E+00    0.464205659860242127-309
    0.351670359101216854E+04   -0.135457324446040128E+01    0.991775143126188974E+00    0.675821894636726483E+02    0.114742096132345184E+01    0.114114755006616697E+01    0.140435193391973279E+02    0.156177040309325532E+01   -0.141438697784913838E+02   -0.606997351206349300E+01    0.464086870693666831E+00    0.464205667077355455-309
    0.224503435779060146E+04   -0.129358461483438592E+01    0.349764726353619326E+00    0.449578044878721670E+02    0.930180326559694071E+00    0.743713842466985353E+00    0.528751226503909066E+01    0.185343318911268540E+01   -0.131925588157914788E+02   -0.273349278556290542E+00    0.541378811002868554E+00    0.464205645506212206-309
    0.208992725610733032E+04   -0.321009933948516846E+00    0.986713898595576122E+00    0.983756064176559448E+02    0.205981299856499989E+00    0.408936395670883246E+00    0.146900689601898193E+02    0.188951599597930908E+01   -0.569291532039642334E+01   -0.688075214624404907E+01    0.271050479435920699E+00    0.464205655731948166-309
    0.269214189052581787E+04   -0.762512087821960449E-01    0.404943638304101128E+00    0.730167970061302185E+02    0.295639780457811974E+00    0.107187188433780389E+00    0.102599912881851196E+02    0.108172261714935303E+01   -0.466562837362289429E+01   -0.139378067851066589E+02    0.196171888518333448E+00    0.464205655731948166-309
    0.154210704651088986E+04   -0.396712107547069870E+00    0.764090060534605042E+00    0.635338768287852318E+02    0.540874670568764704E+00    0.320580520794665536E+00    0.149333494151108503E+02    0.161294611180184333E+01   -0.755747373051939331E+01   -0.148371342872038063E+02    0.258190199038634050E+00    0.464205689656708824-309
    0.124362124603213783E+04   -0.146847760647949110E+01    0.608006158529818097E+00    0.461761813715830343E+02    0.721622668046171034E+00    0.736280540295286990E-02   -0.184617804124844120E+01    0.146575097574088353E+01   -0.874501449713079815E+01   -0.748504722600837269E+01    0.249098065248640810E+00    0.464205649997940856-309
    0.737631869512363096E+03   -0.152027207795031893E+01    0.104638277126022960E+01    0.387175791347651383E+02    0.559532577798399822E+00    0.142570450532365389E+00    0.812729691540311805E+01    0.107358995169716143E+01   -0.643481866047034146E+01   -0.832353860112929311E+01    0.302215412786175086E+00    0.464205683374881526-309
    0.150253397226333618E+04   -0.206315636634826660E+00    0.438302594515398714E+00    0.555952636599540710E+02    0.391447760090442187E+00    0.461779243736182843E+00    0.566403865814208984E+01    0.152423560619354248E+01   -0.134683236479759216E+02   -0.606552779674530029E+01    0.643971903562545744E-01    0.464205659862850794-309
    0.810964405536651611E+03   -0.882461726665496826E+00    0.107474075719689366E+01    0.893397849798202515E+02    0.794777879174545371E-01    0.131690247027380941E+00    0.105304223299026489E+02    0.174546903371810913E+01   -0.118242260813713074E+02   -0.351200848817825317E+01    0.157191837787628186E+00    0.464205655731948166-309
    0.155839366311117692E+04   -0.570767710846025178E+00    0.759079576173078641E+00    0.795124694067837794E+02    0.682625144444494847E+00    0.623869892992331532E+00    0.522052799872635731E+01    0.103486459384046281E+01   -0.124210445740918729E+02   -0.431302817012948125E+01    0.314214957193928945E+00    0.464205672350498331-309
    0.669319028038990723E+03   -0.753744503200907356E+00    0.624775039433914658E+00    0.955386228208526660E+02    0.594876189754366957E+00    0.386988111818714897E+00    0.979031113813616116E+01    0.163658776961139463E+01   -0.815730226176126294E+01   -0.626629422271102499E+01    0.348294700969217774E+00    0.464205645506212206-309
    0.572998929023742676E+04   -0.112767124176025391E+01    0.572026451018031956E+00    0.959223888516426086E+02    0.417009830933296521E+00    0.120059491218002434E+01    0.113705295324325562E+02    0.160972189903259277E+01   -0.109741964936256409E+02   -0.833508878946304321E+01    0.374972853112220783E+00    0.464205659860242127-309
    0.651481182899798387E+04   -0.105327145460993443E+01    0.101800215580189435E+01    0.878682891476776291E+02    0.439753008374985432E+00    0.989171058362762645E+00    0.862728419723279671E+01    0.158015125509878618E+01   -0.609348187416879483E+01   -0.796558256622422878E+01    0.435784464067118515E+00    0.464205649399686647-309
    0.404755759239196777E+04   -0.635019540786743164E+00    0.777337729283698931E+00    0.825421832799911499E+02    0.333554497495105573E+00    0.481339933077408633E+00    0.752613186836242676E+01    0.180922138690948486E+01   -0.137225818634033203E+02   -0.807066857814788818E+01    0.518241940426826475E+00    0.464205659859807349-309
    0.688409656286239624E+04    0.318497896194458008E+00    0.469176469816187047E+00    0.817335353493690491E+02    0.152052287782395407E+00    0.152573601565778427E+00    0.100029730796813965E+02    0.171931159496307373E+01   -0.137357139587402344E+02   -0.354041934013366699E+01    0.350564607954025276E+00    0.464205655731948166-309
    0.352794472077691944E+04    0.290375551421869549E+00    0.243697166199739551E+00    0.504829202222899625E+02    0.445551038928697796E+00    0.249463811465616164E+00    0.109547268368522097E+02    0.174621458307169064E+01   -0.133692642443400853E+02   -0.626810617663020153E+01    0.441325576232002359E+00    0.464205665461326015-309
    0.305731630325317383E+04    0.310282111167907715E-01    0.467207009431064746E+00    0.650060847401618958E+02    0.969253307142162512E+00    0.246372257364862846E+00   -0.248680114746093750E+01    0.113308048248291016E+01   -0.130306300520896912E+02   -0.137550213932991028E+02    0.493914315390586889E+00    0.464205655731948166-309
    0.298758715391159058E+04   -0.225897192955017090E+00    0.442734416796305708E+00    0.297971470355987549E+02    0.725223778492782745E+00    0.105214004528464855E+00    0.120750099420547485E+02    0.102228915691375732E+01   -0.110214722156524658E+02   -0.429559350013732910E+00    0.317555836844444273E+00    0.464205659860676905-309
    0.171340434387588084E+04   -0.642881097132790957E+00    0.725454650214569119E+00    0.528019625308601732E+02    0.990742688730578136E+00    0.180054760892519344E+00    0.119255961981418146E+02    0.146573591620262800E+01   -0.103524190534552307E+02   -0.825754118237791701E+01    0.267285642235199294E+00    0.464205590747454243-309
    0.203772329509492465E+04   -0.132007744591039033E+01    0.130395413564248708E+01    0.369343881528765294E+02    0.951383101934191067E+00    0.372561933996406136E+00    0.105403313999921657E+02    0.158186822670639460E+01   -0.126040320499930605E+02   -0.546240801983810975E+01    0.407469106292037808E+00    0.464205661652751815-309
    0.355289884526010246E+04   -0.167396735153590992E+00    0.184126507985080901E+00    0.225605096107227396E+02    0.125554038208273600E+01    0.318443895059405180E+00    0.404723791134507849E+01    0.121030402523148228E+01   -0.143377436854366458E+02   -0.107884151332650617E+02    0.268023270749150000E+00    0.464205665461326015-309
    0.350912404060363770E+04   -0.182303321361541748E+01    0.694633185529080488E+00    0.493858478665351868E+02    0.750048257743415214E+00    0.494979666301331778E+00    0.952427387237548828E+01    0.133928871154785156E+01   -0.238444358110427856E+01   -0.849244505167007446E+01    0.121715572357177740E+00    0.464205659862416016-309
