

    0.625933958141442217E-98    0.442728214204530957E+03    0.237894421815872192E+04   -0.879211604595184326E+00    0.947102173620564591E+00    0.116460254788398743E+02    0.102997700023057592E+01    0.798970672609792931E+00   -0.148442459106445312E+02    0.470531296730041504E+01   -0.325255036354064941E+01   -0.361581444740295410E+01    0.469332649970054638E+00
    0.769138215918108856E-98    0.442312256313308751E+03    0.406815886497497559E+03   -0.162872219085693359E+01    0.141027489724883059E+01    0.392371419668197632E+02    0.707901704913174612E+00    0.100369278621041680E+01   -0.139805728197097778E+02    0.982207190990447998E+01   -0.868437141180038452E+01   -0.912526845932006836E+00    0.136112217664718621E+00
    0.154641054552521053E-96    0.436306337758710868E+03    0.527820408344268799E+03   -0.153765994310379028E+01    0.883100572994274025E+00    0.401932169795036316E+02    0.626734609417850197E+00    0.808036832377452163E+00   -0.849208474159240723E+01    0.801646459102630615E+01   -0.879559278488159180E+01   -0.100423032045364380E+02    0.526860924053192181E+00
    0.528727757648005112E-95    0.429238527304159504E+03    0.527231359481811523E+04   -0.160007315874099731E+01    0.156467739498812852E+01    0.987413122057914734E+02    0.322506821040751179E+00    0.497185231817702744E+00   -0.110188114643096924E+02    0.370362591743469238E+01   -0.583883821964263916E+00   -0.115295380353927612E+01    0.189646981000900272E+00
    0.618836768576655425E-95    0.428919885309094241E+03    0.104511028528213501E+04   -0.282145082950592041E+00    0.136147401657113720E+01    0.442404043078422546E+02    0.493153101897592705E+00    0.246606137004031445E+00   -0.702495217323303223E+01    0.897204661369323730E+01   -0.115233305096626282E+02   -0.246873021125793457E+01    0.490864704895019544E+00
    0.114816195668965536E-94    0.427679826842913315E+03    0.195180743932723999E+04   -0.284660816192626953E+00    0.150637016735177687E+01    0.461128946542739868E+02    0.853834735106786535E+00    0.153430688988052677E+01    0.107787555456161499E+02    0.840939694643020630E+01   -0.110471686720848083E+02   -0.384420990943908691E+01    0.404985203218460099E+00
    0.326439162939386122E-94    0.425586098494518808E+03    0.662383943796157837E+04    0.306482851505279541E+00    0.122866107787993695E+01    0.867415006756782532E+02    0.167573169809431183E+00    0.732636396103774068E+00   -0.138245004415512085E+02    0.416565251350402832E+01   -0.807552605867385864E+01   -0.707202494144439697E+01    0.157982276630401625E+00
    0.433144358375447761E-94    0.425016537318080225E+03    0.235498672723770142E+04   -0.560992360115051270E-01    0.932465797881098069E+00    0.328730233311653137E+02    0.492692645506307203E+00    0.807760352563815398E+00   -0.607266604900360107E+01    0.483028781414031982E+01   -0.146617680788040161E+02   -0.138478401303291321E+02    0.473203029942512510E+00
    0.435299951105603983E-93    0.420397532336837173E+03    0.792584896087646484E+03   -0.154037702083587646E+01    0.147419510900086870E+01    0.331764632463455200E+02    0.219250271122413604E+00    0.859858399776598392E+00   -0.926913142204284668E+01    0.681924664974212646E+01   -0.514100253582000732E+01   -0.117553344368934631E+02    0.432799281764030486E+00
    0.114987606512719159E-92    0.418450877867116503E+03    0.424022471904754639E+04    0.205337822437286377E+00    0.146524314362374164E+01    0.437263981103897095E+02    0.125824128101695920E+01    0.718921948727706650E+00   -0.446075320243835449E+01    0.760969686508178711E+01   -0.144548276066780090E+02   -0.329208880662918091E+01    0.148499432873725884E+00
    0.509338312208585320E-92    0.415470395410740309E+03    0.116003364324569702E+04    0.386297702789306641E-02    0.110855040569225993E+01    0.619328520298004150E+02    0.389712107267821073E+00    0.688388484337784878E+00   -0.888772130012512207E+01    0.978302538394927979E+01   -0.144281378388404846E+02   -0.142434954643249512E+02    0.324278592896461493E+00
    0.190356483657575644E-91    0.412829746799297425E+03    0.583913105726242065E+04    0.738006830215454102E-01    0.117677990278631950E+01    0.214242399930953979E+02    0.116445919715387669E+01    0.129400033559940164E+01   -0.211778819561004639E+01    0.416092485189437866E+01   -0.122620904445648193E+02   -0.840497910976409912E+01    0.237220427083969121E+00
    0.117434401200732664E-90    0.409186707671281908E+03    0.408355432748794556E+04   -0.456572711467742920E+00    0.108212795334959799E+01    0.132394582629203796E+02    0.126494467594312177E+01    0.930647624637669479E+00   -0.106136816740036011E+02    0.298866540193557739E+01   -0.140483522415161133E+02   -0.104581886529922485E+02    0.210572593832015986E+00
    0.505367188911000975E-90    0.406263990657710963E+03    0.568206846714019775E+04   -0.793661832809448242E+00    0.118197685458151813E+01    0.457669685482978821E+02    0.137783008243912786E+01    0.862519553092887081E+00    0.182126820087432861E+01    0.869169676303863525E+01   -0.108529883623123169E+02   -0.500749379396438599E+01    0.399750251770019549E+00
    0.195101998504104752E-89    0.403558439783229403E+03    0.471435523033142090E+04    0.698744475841522217E+00    0.153393120666929983E+01    0.935801251530647278E+02    0.596239344744814326E+00    0.737255004030189953E+00    0.171928882598876953E+01    0.690439713001251221E+01   -0.678185552358627319E+01   -0.789655566215515137E+01    0.180586104941368120E+00
    0.772710874236389969E-89    0.400801768619597567E+03    0.450562506914138794E+04   -0.425137758255004883E+00    0.104341095919757043E+01    0.282752090692520142E+02    0.149207794550406181E+01    0.152997346905615550E+01   -0.678488016128540039E+01    0.669223332405090332E+01   -0.365456700325012207E+01   -0.776350736618041992E+01    0.520791317224502559E+00
    0.600544642762857155E-88    0.396696828116547692E+03    0.191144520044326782E+04   -0.136271339654922485E+01    0.804114016986403501E+00    0.366207951307296753E+02    0.248747380938293183E+00    0.304233686862794617E+00   -0.104946380853652954E+02    0.790978670120239258E+01   -0.448346704244613647E+01   -0.139844602346420288E+02    0.367420525217056260E+00
