luminosity_distance inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B Ebv KNtimeshift ksiN L0 dL b q ts log_likelihood log_prior
760.8908348333244 0.6559950818195883 51.73076890126855 0.3118063038336382 0.5787213003553542 -0.7822339796697904 2.9131664140000617 -0.1521697798942645 -1.8582220607291655 0.4104578989543844 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -9.647627670417798 -15.050238771959627
452.55911645797875 0.6232410022919463 52.50871830070746 0.3278083535079208 0.7349714926768978 -2.467346598054406 2.377148370649322 -1.6279413285173874 -1.975408808587995 0.4279281957605205 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.899585524691515 -15.208431574339901
2543.4505625987263 0.8686130509506933 52.74111744543592 0.36521409450359493 1.0957878620566985 -0.37417269474537473 2.804276162218162 -0.07032431809878625 -2.6707726139434755 0.35156445519912033 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.624297873339865 -14.51560671854531
4998.930075569993 0.7464107946613329 52.286948049360106 0.34133586241446257 1.3018965439608416 -2.508059598681248 2.2896644350510376 -0.6546578873017501 -1.0961608451903064 0.0027014452413379087 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.1872540662286415 -13.685110932066546
2291.4000429810553 0.4896119612766064 51.021411641506965 0.46257458179324923 1.0657347427437558 -0.6473580352131201 2.3866460544725157 -0.2534483891977306 -0.9772121226422925 0.25455398928115586 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.101027976203289 -14.635948825876591
1796.6268634450569 0.5747719113806511 51.161543343791976 0.4973617307160736 0.6297653321133799 -0.4661974336670811 2.8052423177896406 -0.9505013405252227 -1.5896275922259853 0.17608489347687498 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.097390423690624 -14.270348422561675
4689.235157415315 0.4769602728269869 52.470880543179554 0.4880788109658839 0.4914184798482556 -2.138459086911242 2.7931317717116855 -0.11896988557832877 -2.897457504871524 0.4070964015515293 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.941072495439489 -15.3138414413198
1562.247819550253 0.4671181878822103 51.81767568898776 0.276715634573057 0.6036755181635967 -0.5262400709080595 2.571659327789348 -1.3861988681075315 -0.6051213622421696 0.3726587237024964 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.868066110457997 -15.14388107881915
5912.4320447297205 0.49870545231216273 52.91673858888873 0.31506291322449487 1.1128822582999758 -2.365744035068266 2.6290537743678914 -0.5762734546214219 -2.2748726411886153 0.3123114912804096 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.691434479939773 -14.819614217341776
2902.7104897702507 0.6221796456408594 52.005246448917376 0.2957865962866782 1.1657248342231825 -0.8599795118738722 2.0421973668864406 -0.34822282776261115 -0.9594810701085787 0.27347423585095304 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.480071139972404 -14.4827988695963
5162.633651534086 0.3690478544144966 52.72350990104955 0.371499127439403 0.754133435818732 -4.785876884028734 2.7679850689079086 -0.9452788832857961 -1.3911036229258595 0.05847290342042441 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.479156992950098 -14.420647093105725
3170.5368431213465 0.595612914273125 52.07934737109575 0.35905635332764524 0.8561973384205425 -2.1324091470733286 2.5710923301925144 -0.659962895105231 -1.8197569807234841 0.14593180519335772 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.367290128563125 -14.165563863277455
1798.3046770095825 0.1976627752286726 50.88807225227356 0.3767398079861531 0.6603718008047451 -0.5524623394012451 2.949952483177185 -0.727293848991394 -0.16922539472579956 0.264728231048584 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.332978982565597 -15.541775807259834
4663.939372454828 0.48007814536258053 52.94990607840666 0.5029554544819708 1.1897213592821951 -2.4561019845457785 2.670217028285372 -1.3942466171049208 -0.8824813453624736 0.5628971270942307 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.009086240820274 -18.164020441483427
1341.395377557636 0.5116033652432777 51.72505374507858 0.24040674596070485 0.8576940510707285 -1.3766335525328248 2.2347574217789723 -0.06194352138577219 -2.1008044882781554 0.35907108288591555 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.981081272900571 -14.994476707637572
567.0311479364285 1.0526819171339552 52.654390968090176 0.3834745184463716 1.021077593735693 -2.477632945564628 2.902933968041057 -0.44330374705946696 -2.090312917767627 0.3987264261908793 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.951374696533569 -14.626613338640109
1596.496064604486 0.738586622149054 51.88425504109273 0.41985964267624076 0.8930554742243523 -0.6479410986563048 2.72681163409204 -1.1456019989917863 -0.5824147186126174 0.11854593601933797 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.950466681407964 -13.920968712807376
2822.3270004187334 0.03120871332117293 52.55338108534038 0.3316460663194283 0.9187338128107181 -1.7388668319464102 2.2800712700259904 -1.55440203931215 -1.6410262813512377 0.39585535950464185 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.923499820472859 -17.93674273811644
3158.392733107602 0.48082429887015365 51.76287803904171 0.3397245504091435 0.44356000083762614 -1.5641913773109217 2.956883527635422 -0.5516262278975863 -1.4476729342540198 0.16309807244005356 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.897337631565781 -14.399729862838464
1413.1737581011728 0.73700070866861 52.551563281160945 0.22753420825883486 0.7503640682079451 -1.6199497302023627 2.5040787489044196 -0.3326392485733267 -1.245783871237848 0.26962540827199133 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.845522251242066 -14.327500387849161
5295.761959603499 0.6942511435941213 51.74615120410316 0.4719110656282919 1.3386694845191311 -0.10407305600663008 2.787535417010776 -0.20046151259241096 -1.018947709316313 0.33237460139669595 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.815905442724224 -14.608935340356798
760.3741504583356 1.2784362845981592 52.789091832765564 0.4249146155115567 1.4420365759270526 -1.0825839452696586 2.6588258749040614 -0.6738318945750446 -1.5643726986579738 0.3019916874502586 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.805331677026011 -14.086523399004932
1753.2455316084947 0.4059238938091088 50.60129731849897 0.3456347957580149 0.9728821655195573 -1.3464311479814075 2.5306038733253864 -0.20383472767811472 -0.0404186031756657 0.28731844019964586 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.7969615622686685 -14.919525295828937
673.8010522842017 1.0257681192744963 52.7463463374879 0.40880922542343023 1.2826146669323306 -4.39883231814192 2.4419664355812496 -0.8311859925886278 -1.5992468963464412 0.041744395831210354 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.7106545284920625 -13.525505030398282
2366.207012856321 0.8698550475485205 52.07749152852196 0.32203175289948804 1.313688433790983 -0.33302046492423365 2.8411219000559447 -0.609168181123747 -0.6964683158970582 0.3776867854930678 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.70024343578884 -14.640447779859002
4711.383534655848 0.3075443809896581 52.658020173494506 0.43378950047343934 1.3756334841732656 -1.414300743847297 2.1794967039732724 -1.4355638773625412 -0.4586789266161251 0.1280167021708652 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.678795243259318 -14.741358542773643
1772.7119376226497 0.8261126265833743 51.41442294800679 0.5025181880743731 1.4389021278747214 -1.2347426180775445 2.274008332676737 -0.9581520981692018 -1.1395072159181812 0.11827257710453078 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.6411879798442675 -13.832191952390847
1994.6092008437172 1.0860432709403007 52.4349992462792 0.33649285391610795 1.3918726246526356 -2.1245449167796004 2.6346077639606587 -0.43823763649773495 -0.618946161626853 0.11866671702969017 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.638497159166407 -13.647991568515414
2696.5768628725114 0.8114733042963082 52.91738110239637 0.39222690814508665 1.1501809085888222 -3.6165105362370245 2.739425829659286 -0.6335527461724371 -2.1444117732066763 0.08034997783378048 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.6229185370605 -13.76568267833257
300.35839235324414 0.8824697835866951 52.917174098486534 0.3230529392934649 1.1420017615300875 -2.1584907700120395 2.529883378202129 -0.6720544134433593 -2.382330428361411 0.47019328766236784 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.546792516318354 -15.274467921435226
6261.059604870707 0.5410966045130039 52.95543936578099 0.4439989286411229 1.3537451184974394 -3.5077413827068162 2.6788836652615955 -0.9280293737126684 -0.9596952936154723 0.1559091923468843 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.540907134587015 -14.274672158235825
310.14770824520724 0.8454478819472535 51.8852604628804 0.37413084779219347 1.4745336205125619 -1.2361676722502657 2.9282026347611034 -0.945596763743175 -2.0308823906157554 0.5212891177547782 0.0 1.0 0.0 3.09e+19 6.0 0.0 0.0 -5.5223453184544455 -15.999092444473407
