

    0.101927591572458695E-98    0.441997764454340938E+03    0.331620782613754272E+04    0.684609949588775635E+00    0.979712576083360709E+00    0.865729072093963623E+02    0.899729260649420270E+00    0.629891890919869191E+00   -0.110135167837142944E+02    0.666112935543060303E+01   -0.442711293697357178E+01   -0.128016409277915955E+02    0.274220661878585813E-01
    0.113026957714598082E-98    0.441790646470429635E+03    0.683749377727508545E+03   -0.356990337371826172E+00    0.123092871319497421E+01    0.475126966238021851E+02    0.304893849126917027E+00    0.622337990532454532E+00    0.191579103469848633E+01    0.805170720815658569E+01   -0.132403019070625305E+02   -0.891405701637268066E+01    0.339773555159568807E+00
    0.127917052240595942E-98    0.441542744504667496E+03    0.669489705562591553E+04    0.562734127044677734E+00    0.109657204513930884E+01    0.820389048457145691E+02    0.116978534248349408E+01    0.601596199650751617E+00   -0.126724845170974731E+02    0.832120430469512939E+01   -0.144995927810668945E+01   -0.269468128681182861E+01    0.425568479061126728E-01
    0.128506817608970266E-98    0.441533154012141893E+03    0.258221071958541870E+04    0.776816785335540771E+00    0.393650346160719977E+00    0.342781832814216614E+02    0.534598483944112801E+00    0.806844308372612118E+00    0.363396584987640381E+01    0.932197725772857666E+01   -0.101355224847793579E+02   -0.677622109651565552E+01    0.778347530364990325E-01
    0.153397440360262003E-98    0.441178662898151231E+03    0.569405680894851685E+04    0.411329686641693115E+00    0.101699299453714365E+01    0.889936995506286621E+02    0.681348782100215655E+00    0.711741244593985356E+00   -0.119944792985916138E+02    0.556741195917129517E+01   -0.139649033546447754E+02   -0.687448740005493164E+01    0.298738493084907519E+00
    0.160498959954081646E-98    0.441087761753618395E+03    0.659822386503219604E+04   -0.377904236316680908E+00    0.126753456629731787E+01    0.388181750178337097E+02    0.851737683001863255E+00    0.119803796544435803E+01   -0.444150745868682861E+01    0.879689997434616089E+01   -0.803622096776962280E+01   -0.825672090053558350E+01    0.374471152353286763E+00
    0.169371218332210695E-98    0.440979760325253153E+03    0.210204243659973145E+03    0.410548448562622070E+00    0.990080654701938734E+00    0.442295172214508057E+02    0.946225806240033940E+00    0.128832421345184511E+01    0.956367731094360352E+01    0.858933830261230469E+01   -0.121917656064033508E+02   -0.134168708324432373E+02    0.374819801115989726E+00
    0.176529907014506623E-98    0.440896574814921621E+03    0.237422072887420654E+04    0.758378565311431885E+00    0.669120721359788395E+00    0.883409523367881775E+02    0.147647495281107299E+01    0.524710562129622859E+00   -0.112307345867156982E+02    0.901613086462020874E+01   -0.114456483721733093E+02   -0.528914898633956909E+01    0.742905382633209238E-01
    0.192972414481913838E-98    0.440718070306554580E+03    0.504172921180725098E+03   -0.165379226207733154E+01    0.488110578571572085E+00    0.289841796755790710E+02    0.961412066237290475E+00    0.488151935041776064E+00    0.215619385242462158E+01    0.832644641399383545E+01   -0.143904000520706177E+01   -0.381747096776962280E+01    0.166903781890869146E-02
    0.222216713803798279E-98    0.440435467990611357E+03    0.539480805397033691E+03   -0.106724035739898682E+01    0.143369429924282188E+01    0.982133091688156128E+02    0.865079495884779726E+00    0.656938788503145799E+00   -0.145418071746826172E+02    0.302044045925140381E+01   -0.872990190982818604E+00   -0.137293159961700439E+01    0.134454779863357552E-01
    0.256765986907464034E-98    0.440146053327030529E+03    0.202895081043243408E+04   -0.189254552125930786E+01    0.198468819309055883E+00    0.246413061618804932E+02    0.740440092679059636E+00    0.141656225469242680E+01   -0.217994749546051025E+01    0.643281918764114380E+01   -0.318538784980773926E+01   -0.448702812194824219E+01    0.258880662202835066E+00
    0.434337640695448746E-98    0.439094348517466130E+03    0.522742187976837158E+04   -0.145121002197265625E+01    0.121160107760090940E+01    0.499282844066619873E+02    0.502796189742336419E+00    0.124725652174335777E+01    0.244454920291900635E+01    0.849714809656143188E+01   -0.144591656327247620E+02   -0.287242770195007324E+01    0.472328763914108274E+00
    0.588541712613558265E-98    0.438486306696171084E+03    0.310892462730407715E+04   -0.156893771886825562E+01    0.697320778357529369E+00    0.424828981161117554E+02    0.953042489542255011E+00    0.141140070520174388E+01    0.126434952020645142E+02    0.941310209035873413E+01   -0.634765416383743286E+01   -0.160735845565795898E+01    0.946902267694473276E-01
    0.944439409275485001E-98    0.437540028611097512E+03    0.350188463926315308E+04   -0.418031871318817139E+00    0.128188687620230235E+01    0.267340283989906311E+02    0.442323135482607654E+00    0.109048020230608222E+01   -0.459844350814819336E+01    0.751344633102416992E+01   -0.883330106735229492E+00   -0.102349716424942017E+02    0.282943909192085286E+00
    0.121999841003260322E-97    0.437027611384693444E+03    0.302377456426620483E+04   -0.106409591436386108E+01    0.212536793634856835E+00    0.349782966971397400E+02    0.108423511035579234E+01    0.916856777827830371E+00    0.994958102703094482E+01    0.508172237873077393E+01   -0.144862022995948792E+02   -0.615094006061553955E+01    0.174136358714103712E+00
    0.141815283326010758E-97    0.436726209464353303E+03    0.630899703502655029E+04   -0.427981615066528320E+00    0.135101696258147541E+01    0.146668467521667480E+02    0.108011880998107368E+01    0.553010466602808726E+00   -0.114274066686630249E+02    0.480181616544723511E+01   -0.437199175357818604E+00   -0.146125602722167969E+02    0.274973810076713565E+00
    0.146359353733144959E-97    0.436662739768567405E+03    0.223650145530700684E+04    0.396481871604919434E+00    0.126646697611911629E+01    0.896698849797248840E+02    0.101905197482798737E+01    0.428677410146231896E+00   -0.875495195388793945E+01    0.368308448791503906E+01   -0.746785819530487061E+01   -0.102264797687530518E+02    0.197210021853446965E+00
    0.174874857299693546E-97    0.436306337758710868E+03    0.527820408344268799E+03   -0.153765994310379028E+01    0.883100572994274025E+00    0.401932169795036316E+02    0.626734609417850197E+00    0.808036832377452163E+00   -0.849208474159240723E+01    0.801646459102630615E+01   -0.879559278488159180E+01   -0.100423032045364380E+02    0.526860924053192181E+00
    0.182235406140315138E-97    0.436223489784384981E+03    0.431507664918899536E+04   -0.149380207061767578E+01    0.424482270702302045E+00    0.835040057301521301E+02    0.121105348907887467E+01    0.795490940556414117E+00   -0.126542884111404419E+02    0.365735244750976562E+01   -0.104153636097908020E+02   -0.122541609406471252E+02    0.560091494321823119E-01
    0.206112942083670179E-97    0.435976849180472925E+03    0.389385998249053955E+04   -0.181872844696044922E-01    0.462603225889075320E+00    0.335004912614822388E+02    0.307019270139233413E+00    0.147326945352916128E+01   -0.829824507236480713E+01    0.821312952041625977E+01   -0.689345151185989380E+01   -0.104864269495010376E+02    0.269965058970451366E+00
