    0.319794702529907227E+04    0.603635132312774658E+00    0.112955402856376286E+01    0.988843726515769958E+02    0.888267847555559875E+00    0.142884112300229238E+01   -0.438451766967773438E-01    0.707023435831069946E+01   -0.111882984638214111E+00   -0.120633333921432495E+01    0.259639508056640655E+00    0.467668049034931655-309
    0.677571833133697510E+03    0.921729743480682373E+00    0.154374163722355395E+01    0.488183385729789734E+02    0.131983926076292124E+01    0.143250632966143288E+01    0.882238268852233887E+01    0.190677279233932495E+01   -0.180249363183975220E+01   -0.131108164787292480E+00    0.528469471192359985E+00    0.467668049032322988-309
    0.658499300479888916E+03   -0.183834987878799438E+01    0.805232486910624767E+00    0.980016453266143799E+02    0.261609918451752521E+00    0.843472687394478449E+00   -0.817373692989349365E+01    0.833328926563262939E+01   -0.164175420999526978E+01   -0.240743815898895264E+01    0.430741029238700890E+00    0.467668049031453433-309
    0.329961907863616943E+04   -0.709478914737701416E+00    0.483068831983248792E+00    0.943160154819488525E+02    0.112317195070005305E+01    0.616457200293936247E+00   -0.786959052085876465E+01    0.526279079914093018E+01   -0.566075205802917480E+01   -0.440812110900878906E+01    0.320025412344932592E+00    0.467668044922922098-309
    0.314149755239486694E+04   -0.153298056125640869E+01    0.790623825293352289E+00    0.961173473596572876E+02    0.122353075248697829E+01    0.144605908362803515E+01   -0.592423975467681885E+01    0.666481578350067139E+01   -0.741856992244720459E+00   -0.280636221170425415E+01    0.376949393749237083E+00    0.467668044922922098-309
    0.278020298480987549E+04   -0.195374459028244019E+01    0.614886820922968091E+00    0.957246982455253601E+02    0.554429754613279813E+00    0.740034127060390734E+00   -0.105739134550094604E+02    0.511142730712890625E+01   -0.146237495541572571E+02   -0.823795795440673828E-01    0.509987265586853075E-01    0.467668044922922098-309
    0.585133427381515503E+04   -0.131148070096969604E+01    0.116714327155137587E+01    0.709313269257545471E+02    0.516078736888025635E+00    0.120703858648206608E+01    0.373333632946014404E+01    0.576495075225830078E+01   -0.706453084945678711E+01   -0.773939788341522217E+01    0.919394873142242441E-01   -0.166698436172662001E+01
    0.572649788856506348E+04   -0.132414269447326660E+01    0.884432387852609359E+00    0.335583019852638245E+02    0.687082952837157590E+00    0.872710076586237227E+00    0.104340898990631104E+02    0.174780094623565674E+01   -0.106302952766418457E+02   -0.636711984872817993E+01    0.496480614566802980E+00    0.467668049033192544-309
    0.466084349155426025E+04   -0.111242055892944336E+01    0.153408729763100471E+01    0.702848464250564575E+02    0.154346517837714603E+01    0.566846909643342389E+00    0.950721144676208496E+01    0.180799293518066406E+01   -0.149499106407165527E+02   -0.367923170328140259E+01    0.108011857509613035E+00    0.467668049033192544-309
    0.563135719299316406E+04   -0.176721411943435669E+01    0.119686739611483173E+01    0.829799680709838867E+02    0.938278954353183536E+00    0.127363342625301934E+01    0.974722802639007568E+01    0.160690236091613770E+01   -0.894469499588012695E+01   -0.349523752927780151E+01    0.125412634420394908E+00    0.467668049034062099-309
    0.525005090236663818E+04   -0.180390959978103638E+01    0.144743159249034092E+01    0.512110133171081543E+02    0.141212331651283418E+01    0.340906164087242280E+00    0.711850404739379883E+01    0.128934812545776367E+01   -0.116974067687988281E+02   -0.246461302042007446E+01    0.270778663730621372E+00    0.467668049034062099-309
    0.571165734529495239E+04   -0.110463303327560425E+01    0.115935039270283680E+01    0.485025599598884583E+02    0.823601531726798175E+00    0.802298916570227394E-01    0.975213646888732910E+01    0.189035284519195557E+01   -0.868245720863342285E+01   -0.200367361307144165E+01    0.209078920984268196E+00    0.467668049032322988-309
    0.636054736375808716E+04    0.966857373714447021E+00    0.139431606397341823E+01    0.923024001717567444E+02    0.350978624239923265E+00    0.299004538853505017E-01    0.743481159210205078E+01    0.110697293281555176E+01   -0.110799497365951538E+02   -0.457117348909378052E+01    0.502832852411270181E+00    0.467668049032322988-309
    0.695053708553314209E+04    0.120140850543975830E+00    0.132024082913391827E+01    0.402856185436248779E+02    0.412368097197883532E+00    0.490564883825063969E-01    0.723168611526489258E+01    0.199270969629287720E+01   -0.988819599151611328E+01   -0.331662386655807495E+01    0.429500407361984249E+00    0.467668049034062099-309
    0.472838383913040161E+04   -0.144899487495422363E+00    0.107082144427712134E+01    0.811738092899322510E+02    0.130027557536546912E+01    0.705474056729026300E+00    0.860895395278930664E+01    0.138540178537368774E+01   -0.108667445182800293E+02   -0.359262049198150635E+01    0.232566329455375670E+00    0.467668049034931655-309
    0.635941582918167114E+04   -0.929045081138610840E-01    0.117354145854909087E+01    0.516057572364807129E+02    0.925685125632524031E+00    0.196470693873014662E+00    0.136144459247589111E+02    0.142774742841720581E+01   -0.149662443995475769E+02   -0.662846356630325317E+01    0.540499917626380944E+00    0.467668049031018655-309
    0.699466109275817871E+04   -0.667348742485046387E+00    0.143929458487114159E+01    0.932226038575172424E+02    0.117599663517448039E+01    0.312037945198622713E+00    0.120034861564636230E+02    0.131986522674560547E+01   -0.839721232652664185E+01   -0.856599211692810059E+00    0.366261819934844968E+00    0.467668049031888211-309
    0.327341562509536743E+04    0.320839643478393555E+00    0.607142545798898259E+00    0.988326634168624878E+02    0.113840043636474952E+01    0.821714578064747014E+00   -0.200784444808959961E+01    0.646602493524551392E+01   -0.815126270055770874E+01   -0.364413321018218994E+01    0.401196944546699519E+00    0.467668049031018655-309
    0.454817861318588257E+04   -0.845299363136291504E+00    0.159006779208875321E+00    0.179507696628570557E+01    0.111660871502922876E+01    0.484575392921583692E+00    0.548504948616027832E+01    0.142420262098312378E+01   -0.107952037453651428E+02   -0.558064699172973633E+01    0.512963011264801032E-02    0.467668049031888211-309
    0.454817861318588257E+04   -0.845299363136291504E+00    0.159006779208875321E+00    0.179507696628570557E+01    0.111660871502922876E+01    0.484575392921583692E+00    0.548504948616027832E+01    0.142420262098312378E+01   -0.107952037453651428E+02   -0.558064699172973633E+01    0.512963011264801032E-02    0.467668049031888211-309
    0.650847464799880981E+04   -0.193817114830017090E+01    0.889400451387794666E+00    0.294288507699966431E+02    0.141184590043162639E+01    0.243231641425602829E+00    0.739119172096252441E+01    0.166264402866363525E+01   -0.107376140356063843E+02   -0.409885257482528687E+01    0.211012848615646370E-01    0.467668049034931655-309
    0.647627931833267212E+04   -0.167157816886901855E+01    0.809226078538088811E+00    0.154988384842872620E+02    0.103153504309502941E+01    0.299207053529054134E+00    0.699213624000549316E+01    0.167470431327819824E+01   -0.874586015939712524E+01   -0.434148520231246948E+01    0.624088449954986607E-01    0.467668049034062099-309
    0.548689669370651245E+04   -0.120141839981079102E+01    0.944824579339496040E+00    0.561588370800018311E+02    0.885353152981117164E+00    0.777776196357641506E-02    0.129185342788696289E+02    0.103068071603775024E+01   -0.124942240118980408E+02   -0.130785405635833740E+01    0.941972260236740161E-01    0.467668049034496877-309
    0.613730084896087646E+04   -0.170612877607345581E+01    0.410777935624426327E+00    0.894144072532653809E+02    0.104298138228100101E+01    0.135912308186889463E+01    0.691870987415313721E+01    0.157800906896591187E+01   -0.106995740532875061E+02   -0.116069465875625610E+01    0.141291079616546633E+00    0.467668044922922098-309
