

    0.306073212951544293E-98    0.487778726813307458E+03    0.544378297413310338E+04   -0.500523571513048049E+00    0.129581158808478558E+01    0.662437108513244368E+02    0.886963060889462862E+00    0.108828641970146922E+01    0.832289580308904853E+01    0.291407492765671083E+01   -0.366850903760216340E+01   -0.607106448208261007E+01    0.200135629492382311E+00
    0.377468362745491199E-98    0.487355495710239438E+03    0.622601453997125282E+04   -0.714622629079619820E+00    0.397337251481325149E+00    0.696360760797474683E+02    0.114204593110469221E+01    0.119083121203848896E+01    0.508146961424460208E+01    0.393096234486223572E+01   -0.976372540582700665E+01   -0.296877516084483695E+01    0.252478512903498209E+00
    0.288141695573492655E-97    0.483286488074685167E+03    0.333498490471958439E+04    0.895331209344227830E-01    0.133074929836439226E+01    0.588138848246963946E+02    0.646579487221794036E+00    0.115017640718902903E+01    0.453096481451883548E+01    0.317147258737379989E+01   -0.354005931875129143E+01   -0.325451080602590537E+00    0.501276940936965287E+00
    0.403547322476135413E-97    0.482608899018364696E+03    0.331225768072457458E+04   -0.199084493797895767E+01    0.634919478829729544E+00    0.664739530272153161E+02    0.276643920129175658E+00    0.465377768149455751E+00    0.126304846424337729E+02    0.319909886205720895E+01   -0.606416906623150709E+01   -0.357363708743464947E+01    0.377221435837801822E+00
    0.437218016323036788E-97    0.482444716362257054E+03    0.350234150886535645E+04   -0.131280857324600220E+01    0.145732645534690808E+01    0.720903148055076599E+02    0.754964879637594732E+00    0.105797748633464206E+01    0.149812030792236328E+02    0.733326292037963867E+01   -0.156806945800781250E+01   -0.135301199555397034E+02    0.458544497179985078E+00
    0.168611403945883598E-96    0.479741310489338844E+03    0.417924458181142927E+04   -0.139652014498885624E+01    0.260631303708349971E+00    0.633228008875517290E+02    0.419417919818760254E+00    0.792301457311682333E+00    0.296913978360509390E+01    0.447912301071592722E+01   -0.141837675421054143E+01   -0.130024037675541084E+02    0.517768670203312409E+00
    0.844055676794227332E-96    0.476516160683652174E+03    0.261800686464617911E+04   -0.462392989535507226E+00    0.600414859766774112E+00    0.580896041862376720E+02    0.665315280914430929E+00    0.942917581808018324E+00    0.111565545452586381E+02    0.387816298720487396E+01   -0.252151259433779984E+01   -0.104161764293594281E+02    0.335897471364166367E+00
    0.192582668819195239E-95    0.474862470148130512E+03    0.195408010482788086E+04   -0.174974560737609863E+00    0.120180893693552315E+01    0.625307566523551941E+02    0.142804023972228911E+01    0.806502757962809458E+00    0.147006797790527344E+02    0.332374858856201172E+01   -0.360070288181304932E+01   -0.125629752874374390E+02    0.443942906856536861E-02
    0.469801285806738481E-95    0.473074995299746320E+03    0.425293454923493573E+04    0.524298599742229143E+00    0.123573955786281675E+01    0.577510337881599796E+02    0.329758025737343308E+00    0.126965101418178583E+01    0.511169380216455593E+01    0.366131982115129428E+01   -0.248597902983978436E+01   -0.629111865809953841E+01    0.978353016147281151E-01
    0.125558426692479742E-93    0.466499825892917727E+03    0.638641115266230463E+04   -0.847490453721662096E+00    0.941183686075031223E+00    0.598954864208250086E+02    0.199540187671824354E+00    0.816093557952473292E+00    0.146510811978106510E+02    0.283659822383358673E+01   -0.161947046954852425E+01   -0.817059293918602947E+01    0.354251611518681675E+00
