    0.242172000433843095E+04   -0.176376011921300613E+01    0.304532758093300993E+00    0.616551093102858090E+02    0.137563480332307919E+01    0.387866399846429066E+00    0.107805788410044592E+02    0.332745913794413584E+01   -0.486821009434929586E+01   -0.510397554114400975E+01    0.318033880680457126E+00   -0.204704549442952910E+02
    0.698356115143442821E+04   -0.122439479950615504E+01    0.102477253589741268E+01    0.563260158585760351E+02    0.843113527838826649E+00    0.113445962636287989E+01    0.138995432946284385E+02    0.203089245788149464E+01   -0.202285199570192553E+01   -0.122969129147245031E+02    0.335393803890482942E-01   -0.183887006223750369E+02
    0.698356115143442821E+04   -0.122439479950615504E+01    0.102477253589741268E+01    0.563260158585760351E+02    0.843113527838826649E+00    0.113445962636287989E+01    0.138995432946284385E+02    0.203089245788149464E+01   -0.202285199570192553E+01   -0.122969129147245031E+02    0.335393803890482942E-01   -0.183887006223750369E+02
    0.698356115143442821E+04   -0.122439479950615504E+01    0.102477253589741268E+01    0.563260158585760351E+02    0.843113527838826649E+00    0.113445962636287989E+01    0.138995432946284385E+02    0.203089245788149464E+01   -0.202285199570192553E+01   -0.122969129147245031E+02    0.335393803890482942E-01   -0.183887006223750369E+02
    0.445344361469704836E+03   -0.544338988984778505E+00    0.105035927239710336E+01    0.564432967668174257E+02    0.298062210472194944E+00    0.139288705085802400E+01    0.876768607635344210E+01    0.257715188545152474E+01   -0.331635126012247916E+01   -0.536323583587086006E+01    0.116440590528068821E-01   -0.190954642764516969E+02
    0.120301628964013662E+04   -0.811881353557338148E+00    0.447015522252206698E+00    0.590345782700461754E+02    0.100079911681903355E+01    0.986375280428500534E+00    0.405600024099261081E+01    0.231395802059013800E+01   -0.597708673596687845E+01   -0.677351970278933280E+01    0.261256029563792069E+00   -0.190016610273127959E+02
    0.120301628964013662E+04   -0.811881353557338148E+00    0.447015522252206698E+00    0.590345782700461754E+02    0.100079911681903355E+01    0.986375280428500534E+00    0.405600024099261081E+01    0.231395802059013800E+01   -0.597708673596687845E+01   -0.677351970278933280E+01    0.261256029563792069E+00   -0.190016610273127959E+02
    0.455170631408691406E+03    0.998325943946838379E-01    0.114246582868235391E+01    0.655894024372100830E+02    0.273385636569107304E+00    0.122006684335554483E+01    0.142312163114547729E+02    0.237307262420654297E+01   -0.917786657810211182E+01   -0.121613529324531555E+02    0.290384194564819342E+00   -0.183017223526245161E+02
    0.455170631408691406E+03    0.998325943946838379E-01    0.114246582868235391E+01    0.655894024372100830E+02    0.273385636569107304E+00    0.122006684335554483E+01    0.142312163114547729E+02    0.237307262420654297E+01   -0.917786657810211182E+01   -0.121613529324531555E+02    0.290384194564819342E+00   -0.183017223526245161E+02
    0.455170631408691406E+03    0.998325943946838379E-01    0.114246582868235391E+01    0.655894024372100830E+02    0.273385636569107304E+00    0.122006684335554483E+01    0.142312163114547729E+02    0.237307262420654297E+01   -0.917786657810211182E+01   -0.121613529324531555E+02    0.290384194564819342E+00   -0.183017223526245161E+02
    0.678390758974719120E+04   -0.120564808780236588E+01    0.472465787409136639E+00    0.781132426613116735E+02    0.639363817002033041E+00    0.122681452359248233E+01    0.118754506629033063E+02    0.368280913673955812E+01   -0.139228621721932040E+02   -0.948963420507459077E+00    0.487674790167617889E-01   -0.198055099893203064E+02
