,day,dayPath,cand,candPath,model,fitPath,json,fitBool,sampling_time,sampler,log_evidence,log_evidence_err,log_noise_evidence,log_bayes_factor
1917,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdupol,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdupol_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdupol/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdupol/nugent-hyper_result.json,TRUE,27.114381,pymultinest,-10.51835517,0.072306561,0,-10.51835517
1923,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuad_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/Bu2019lm_result.json,TRUE,2592.707274,pymultinest,-3.069617457,0.050271743,0,-3.069617457
1922,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuad_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/,,FALSE,,,,,,
1920,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuad_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/TrPi2018_result.json,TRUE,1704.732107,pymultinest,-7.330510589,0.203758263,0,-7.330510589
1921,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuad_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuad/nugent-hyper_result.json,TRUE,18.728472,pymultinest,-3.626412633,0.050412677,0,-3.626412633
1927,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvumo_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvumo/,,FALSE,,,,,,
1926,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvumo_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvumo/,,FALSE,,,,,,
1924,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvumo_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvumo/,,FALSE,,,,,,
1925,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvumo_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvumo/,,FALSE,,,,,,
1931,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuvw_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuvw/,,FALSE,,,,,,
1930,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuvw_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuvw/,,FALSE,,,,,,
1928,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuvw_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuvw/,,FALSE,,,,,,
1929,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvuvw_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvuvw/,,FALSE,,,,,,
1935,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwbv_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/Bu2019lm_result.json,TRUE,2454.808965,pymultinest,-6.701289919,0.053405634,0,-6.701289919
1934,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwbv_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/,,FALSE,,,,,,
1932,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwbv_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/TrPi2018_result.json,TRUE,3026.928862,pymultinest,-11.64281108,0.220603866,0,-11.64281108
1933,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwbv_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwbv/nugent-hyper_result.json,TRUE,20.806379,pymultinest,-6.644507247,0.061310506,0,-6.644507247
1939,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwoe_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwoe/,,FALSE,,,,,,
1938,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwoe_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwoe/,,FALSE,,,,,,
1936,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwoe_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwoe/,,FALSE,,,,,,
1937,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdvwoe_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdvwoe/,,FALSE,,,,,,
1943,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdwbpx_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdwbpx/,,FALSE,,,,,,
1942,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdwbpx_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdwbpx/,,FALSE,,,,,,
1940,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdwbpx_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdwbpx/,,FALSE,,,,,,
1941,2459480-2459487,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459480-2459487/lc_ZTF21acdwbpx_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459480-2459487/ZTF21acdwbpx/,,FALSE,,,,,,
1947,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdupol,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdupol_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/Bu2019lm_result.json,TRUE,10797.39602,pymultinest,-36.50429943,0.114573133,0,-36.50429943
1946,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdupol,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdupol_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/,,FALSE,,,,,,
1944,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdupol,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdupol_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/TrPi2018_result.json,TRUE,4980.868505,pymultinest,-34.13362007,0.250323084,0,-34.13362007
1945,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdupol,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdupol_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdupol/nugent-hyper_result.json,TRUE,40.350547,pymultinest,-29.28802042,0.084495841,0,-29.28802042
1951,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuad_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/Bu2019lm_result.json,TRUE,3732.211079,pymultinest,-3.069617457,0.050271743,0,-3.069617457
1950,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuad_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/,,FALSE,,,,,,
1948,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuad_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/TrPi2018_result.json,TRUE,1643.231421,pymultinest,-7.330510589,0.203758263,0,-7.330510589
1949,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuad,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuad_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuad/nugent-hyper_result.json,TRUE,20.270445,pymultinest,-3.626412633,0.050412677,0,-3.626412633
1955,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvumo_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvumo/,,FALSE,,,,,,
1954,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvumo_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvumo/,,FALSE,,,,,,
1952,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvumo_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvumo/,,FALSE,,,,,,
1953,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvumo,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvumo_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvumo/,,FALSE,,,,,,
1959,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuvw_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuvw/,,FALSE,,,,,,
1958,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuvw_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuvw/,,FALSE,,,,,,
1956,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuvw_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuvw/,,FALSE,,,,,,
1957,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvuvw,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvuvw_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvuvw/,,FALSE,,,,,,
1963,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwbv_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/Bu2019lm_result.json,TRUE,4568.803052,pymultinest,-6.701289919,0.053405634,0,-6.701289919
1962,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwbv_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/,,FALSE,,,,,,
1960,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwbv_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/TrPi2018_result.json,TRUE,1651.996688,pymultinest,-11.64281108,0.220603866,0,-11.64281108
1961,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwbv,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwbv_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwbv/nugent-hyper_result.json,TRUE,16.747202,pymultinest,-6.644507247,0.061310506,0,-6.644507247
1967,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwoe_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwoe/,,FALSE,,,,,,
1966,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwoe_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwoe/,,FALSE,,,,,,
1964,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwoe_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwoe/,,FALSE,,,,,,
1965,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdvwoe,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdvwoe_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdvwoe/,,FALSE,,,,,,
1971,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdwbpx_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdwbpx/,,FALSE,,,,,,
1970,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdwbpx_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdwbpx/,,FALSE,,,,,,
1968,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdwbpx_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdwbpx/,,FALSE,,,,,,
1969,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acdwbpx,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acdwbpx_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acdwbpx/,,FALSE,,,,,,
1975,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acepzob,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acepzob_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/Bu2019lm_result.json,TRUE,5665.685024,pymultinest,-3.911928871,0.043695659,0,-3.911928871
1974,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acepzob,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acepzob_forced1_stacked0.csv,Piro2021,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/,,FALSE,,,,,,
1972,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acepzob,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acepzob_forced1_stacked0.csv,TrPi2018,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/TrPi2018_result.json,TRUE,2820.443444,pymultinest,-8.345080925,0.203498928,0,-8.345080925
1973,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21acepzob,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21acepzob_forced1_stacked0.csv,nugent-hyper,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21acepzob/nugent-hyper_result.json,TRUE,17.819246,pymultinest,-5.704078092,0.071452348,0,-5.704078092
1979,2459481-2459488,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/,ZTF21aceqcwu,/panfs/roc/groups/7/cough052/shared/ztfrest/candidates/partnership/2459481-2459488/lc_ZTF21aceqcwu_forced1_stacked0.csv,Bu2019lm,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21aceqcwu/,/panfs/roc/groups/7/cough052/shared/ztfrest/candidate_fits/2459481-2459488/ZTF21aceqcwu/Bu2019lm_result.json,TRUE,7230.300378,pymultinest,-7.223288948,0.058685105,0,-7.223288948
