    0.341588839864503234E+04   -0.838069124898110474E+00    0.144410337222541263E+01    0.716204949131199839E+02    0.243472703482956604E+00    0.923295852819724039E+00    0.131223206058101205E+02    0.831124616349878664E+01   -0.381668507313939998E+01   -0.115298862228644268E+02    0.253407063182348624E+00   -0.623363145021147247E+01
    0.491545517718787141E+04   -0.179207697837030278E+00    0.151872418302838819E+01    0.644619456403176514E+02    0.257762658958872293E+00    0.720188904386876994E+00    0.146106499329741375E+02    0.763443121714515005E+01   -0.218318937849701911E-01   -0.837352526743776338E+01    0.291093195675883265E+00   -0.610289537699583562E+01
    0.214010386252696526E+04   -0.199537007109138420E+01    0.118893353744879282E+01    0.525644981576069981E+02    0.282620171163138478E+00    0.542257646834787277E+00    0.499527384877863501E+01    0.651737397711860567E+01   -0.149285505471998725E+01   -0.208226788381729477E+00    0.109697360308329522E+00   -0.575039425339604904E+01
    0.373602099920838918E+04   -0.163341498373965588E+01    0.135727843038448137E+01    0.618200455097780264E+02    0.998654788617261202E+00    0.721783756054270031E+00    0.991019309835530926E+01    0.839606753729462696E+01   -0.370758662730149879E+01   -0.141350995595892392E+01    0.542272075147548160E+00   -0.557606709118111254E+01
    0.266312450699660485E+04    0.100645426007772709E+00    0.108011938483372627E+01    0.659988432770666975E+02    0.104547186191922581E+01    0.913749443231932745E+00    0.146971330138092586E+02    0.471640349627123179E+01   -0.608416699484706847E+01   -0.822648702865703640E+01    0.330194971439682461E+00   -0.535421133177613839E+01
    0.496375562391846051E+04   -0.105128872578705956E+01    0.984539181700155419E+00    0.672812978990466348E+02    0.128715899547758128E+01    0.543253327349199733E+00    0.136696746896887902E+02    0.939626492385670176E+01   -0.468948026292006404E+01   -0.830210188062889998E+01    0.463478260709328460E+00   -0.504671898586095224E+01
    0.306141622145599740E+04   -0.108811096421922193E+01    0.543648004160481535E+00    0.673086014603861571E+02    0.132485939649484674E+01    0.742182996595035394E+00    0.427332003917750891E+00    0.977602241879129075E+01   -0.565285069243783056E+01   -0.259487866006471890E+01    0.117352575089044342E+00   -0.501569635241759215E+01
    0.568030531040402730E+04   -0.106245682351931992E+01    0.810026387847865070E+00    0.642595721633539796E+02    0.761462797229621957E+00    0.678404310567760183E+00    0.668846025669290789E+01    0.892485596426622507E+01   -0.380329396434219191E+01   -0.461355183370012156E+01    0.448443479283322843E+00   -0.497958570397728195E+01
    0.394813549118887340E+04   -0.751944747324716722E+00    0.925331459838787285E+00    0.741973190734030936E+02    0.991495244077338245E+00    0.986386862602454006E+00    0.123867828203379666E+02    0.630808256154234304E+01   -0.870177711901464335E+01   -0.876213277678011337E+01    0.233250597166848511E+00   -0.471243199551208036E+01
    0.267579625705777107E+04    0.892287796296713953E+00    0.526883766145511356E+00    0.524560339394534623E+02    0.149052397277386506E+01    0.895779540935463525E+00    0.576843973556944434E+01    0.290390966414170393E+01   -0.369320985348050179E+01   -0.809598022146184881E+01    0.484631049612893827E+00   -0.470948487257123372E+01
