luminosity_distance KNtimeshift inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B Ebv ksiN L0 dL b q ts log_likelihood log_prior
3976.361598297131 -1.1434200614198233 1.0066905443024883 64.38369781053089 1.1818969735888636 0.8211451109661126 13.569516074353032 6.4217573166946265 -3.5142154446438525 -8.429502546796591 0.20292426989322535 1.0 0.0 3.09e+19 6.0 0.0 0.0 -11.862424162082537 -25.70233020007757
6632.883204349218 0.4919834790332174 1.162441609408653 56.275919657236486 1.2165980798790816 1.1890202817911575 11.97762166342894 2.1448437173803927 -3.329835931783551 -4.776732135095658 0.4202683628138418 1.0 0.0 3.09e+19 6.0 0.0 0.0 -11.621451708134412 -26.507132332446595
5132.996774527978 -1.2664215942089494 0.6866056990563061 67.02271330909612 0.45439322105304786 0.9878138218289912 1.6880763726286068 5.623234560619818 -3.175785751349867 -12.985402948217745 0.49717508992344817 1.0 0.0 3.09e+19 6.0 0.0 0.0 -10.62816128554401 -27.581432842982174
4115.890975046376 -1.3997644743287618 0.566240202724522 59.96736558061007 0.8099007764415077 1.212467312091774 3.3814235738892697 2.8053826088110894 -4.436943722536903 -8.48645266939559 0.12420830988883469 1.0 0.0 3.09e+19 6.0 0.0 0.0 -10.477817963643218 -25.963612854511283
3714.1640704845395 -0.9293119821677283 0.9802632443955003 68.24232525461042 1.160671746872608 1.3846507178705254 12.752770310042775 3.3505780940197294 -7.432276288294957 -13.674664946268175 0.0640077378425177 1.0 0.0 3.09e+19 6.0 0.0 0.0 -9.31801324786148 -25.40037662537658
3607.478560723856 -0.6565954769974873 1.2502680511218927 57.06325519144998 0.6712170830368722 0.5992717213648144 10.703569348274533 2.5258648968652144 -2.7330781323390845 -6.373097914974499 0.48003762986688764 1.0 0.0 3.09e+19 6.0 0.0 0.0 -9.116429661512965 -26.972629954073888
5571.407483538558 -0.1604210299949802 0.9021385192308153 56.03783143603443 1.4835442174859395 0.8384251767664034 11.24610512118687 2.3052789270853267 -1.4417640238580685 -12.539471889939247 0.08853113721771137 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.821742192960208 -25.506773872449372
1526.3389600151027 -0.14742910221086314 0.36061343329441553 57.841900014066056 0.9910708871589999 1.3954238406721051 10.902008162736115 2.6097030669266683 -3.4181777208406228 -9.123943784273116 0.4126769528343917 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.614223111478298 -27.414351702592143
5422.6462700882075 0.46926280642989715 0.7150932276901195 60.63596475999238 0.9991320107843406 0.9320853675444959 2.7164664516178916 2.5295524379364314 -6.0400479905423445 -4.013802145000188 0.18995188254105805 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.1958626006912 -25.921553438899938
3684.9207174147045 -0.04723723303874605 0.9907635235995627 58.97133761294673 0.8892689725357837 1.556393595626048 6.335339711922779 2.445303893622423 -4.390178059446965 -8.939943692634863 0.006487277544487094 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.144452694868692 -25.28623097545341
4142.728554799676 -1.7192906390430496 0.5689644123002338 79.7738658825568 1.0472321351939247 0.7332171461068171 11.43552471899203 5.402145047184409 -10.598673871765236 -7.819366734201612 0.2657972883901383 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.135507588723033 -26.339008395258496
3249.1399512708454 -0.506932820392838 0.40937883405932285 64.61787231813057 0.6073026635685888 1.4558405041918039 4.595679089395961 2.9106427058632613 -7.247118808704043 -7.68132438750271 0.2726357315399857 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.094458450468618 -26.664283409126284
2150.349341296108 -0.32713889132635643 0.9291559487155521 68.22650412860085 0.2488446980038485 0.8147207091522591 12.236994827753643 4.69597980883256 -4.649199152566506 -10.270130593316956 0.2343431449716593 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.785080387018056 -25.844612553010602
2220.931541086577 -1.025757724348242 0.4493633026013108 70.05549717564946 1.0862096134314123 0.9221048597299022 10.247641045567978 4.098752038210794 -8.878890646129227 -3.6620418087834974 0.3044296215171768 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.727196992700557 -26.68900711148274
1160.3683971262353 -1.5958410215041303 1.3728834122436622 65.41491194224565 1.054367399366724 1.0465436313398981 10.222499588873358 4.197535154813557 -3.3924356956030266 -7.9800273896085105 0.30752457246209874 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.618149300248832 -25.886530274796456
977.4500849599486 0.23341560850764775 0.979527700184386 58.803056774712466 1.3565565223525728 1.0981574813735238 6.930737502099006 2.7670603680040666 -2.571514015859126 -12.495666388693053 0.45573984811838814 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.470117272014375 -26.872858369409585
6035.239108673057 -0.6102564449578833 0.6200706221894489 62.99682666546303 1.003137339686331 1.5275878399794693 4.10996093137093 3.728746025250511 -4.725960048676484 -7.529291642556082 0.3836792322467842 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.281582977923806 -26.748652526318676
5145.977654726798 -0.8385238549040701 1.2084849569496576 58.38648655387961 0.9624372788363483 1.24753842500643 12.279869963684517 2.2818020966638564 -4.587412646713345 -7.028887914077384 0.27551203217335096 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.254491967454521 -25.819844181190852
353.1493544578552 -1.095051646232605 0.6611091502134111 59.877505838871 0.9888604353548965 1.2454418479377671 12.509845197200775 3.4575467109680176 -4.68280166387558 -2.8394633531570435 0.3697105051517487 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.223692314640768 -26.62217296154596
3369.81435487828 0.10906138534113063 0.08766627758507539 62.57617025640684 1.5519524167320629 0.9142358245528083 10.448103697895528 2.5419410056363936 -7.133037049646796 -10.997957758174255 0.43993212559801737 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.160692158723834 -28.995234978114894
1490.1444312210933 -0.514761708806674 0.8427870076805062 75.41797065913684 1.0579605316197305 0.8719599902138944 8.211264432324624 3.0638017949343066 -14.382648534763911 -7.672701799848851 0.010552450367672403 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.121091010226583 -25.407204449402503
1914.9016001044627 -0.1232252674998533 0.8953159073324432 58.69346993169119 1.094062058029707 1.4771680927170596 10.748990302965769 2.862584936411389 -3.946806486020934 -7.658862499486593 0.25022223824304674 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.116634105278772 -25.918912641708076
710.6083870292941 -0.7659944766676219 1.3776880576989328 63.06186991762371 0.20818179261292974 0.516914229053183 10.435841297031681 4.630271854590035 -1.6927798991606924 -11.697423874272163 0.17033231202843016 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.019055683355408 -25.468217937347323
1991.2767905156488 -0.12226392351850146 0.5399769581055622 71.77563459872185 0.48877953488956505 1.2932682453464688 10.599082830139894 3.1306107332816557 -11.153229798173331 -8.601454848343197 0.5258397609144627 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.9766749208669605 -28.270634914403082
6309.341214875637 -1.0544997608194784 0.5395112073295305 66.95430934999634 1.1773047587141714 0.4946256626614405 10.241230342669354 5.692610473413704 -4.539949515564599 -8.926884561147235 0.36777236238721206 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.9190766503652865 -26.790967368305655
3590.950306663748 -0.5456790312023405 0.9135294978346821 59.98413581266338 0.5498559143775561 1.3074489387919075 11.217492560550138 2.5778337997360654 -5.057912118735064 -8.959609312795699 0.13186172995858564 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.8991591283700044 -25.591695534662044
1114.0231582577655 -0.7214124767706931 0.9625501497867549 53.94253529817895 0.9286438311370472 0.5393821098726883 8.13724889390056 2.179431337229233 -2.051983962949116 -2.563252667778352 0.19396272896325015 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.89624510797673 -25.70768239484766
3350.6358531181913 -1.7961837329900945 0.8098173046763342 60.411361147796676 0.3098374124266744 1.2830339159568709 10.703606243908084 3.3087309217300005 -2.891512614066107 -10.373136960879613 0.14239472925004779 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.855247679754713 -25.705019740150057
1071.9399173099291 -1.54908849933818 0.7464435968073201 60.36328977596569 0.2473245159319582 1.1881344321596463 9.890883638715465 3.142074976433653 -3.616235779062393 -11.186374814328154 0.40460343529017573 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.831212271920613 -26.710410238087775
3607.2487949001907 -1.0726965041783312 0.7175187095852845 54.6816172746181 1.4532382607657326 1.1756133851147554 7.74134467379148 3.348145927191828 -0.600938067649393 -6.553398080249524 0.2502095452484585 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.805037533879875 -26.090217455848325
3904.397937524586 -1.2013616861792107 0.6400951923977224 56.89932941446078 0.8896463484887706 1.3470451499729887 9.160804677651285 2.815490258080505 -0.7775488611695653 -12.262254786903258 0.3967291661053109 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.782533078291754 -26.79284696291874
2277.239421025325 -0.9789494974485415 0.5601795866382082 61.82223834104055 0.6444989043853828 0.8372041589805704 2.5249038196481464 3.870724198774696 -2.14268410073589 -12.277136997734988 0.43474414647334647 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.735113792973962 -27.153675459393046
1090.323088542507 -0.4365564658230696 1.0752502326975486 58.3189762839351 1.038046334678711 0.7856093965131664 12.857861360523055 2.61554252082761 -4.317869608203527 -8.188568334003005 0.14342137850544978 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.725845987390949 -25.512832773017838
1417.7013828501733 0.21255625321094662 1.2314669993420635 57.181005367402065 1.1171478291584838 0.3220651873747662 11.29342048662246 2.3085093608515783 -2.774876181552923 -7.572244712579259 0.2663736880344221 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.709802975425219 -25.781117059112155
3379.1497004084713 -0.16322641037543884 0.31895156766834204 67.47950987550617 0.6927177676995007 0.5891116336529153 12.274385142580064 2.037902338059436 -14.751528033510375 -4.568992793908935 0.2309532547433064 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.685553826768737 -26.772613114588417
1443.4994986042848 -1.4389129327321686 0.986030191899299 62.67289382910984 1.4933551857708227 1.1860750297535148 4.891770319479049 4.329717116680073 -2.2644964336952285 -13.23688907034089 0.46624497305519125 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.649093059873068 -26.962887693292878
2749.4966454103073 -0.8662556497884886 0.9727600880779972 62.315448322040865 0.6350957590016182 1.3573611617833332 10.8452524425708 3.818300623355131 -2.9205463704066936 -14.08223303857926 0.12174282303416023 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.64789724634139 -25.525993544265592
3407.56281149127 -1.648656133276029 1.1954476816974222 61.67979975761795 1.0254661533635918 0.348296329901697 11.851388271815345 4.939385379095134 -2.343004405086292 -6.887870986754503 0.006855768185843361 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.618389000522045 -25.180449747021143
646.6087024582313 -1.3834816453381271 0.8342171320529671 74.35771728501629 1.1291379066907674 0.9702294710721154 3.3744278206257103 2.9702579618232985 -13.501409865577532 -11.835819933406757 0.011978125505929143 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.612187132112561 -25.41745004913156
4411.783519945866 0.24179386645272594 1.4471287237163215 58.31710720042159 0.8940825476807909 1.1169486426392712 10.807056071462222 2.3446459384934513 -4.624737127691329 -4.7214193057645915 0.06211248520743632 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.608605524132748 -25.218768026689965
2625.2979479090245 0.38258477831751936 1.4888308377585462 54.192478016362 1.2682128882332926 0.5162523182400486 9.276576622397146 2.1608661885625837 -0.8131320291955273 -6.775766470709284 0.2784107636130724 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.589667643368719 -25.765895721839822
3635.3301338149417 -0.9656310770736829 0.5560870037790324 55.67039856655809 1.1952158156757464 1.025952475681022 12.481114388801558 2.515353326093631 -1.6395744077717929 -10.548142708427552 0.15575710330790285 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.5812691264948615 -26.05275768271402
5571.02280421168 -1.6977810431392006 1.4819033167371718 56.37785706031682 0.8127080270813536 0.8012491095552748 11.782874960241996 2.1525989787821866 -1.0213064737991893 -11.727917876680552 0.3622104661758459 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.576452757606296 -26.102022471130272
1871.1812664303936 -0.30151408618315 1.0556232751869854 67.33134910311587 0.8683029028753642 1.4455888461762985 10.818764916651038 2.57480748305479 -10.215341811331632 -12.56231569942526 0.21091617500713414 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.575352769320089 -25.694882260717474
1065.0206395204316 -0.913060476125146 0.5700694090639917 51.66753303842996 1.1901042333727174 1.5132798292119882 7.162867730058463 2.226304901240889 -0.2842781983694298 -1.8028276682271063 0.4292728541658133 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.573340877626959 -27.099102055261113
1577.8010583606488 -0.9178735154464026 1.540956084994633 63.45551462783427 0.41114524200893615 1.3305538474510819 8.92276085256453 3.031825211481819 -2.668481565139544 -14.099824109555213 0.5445418893997431 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.522869010096561 -28.11939707649121
3155.2130071805054 -0.41498609970649003 1.153948449419315 55.17029765319901 1.4156964647328596 1.2599416530580951 2.4331156963267877 2.4502666285969963 -2.6119484011654706 -0.10685434448639164 0.319802722739749 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.50364897016365 -26.00379979714033
3031.7241031175936 -0.1554212309611014 1.061656743779603 56.74578282523615 0.6229059361706831 1.5100033711082204 7.064091318188971 2.623270152520469 -2.9563042307670777 -1.5781249580971952 0.23150480026167986 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.471116159129133 -25.750132471141296
2180.6781222796744 -0.6168023639948812 1.194744330166003 59.883209988601784 0.5732476624199949 0.8751625625203605 13.980793770164421 2.3169536449263375 -5.110505707368137 -11.537545696161448 0.2366674955046891 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.4673499161592245 -25.70220095829358
3489.2626991286625 -0.888962799259313 0.8944259826297944 65.0353245912807 0.28330950113111264 1.0843109029159248 12.884543983047902 3.9357780392748696 -4.352778618786919 -11.885797067167465 0.15072401545657887 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.440561014459875 -25.650492550232755
4226.126394068332 -1.1869588328283336 1.1543579776233033 62.68240614097643 0.46120937984200666 0.4691073242302732 12.126522932945514 3.7162942106689565 -2.408199609435817 -9.545052357581573 0.18891361211790925 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.425491387094011 -25.586110864785077
3485.2281509543645 -1.4157235168104843 1.2209749250104867 57.105068580866735 0.8573740021377314 1.1027195923697408 9.188957229786162 3.659973043690512 -1.8562793566625881 -5.211949324282298 0.33419393164718797 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.4028805564253854 -26.035417584191816
4252.72488030159 -0.2139672332038094 1.0177126220994261 74.25704934702273 1.016702967624946 1.0751902552702355 11.548762299076419 2.86906936194371 -13.654318422783405 -9.589872821930431 0.07814636442377247 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.398310134211772 -25.404477611940933
1511.586674794602 -0.60706914671468 1.2547604793840914 55.203620301733906 1.2047086385603931 0.8112893848742337 7.2635433195460894 3.46056501124997 -1.1594089014054667 -4.156629321493609 0.41642294920181566 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.388728681242359 -26.447160528483533
2667.5057532174615 -1.2394976386808696 0.2020952317233919 60.12962691153764 1.4215498155718782 1.2149322895504597 14.41650991698728 2.007283493232082 -7.0856101819965325 -12.404458104119671 0.3002001716019964 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.377585409130094 -27.445372099319464
26.428241105347308 -0.08584207505734076 1.2042809597237973 62.89613338611381 0.1681844670193773 0.637061535739582 13.36118157966713 3.857857709467023 -3.9745859736396785 -12.820433945336445 0.011480277184574544 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.371539336075201 -25.18522485453585
550.0545362133308 -1.4925931470058897 0.6976476236664457 78.49651616842422 1.021309190281997 1.1211537762412904 7.780142001268956 3.7809997454088085 -12.65512218754173 -13.286359618769298 0.08417908944741026 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.359779207765056 -25.69782605498826
2595.3045534175008 0.5113459202214194 1.27799679645067 59.02445065154492 0.9270374582409322 1.2391934029035858 5.992300082840946 2.148322732790087 -4.54979334120835 -9.197488604524068 0.3095580117183916 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.356096194018021 -25.918015543925538
2595.3045534175008 0.5113459202214194 1.27799679645067 59.02445065154492 0.9270374582409322 1.2391934029035858 5.992300082840946 2.148322732790087 -4.54979334120835 -9.197488604524068 0.3095580117183916 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.356096194018021 -25.918015543925538
2596.531588491219 -1.9768586001808484 0.7269971168564257 57.06253520459898 0.927013594863285 0.8860227955453363 11.046129069822841 3.13917942500668 -2.420374404822258 -2.3073778155148332 0.5106344663611366 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.3380504160868885 -27.731256786889073
1010.5306153608112 -0.20767502283524397 1.1037863710763387 54.41692577497391 0.8256210736392812 0.9981043134269358 10.607594310585457 2.356975728537493 -1.9153882209560678 -6.697550891977638 0.30922692126233303 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.283099869119367 -25.98652405181786
4722.179048698347 -0.9836664208090729 1.0112681740843463 62.662517269488994 0.2997185658896075 0.8267349802166309 12.971208234900818 4.329403632524233 -2.94854095022405 -10.494058056896538 0.04301130873026721 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.279137675088686 -25.339810777278846
