Nested Sampling Global Log-Evidence           :   -0.150146125832006372E+01  +/-    0.334098931756925330E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.150146125832006372E+01 +/-    0.334098931756925330E-01
Local Log-Evidence   -0.150146125832006372E+01 +/-    0.334098931756925330E-01

Dim No.       Mean        Sigma
   1    0.125641992917990621E+03    0.480060223582505969E+02
   2    0.457125215815766666E+02    0.164050672390037207E+02
   3    0.100318425165663982E+01    0.357663928800311282E+00
   4   -0.922833959313017482E+00    0.642633535178009141E+00
   5   -0.205405784364700361E+01    0.551478875294837412E+00
   6   -0.184676569997663576E+01    0.687091840936244869E+00
   7    0.277480011169335627E+00    0.162687534494754510E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.152088373416712102E+03
   2    0.544698594477936098E+02
   3    0.903080258159297711E+00
   4   -0.538749216409395437E+00
   5   -0.125817435984394543E+01
   6   -0.234433800283947180E+01
   7    0.468363647655955950E+00

MAP Parameters
Dim No.        Parameter
   1    0.174161255303154547E+03
   2    0.291465292722234750E+02
   3    0.635255061569245272E+00
   4   -0.891142366554763088E+00
   5   -0.129284752622026944E+01
   6   -0.204149788391494047E+01
   7    0.412549997409238978E+00
