    0.157588303089141846E+03   -0.612091124057769775E+00    0.147664161255562948E+00    0.919961101412773132E+02    0.630175860874071958E+00    0.151589621799642971E+01    0.925476729869842529E+01    0.510111713409423828E+01   -0.745984464883804321E+01   -0.943309128284454346E+01    0.339695186805725136E+00   -0.134261062647882529E+06   -0.485202009141426682E+01    1
    0.615456342697143555E+04   -0.751634657382965088E+00    0.121296640517740473E+01    0.962006143927574158E+02    0.758116075400404044E+00    0.124288190514587438E+01    0.114863446354866028E+02    0.211217641830444336E+01   -0.167561084032058716E+01   -0.855637550354003906E+01    0.331512125015258827E-01   -0.130175528294333926E+06   -0.485983259141427482E+01    1
    0.171397656202316284E+04    0.120061993598937988E+00    0.985273572700625100E+00    0.910878143906593323E+02    0.730242547178929002E+00    0.134077261198959574E+01    0.662243753671646118E+01    0.850743913650512695E+01   -0.762678176164627075E+01   -0.826180279254913330E+01    0.264967907881736742E+00   -0.112159386662044679E+06   -0.486764509141427837E+01    1
    0.572998929023742676E+04   -0.112767124176025391E+01    0.572026451018031956E+00    0.959223888516426086E+02    0.417009830933296521E+00    0.120059491218002434E+01    0.131852647662162781E+02    0.254197502136230469E+01   -0.109741964936256409E+02   -0.833508878946304321E+01    0.374972853112220783E+00   -0.980530501587075123E+05   -0.487545759141427837E+01    1
    0.515076082944869995E+04    0.350515246391296387E+00    0.130008762995126648E+01    0.864217389822006226E+02    0.144749466269423688E+01    0.137302440825207994E+01    0.127387574315071106E+02    0.959684848785400391E+01   -0.189556986093521118E+01   -0.142507642507553101E+02    0.119990172100067141E+00   -0.969854401536361402E+05   -0.488327009141427215E+01    1
    0.598125964403152466E+04   -0.166233491897583008E+01    0.634876771333539591E+00    0.968085858821868896E+02    0.333262850146822831E+00    0.827937012339825085E+00    0.687563538551330566E+01    0.766372108459472656E+01   -0.102549067139625549E+02   -0.785119682550430298E+01    0.332586081933975208E+00   -0.900904598912384245E+05   -0.489108259141427038E+01    1
    0.462888348102569580E+04    0.216699659824371338E+00    0.783575775098229843E+00    0.873660771846771240E+02    0.894073736388419693E+00    0.112521376301830323E+01    0.106178319454193115E+02    0.434021568298339844E+01   -0.301422268152236938E+01   -0.880632698535919189E+00    0.405517371082305900E+00   -0.748396565904430026E+05   -0.489889509141427659E+01    1
    0.681615066528320312E+04    0.351306498050689697E+00    0.383466426716813025E+00    0.290043370127677917E+02    0.451240803213549035E+00    0.841259350857270327E+00    0.525527089834213257E+01    0.839117860794067383E+01   -0.148939713835716248E+02   -0.808370947837829590E+01    0.180548746061325066E+00   -0.670113717088816920E+05   -0.490670759141427038E+01    1
    0.650014168024063110E+04   -0.262263298034667969E+00    0.395703514367052478E+00    0.846838354468345642E+02    0.778858989803191903E+00    0.110516771256841029E+01    0.238144755363464355E+01    0.475384569168090820E+01   -0.768218547105789185E+01   -0.176499456167221069E+01    0.106154933524131773E+00   -0.668867837549111573E+05   -0.491452009141427393E+01    1
    0.147975599765777588E+04   -0.554978311061859131E+00    0.926651078880556422E+00    0.888794825077056885E+02    0.141968583056189934E+01    0.118315355811190503E+01    0.320676594972610474E+01    0.321609210968017578E+01   -0.924626022577285767E+01   -0.137374958395957947E+02    0.404772718191146880E-01   -0.646756320066688641E+05   -0.492233259141426949E+01    1
