

    0.390625000000000347E-02   -0.928825718426296342-309    0.119841486215591431E+04    0.351837217807769775E+00    0.386714794070894263E+00    0.859186316728591919E+02    0.685571910604754864E+00    0.718795552605657861E+00   -0.142537236213684082E+01    0.109492713212966919E+01   -0.122364065051078796E+02   -0.134941703081130981E+02    0.477577260088920597E+00
    0.390625000000000347E-02   -0.928825718427165898-309    0.572998929023742676E+04   -0.112767124176025391E+01    0.572026451018031956E+00    0.959223888516426086E+02    0.417009830933296521E+00    0.120059491218002434E+01    0.113705295324325562E+02    0.160972189903259277E+01   -0.109741964936256409E+02   -0.833508878946304321E+01    0.374972853112220783E+00
    0.390625000000000347E-02   -0.928825718428035453-309    0.278924942016601562E+04   -0.858328998088836670E+00    0.142742564108097381E+01    0.489408758282661438E+02    0.110902082812899661E+01    0.133794293051057545E+01    0.445236682891845703E+01    0.109038776159286499E+01   -0.101804709434509277E+02   -0.404938459396362305E+01    0.302994471287727385E+00
    0.390625000000000347E-02   -0.928825718428905009-309    0.350912404060363770E+04   -0.182303321361541748E+01    0.694633185529080488E+00    0.493858478665351868E+02    0.750048257743415214E+00    0.494979666301331778E+00    0.952427387237548828E+01    0.133928871154785156E+01   -0.238444358110427856E+01   -0.849244505167007446E+01    0.121715572357177740E+00
    0.390625000000000347E-02   -0.928825718429774564-309    0.266311752796173096E+04   -0.449279785156250000E+00    0.112334019117374950E+01    0.577369571328163147E+02    0.233965120397807091E+00    0.949935204728512977E-01    0.114678579568862915E+02    0.170819330215454102E+01   -0.214469164609909058E+01   -0.507866710424423218E+01    0.716582213401794482E-01
    0.390625000000000347E-02   -0.928825718430644120-309    0.974802017211914062E+03    0.772443711757659912E+00    0.114218091153780277E+01    0.256388760209083557E+02    0.104967635079902699E+01    0.601009628017688646E+00    0.317807078361511230E+01    0.180563098192214966E+01   -0.133934766054153442E+01   -0.130252629518508911E+01    0.148686943745613115E+00
    0.390625000000000347E-02   -0.928825718431513676-309    0.385496139526367188E+04    0.452733159065246582E+00    0.115605297381072814E+01    0.345199651122093201E+02    0.142908296091581222E+01    0.474300605346867743E+00   -0.737986922264099121E+01    0.138557237386703491E+01   -0.341453880071640015E+01   -0.114104685187339783E+02    0.493195216655731239E+00
    0.390625000000000347E-02   -0.928825718432383231-309    0.692655622959136963E+03    0.600364089012145996E+00    0.142454658268054368E+01    0.354910991191864014E+02    0.959511536695463629E+00    0.101084877288027078E+00   -0.135991573333740234E+01    0.161606961488723755E+01   -0.796591043472290039E+00   -0.482761502265930176E+01    0.536304430103301977E+00
    0.390625000000000347E-02   -0.928825718433252787-309    0.550349086523056030E+04   -0.111350542306900024E+01    0.141411357649933489E+01    0.469321287274360657E+02    0.760957460224058413E+00    0.145454625552995442E+01    0.361409246921539307E+01    0.151930731534957886E+01   -0.128422227501869202E+02   -0.954207837581634521E+01    0.433300470757484457E+00
    0.390625000000000347E-02   -0.928825718434122342-309    0.273508095741271973E+04   -0.421880841255187988E+00    0.132877060301266603E+01    0.719548900723457336E+02    0.916151393840041628E+00    0.137947791336361456E-01    0.137256324291229248E+01    0.158954685926437378E+01   -0.424735218286514282E+01   -0.441645026206970215E+01    0.231117828440666195E+00
