luminosity_distance KNtimeshift log10_Menv log10_Renv log10_Ee Ebv log_likelihood log_prior
730.0268095013666 -0.5698411309959741 -0.3473437636279595 13.892535772917833 49.9203340815 0.0938444831939592 0.0 -11.357217605920823
730.0268095013666 -0.5698411309959741 -0.3473437636279595 13.892535772917833 49.9203340815 0.0938444831939592 0.0 -11.357217605920823
390.6811756267452 -0.33771494960539195 -0.10367555635376569 13.066746091215595 51.31360691151436 0.392207428483306 0.0 -12.333963711890124
390.6811756267452 -0.33771494960539195 -0.10367555635376569 13.066746091215595 51.31360691151436 0.392207428483306 0.0 -12.333963711890124
390.6811756267452 -0.33771494960539195 -0.10367555635376569 13.066746091215595 51.31360691151436 0.392207428483306 0.0 -12.333963711890124
821.8039205228575 -1.717751225442822 -2.2827208721413705 14.968543820757462 47.297480723180804 0.22275128939012762 0.0 -11.671060866183266
821.8039205228575 -1.717751225442822 -2.2827208721413705 14.968543820757462 47.297480723180804 0.22275128939012762 0.0 -11.671060866183266
821.8039205228575 -1.717751225442822 -2.2827208721413705 14.968543820757462 47.297480723180804 0.22275128939012762 0.0 -11.671060866183266
821.8039205228575 -1.717751225442822 -2.2827208721413705 14.968543820757462 47.297480723180804 0.22275128939012762 0.0 -11.671060866183266
428.95319185420533 -0.30256385859589585 -1.9656328619012742 13.517753588429205 48.73781316449163 0.28586817996925346 0.0 -11.870140237999578
428.95319185420533 -0.30256385859589585 -1.9656328619012742 13.517753588429205 48.73781316449163 0.28586817996925346 0.0 -11.870140237999578
428.95319185420533 -0.30256385859589585 -1.9656328619012742 13.517753588429205 48.73781316449163 0.28586817996925346 0.0 -11.870140237999578
245.27744795794638 -1.9125583561379964 -3.303778548068096 11.911825673959605 47.24942806885117 0.27118158017002614 0.0 -11.82015418379704
245.27744795794638 -1.9125583561379964 -3.303778548068096 11.911825673959605 47.24942806885117 0.27118158017002614 0.0 -11.82015418379704
245.27744795794638 -1.9125583561379964 -3.303778548068096 11.911825673959605 47.24942806885117 0.27118158017002614 0.0 -11.82015418379704
359.37108601245427 -0.519613875046927 -4.198764127730364 14.627998546430728 48.67836539493719 0.12187577643889039 0.0 -11.417577986673153
359.37108601245427 -0.519613875046927 -4.198764127730364 14.627998546430728 48.67836539493719 0.12187577643889039 0.0 -11.417577986673153
359.37108601245427 -0.519613875046927 -4.198764127730364 14.627998546430728 48.67836539493719 0.12187577643889039 0.0 -11.417577986673153
359.37108601245427 -0.519613875046927 -4.198764127730364 14.627998546430728 48.67836539493719 0.12187577643889039 0.0 -11.417577986673153
68.83284595837458 -1.7257015093431043 -1.7673810356374013 11.992966845391637 49.30308488628244 0.47328850354589086 0.0 -12.931744389440768
68.83284595837458 -1.7257015093431043 -1.7673810356374013 11.992966845391637 49.30308488628244 0.47328850354589086 0.0 -12.931744389440768
68.83284595837458 -1.7257015093431043 -1.7673810356374013 11.992966845391637 49.30308488628244 0.47328850354589086 0.0 -12.931744389440768
856.4879766866696 -0.39957919495629146 -0.2978358088543178 11.031165791066766 50.059389767467565 0.5641437239002498 0.0 -15.41701618217216
856.4879766866696 -0.39957919495629146 -0.2978358088543178 11.031165791066766 50.059389767467565 0.5641437239002498 0.0 -15.41701618217216
856.4879766866696 -0.39957919495629146 -0.2978358088543178 11.031165791066766 50.059389767467565 0.5641437239002498 0.0 -15.41701618217216
449.9376507000018 -1.076771039524107 -4.016706606863877 10.10052487126297 50.67357369804694 0.2063918584322715 0.0 -11.625334254792365
449.9376507000018 -1.076771039524107 -4.016706606863877 10.10052487126297 50.67357369804694 0.2063918584322715 0.0 -11.625334254792365
449.9376507000018 -1.076771039524107 -4.016706606863877 10.10052487126297 50.67357369804694 0.2063918584322715 0.0 -11.625334254792365
449.9376507000018 -1.076771039524107 -4.016706606863877 10.10052487126297 50.67357369804694 0.2063918584322715 0.0 -11.625334254792365
54.826298297856454 -1.391052535867206 -2.2620757908832885 14.665205138397486 51.062861024806864 0.3724509071347395 0.0 -12.229927034192254
54.826298297856454 -1.391052535867206 -2.2620757908832885 14.665205138397486 51.062861024806864 0.3724509071347395 0.0 -12.229927034192254
54.826298297856454 -1.391052535867206 -2.2620757908832885 14.665205138397486 51.062861024806864 0.3724509071347395 0.0 -12.229927034192254
129.87954960321423 -0.9380199519684418 -4.919593423255748 13.30652884242803 48.321848020113265 0.2777402807859915 0.0 -11.842168636303331
129.87954960321423 -0.9380199519684418 -4.919593423255748 13.30652884242803 48.321848020113265 0.2777402807859915 0.0 -11.842168636303331
129.87954960321423 -0.9380199519684418 -4.919593423255748 13.30652884242803 48.321848020113265 0.2777402807859915 0.0 -11.842168636303331
931.5037971742706 -0.2796842769588983 -3.311693268940035 11.281920558747034 51.64454168374155 0.20498022002912983 0.0 -11.621484823635361
