,jd,mag,mag_unc,filter,limmag,programid,forced
4,2459785.862581,20.2546635022702,0.157795037070684,i,20.6013159419397,2.0,1.0
10,2459789.8155903,20.0889254764682,0.136734565094884,i,20.5911154814728,2.0,1.0
