luminosity_distance KNtimeshift inclination_EM supernova_mag_boost Ebv log_likelihood log_prior
300.10944812129327 -0.7943706271121502 0.7200156598112202 0.8425233799315883 0.4110543449881852 -29.521775333088595 -12.686517795933533
1021.0659926759583 -0.6909001981398281 0.6279607083192889 -2.981052536530819 0.14240629760863072 -29.507332481670943 -11.821752183162275
1347.2975095086847 -0.22122822115361584 0.5123646308547389 -3.9359050494737464 0.2544676492945111 -28.087446322606525 -12.30465884938107
614.212762130186 -1.2283487687083725 0.6046098876669708 0.48395395571159483 0.007526717776625837 -27.64247100226833 -11.581892481967426
756.9490321956405 -0.7016195711487578 0.6044434570185568 -3.115576298277567 0.41968820744255403 -27.290746711194245 -12.890182396015764
2143.596085064163 -0.14607681483428436 0.5324837026706342 -3.66427321173491 0.056920760251560676 -27.265423720712768 -11.78645373494927
1384.0844184171847 -0.3094996013270839 0.3924656762510421 -3.3429552098337547 0.37472134855022377 -27.100141662270925 -13.028104561346854
1906.0588622139283 -1.2420818616172626 0.7244583899648152 -3.983332248290799 0.27738886798833545 -26.881633618021468 -12.078011040327867
2055.818944822403 -1.2268910378080595 0.47199337034672934 -4.640051302745551 0.1209298725865185 -26.72329223866035 -12.0293268889427
1705.0311073398086 -0.15347480058107776 0.5677932662026989 -4.568960641374909 0.4233543009089449 -26.712966819042155 -12.969702436099448
2439.8079585366886 -1.252880558110649 0.5424752354067358 -3.3535884121181634 0.035507816341533806 -26.630130857082467 -11.728988859246622
145.2062628948737 -0.7076619265916946 0.5963868972561931 0.6432844453081179 0.45044582965518953 -26.545346477318727 -13.126855466006766
1443.7132272995837 -1.481213046106638 0.7555586543810772 -3.1884976077410814 0.38275283554884315 -26.453341792254434 -12.485792882063254
1536.8359565256897 -0.2216865383190425 0.1255095649314185 -4.536315606882409 0.46449445448614135 -26.42379064661184 -14.750380310146033
171.99535258735662 -0.45690307484749937 0.4961746204746199 0.7655454224324387 0.2765573027966326 -26.399837241989044 -12.406009539865337
1505.197977820935 -0.30836559338424463 0.6099008677521448 -4.417971167631254 0.38870369167232444 -26.19956714858941 -12.69759529898845
1498.038927898112 -0.36050400444942987 0.6525459254116526 -3.8878111283251617 0.3911262420897893 -26.191762871697257 -12.652506669923325
