    0.622413235902786255E+04   -0.228271484375000000E-01    0.749792753969552139E+00    0.436706172823905945E+02    0.446857292074143653E+00    0.214877807940342835E+00    0.142483600974082947E+02    0.933963155746459961E+01   -0.142563539743423462E+02   -0.291952729225158691E+01    0.299616853237152127E-01   -0.360894382627967047E+06   -0.485202009141426682E+01    1
    0.137908488512039185E+04   -0.116075986623764038E+01    0.106894947550502151E+01    0.316676723957061768E+02    0.112363193895755309E+01    0.310129551009201754E+00    0.374560564756393433E+01    0.908000278472900391E+01   -0.787848919630050659E+01   -0.532028853893280029E+01    0.237837206840515146E-01   -0.345207586949317134E+06   -0.485983259141427482E+01    1
    0.400743067264556885E+03   -0.742904961109161377E+00    0.139367188817763688E+01    0.334879873394966125E+02    0.119200671700722305E+01    0.151502305485996613E+01    0.881225913763046265E+01    0.964682769775390625E+01   -0.424854755401611328E+01   -0.113015699386596680E+02    0.281999155998230000E+00   -0.306671398323518166E+06   -0.486764509141427837E+01    1
    0.686921095848083496E+04   -0.120023232698440552E+01    0.149478654153777279E+01    0.374660992026329041E+02    0.105610504481993717E+01    0.115854694832498173E+01    0.110128131508827209E+02    0.629277801513671875E+01   -0.149035236239433289E+02   -0.802548229694366455E+01    0.240569522738456748E+00   -0.246924373657969525E+06   -0.487545759141427837E+01    1
    0.235498672723770142E+04   -0.560992360115051270E-01    0.932465797881098069E+00    0.328730233311653137E+02    0.492692645506307203E+00    0.807760352563815398E+00    0.446366697549819946E+01    0.540470027923583984E+01   -0.146617680788040161E+02   -0.138478401303291321E+02    0.473203029942512510E+00   -0.228372634715220483E+06   -0.488327009141427215E+01    1
    0.406815886497497559E+03   -0.162872219085693359E+01    0.141027489724883059E+01    0.392371419668197632E+02    0.707901704913174612E+00    0.100369278621041680E+01    0.509713590145111084E+00    0.984184169769287109E+01   -0.868437141180038452E+01   -0.912526845932006836E+00    0.136112217664718621E+00   -0.222029667132577102E+06   -0.489108259141427038E+01    1
    0.253069835901260376E+04   -0.245707631111145020E+00    0.605971139131791237E+00    0.370848328471183777E+02    0.788055571643454078E+00    0.125513914567485618E+01    0.126643654704093933E+02    0.714366960525512695E+01   -0.819138318300247192E+01   -0.118434154987335205E+02    0.524744057321548496E+00   -0.208187623166299396E+06   -0.489889509141427659E+01    1
    0.334216636419296265E+04    0.687744736671447754E+00    0.137817680221542993E+01    0.487851993441581726E+02    0.154571287593419981E+01    0.150722385236902001E+01    0.802528381347656250E+01    0.914918279647827148E+01   -0.145700383186340332E+02   -0.123669031262397766E+02    0.244410970902442931E+00   -0.180283441458160058E+06   -0.490670759141427038E+01    1
    0.424022471904754639E+04    0.205337822437286377E+00    0.146524314362374164E+01    0.437263981103897095E+02    0.125824128101695920E+01    0.718921948727706650E+00    0.526962339878082275E+01    0.787528610229492188E+01   -0.144548276066780090E+02   -0.329208880662918091E+01    0.148499432873725884E+00   -0.176227931416955136E+06   -0.491452009141427393E+01    1
    0.373765230178833008E+02    0.356830596923828125E+00    0.100626597233082271E+01    0.402495229840278625E+02    0.144825725263059724E+01    0.781964963842334826E+00    0.213386088609695435E+01    0.987512588500976562E+01   -0.796818226575851440E+01   -0.904884517192840576E+01    0.235483802103996276E+00   -0.166827895942787174E+06   -0.492233259141426949E+01    1
    0.421728193759918213E+03   -0.157686382532119751E+01    0.138767858993788473E+01    0.436833690404891968E+02    0.744321951654067449E+00    0.877766202348455815E+00    0.416869193315505981E+01    0.600993347167968750E+01   -0.147462630271911621E+02   -0.879519134759902954E+01    0.815512280702590936E-01   -0.149793710554952064E+06   -0.493014509141426949E+01    1
    0.661756342649459839E+04   -0.157991188764572144E+01    0.127783284579513046E+01    0.420671530365943909E+02    0.296893349108263704E+00    0.138554296106005270E+01    0.131450539827346802E+02    0.614975166320800781E+01   -0.101006492972373962E+02   -0.106134822964668274E+02    0.525302768754959071E+00   -0.143740470827392623E+06   -0.493795759141427482E+01    1
    0.575972795486450195E+02    0.370459973812103271E+00    0.126807543988695470E+01    0.372185050249099731E+02    0.101665409995258815E+01    0.415487459863287945E+00    0.372987091541290283E+01    0.988496398925781250E+01   -0.533712387084960938E+01   -0.407675385475158691E+01    0.403450657367706300E+00   -0.128275820158120638E+06   -0.494577009141427482E+01    1
    0.209554779529571533E+04    0.390724599361419678E+00    0.123545671902309007E+01    0.365743789672851562E+02    0.118882275187943831E+01    0.133267605091818542E+01    0.841923236846923828E+01    0.686601352691650391E+01   -0.493026584386825562E+01   -0.148417738080024719E+02    0.424901512169837958E+00   -0.113052089975486248E+06   -0.495358259141427215E+01    1
    0.407191979885101318E+04   -0.427946746349334717E+00    0.825041608616113198E+00    0.486909449100494385E+02    0.904666761310427114E+00    0.140039937399214076E+01    0.133785080909729004E+02    0.662828159332275391E+01   -0.110197958350181580E+02   -0.111747863888740540E+02    0.537043317103385931E+00   -0.109286138045672415E+06   -0.496139509141427393E+01    1
    0.225090765953063965E+04    0.473507583141326904E+00    0.133882696823245828E+01    0.971379836797714233E+02    0.907369110399827927E+00    0.182569273863072257E+00    0.129673540592193604E+01    0.596219444274902344E+01   -0.889176607131958008E+01   -0.605004787445068359E+01    0.400144822955131541E+00   -0.107913828944146138E+06   -0.496920759141427215E+01    1
    0.402697759866714478E+04   -0.249034285545349121E+00    0.119470677719619789E+01    0.401488602161407471E+02    0.921847739367126051E+00    0.910197200223977987E+00    0.939485996961593628E+01    0.623629140853881836E+01   -0.561096847057342529E+01   -0.130154353380203247E+02    0.447780499720573433E+00   -0.956153708628167951E+05   -0.497702009141426860E+01    1
    0.169057857990264893E+04   -0.124479454755783081E+01    0.322372282753358497E+00    0.404835156798362732E+02    0.414332667441548341E+00    0.155927583521732305E+01    0.121419391036033630E+02    0.788693857192993164E+01   -0.304024815559387207E+00   -0.144277882575988770E+02    0.254056487846374524E+00   -0.931620457751112845E+05   -0.498483259141426771E+01    1
