    0.188079955101013198E-01   -0.595470761577272079E+01
    0.215787620544433609E-01   -0.592328568630472052E+01
    0.353769829273223868E-01   -0.576827075822621804E+01
    0.371672068119049057E-01   -0.574833734144425179E+01
    0.439664206266403221E-01   -0.567300479741643038E+01
    0.481771587610244773E-01   -0.562664834861583252E+01
    0.536453387975692753E-01   -0.556678744254273372E+01
    0.593010979413986228E-01   -0.550527585646058437E+01
    0.598057328224182172E-01   -0.549980738877033115E+01
    0.696598453760147174E-01   -0.539367686804929303E+01
    0.705131290197372473E-01   -0.538454533469612784E+01
    0.766914348363876425E-01   -0.531870538968696671E+01
    0.835977441072464078E-01   -0.524568571307400955E+01
    0.100167720937728882E+00   -0.507298225475252718E+01
    0.103057046484947207E+00   -0.504322746871508887E+01
    0.105458727765083318E+00   -0.501857581649067352E+01
    0.108277736735343938E+00   -0.498973471276553937E+01
    0.109700376534461977E+00   -0.497521837099865483E+01
    0.112004412961006175E+00   -0.495176334564504916E+01
    0.112265822768211371E+00   -0.494910649037711625E+01
    0.113936293530464181E+00   -0.493214919320199918E+01
    0.115636958456039426E+00   -0.491492205395751292E+01
    0.117413808202743539E+00   -0.489696270406960998E+01
    0.117521858954429625E+00   -0.489587189316168825E+01
    0.118803592658042911E+00   -0.488294372490766104E+01
    0.121001761865615842E+00   -0.486082087153679243E+01
    0.121441368412971498E+00   -0.485640399022310998E+01
    0.122358179211616513E+00   -0.484720042177151900E+01
    0.124182486677169801E+00   -0.482891875993875619E+01
    0.130005763721466078E+00   -0.477084754068805950E+01
    0.130504905652999881E+00   -0.476589014339304473E+01
    0.131710829830169684E+00   -0.475392624270219777E+01
    0.140819914197921753E+00   -0.466415614320993299E+01
    0.141113019347190866E+00   -0.466128520242639333E+01
    0.145159241938591005E+00   -0.462176498417215775E+01
    0.145970151400566100E+00   -0.461386984638381215E+01
    0.148686943745613115E+00   -0.458747997856548650E+01
    0.151404111385345458E+00   -0.456118079672558618E+01
    0.151884590935707109E+00   -0.455654010053651604E+01
    0.152150128984451294E+00   -0.455397667535584638E+01
    0.154497870182991021E+00   -0.453135147344090061E+01
    0.154781012964248649E+00   -0.452862758235146323E+01
    0.156429921340942385E+00   -0.451278509745154910E+01
    0.157448709940910342E+00   -0.450301407579626645E+01
    0.163112554979324337E+00   -0.444893486164811147E+01
    0.163855809044837958E+00   -0.444186857409308811E+01
    0.166440327072143568E+00   -0.441735188224028974E+01
    0.166453871798515313E+00   -0.441722362188936923E+01
    0.168132530808448810E+00   -0.440134587411412159E+01
    0.171950608348846429E+00   -0.436536622246842221E+01
    0.174002992630004877E+00   -0.434610248847291825E+01
    0.174252870655059816E+00   -0.434376079847341678E+01
    0.174795717358589175E+00   -0.433867634817175052E+01
    0.176256159567832943E+00   -0.432501612036134109E+01
    0.180371163439750681E+00   -0.428667289632050519E+01
    0.181072759795188915E+00   -0.428015704990648604E+01
    0.181180810546875015E+00   -0.427915412211481705E+01
    0.181939519929885857E+00   -0.427211597242542318E+01
    0.182015295338630673E+00   -0.427141344707764148E+01
    0.183090685200691217E+00   -0.426145124215404625E+01
    0.183305114936828606E+00   -0.425946657082730784E+01
    0.184011487770080584E+00   -0.425293283091940477E+01
    0.184059934902191163E+00   -0.425248494256203102E+01
    0.184423868393898016E+00   -0.424912137526208333E+01
    0.185468449974060062E+00   -0.423947646851550619E+01
    0.186201809906959531E+00   -0.423271347365654105E+01
    0.186956698107719421E+00   -0.422575911293868955E+01
    0.187615033221244815E+00   -0.421970017601704495E+01
    0.189613204479217534E+00   -0.420134401603521468E+01
    0.190065843987464900E+00   -0.419719292750500284E+01
    0.192019150471687328E+00   -0.417930941973795633E+01
    0.193385291361808792E+00   -0.416683062809048366E+01
    0.198669474649429328E+00   -0.411878717709594433E+01
    0.198959986853599557E+00   -0.411615618369005620E+01
    0.199752268052101140E+00   -0.410898644028803339E+01
