

    0.145521574901593261E-95    0.438867660059172920E+03    0.466418051719665527E+04   -0.100543564558029175E+01    0.113296986188038207E+01    0.307030647397041321E+02    0.618339378991376698E+00    0.147122885835875317E+01    0.762707591056823730E+00    0.969712305068969727E+01   -0.326603651046752930E-02   -0.579784512519836426E+01    0.487477226829528820E+00
    0.292046726545228148E-94    0.432865404712881571E+03    0.597269052267074585E+04   -0.569799125194549561E+00    0.831614938847902052E+00    0.588228982686996460E+02    0.406428790236194493E+00    0.114256383099827596E+01    0.535911619663238525E+00    0.958842945098876953E+01   -0.145037502050399780E+02   -0.854322731494903564E+01    0.267860576963424690E+00
    0.453685955981789489E-93    0.427375345437104841E+03    0.421728193759918213E+03   -0.157686382532119751E+01    0.138767858993788473E+01    0.436833690404891968E+02    0.744321951654067449E+00    0.877766202348455815E+00    0.416869193315505981E+01    0.600993347167968750E+01   -0.147462630271911621E+02   -0.879519134759902954E+01    0.815512280702590936E-01
    0.138927275142917267E-91    0.420528008087073829E+03    0.315610736608505249E+04   -0.155307585000991821E+01    0.451375434233168171E+00    0.424263383746147156E+02    0.134326973122749238E+01    0.110972190528595993E+01    0.296621918678283691E+00    0.605004978179931641E+01   -0.117407217621803284E+02   -0.149633359909057617E+02    0.341729284000396760E+00
    0.322071563598860428E-91    0.418842455492574516E+03    0.661756342649459839E+04   -0.157991188764572144E+01    0.127783284579513046E+01    0.420671530365943909E+02    0.296893349108263704E+00    0.138554296106005270E+01    0.131450539827346802E+02    0.614975166320800781E+01   -0.101006492972373962E+02   -0.106134822964668274E+02    0.525302768754959071E+00
    0.548068284601987834E-91    0.417775297006433391E+03    0.170635664463043213E+04   -0.820760548114776611E+00    0.145848263501027953E+01    0.533543295264244080E+02    0.121226473843512927E+01    0.987195751614136863E+00    0.647471398115158081E+01    0.885206890106201172E+01   -0.143891447782516479E+02   -0.429148882627487183E+01    0.327926252532005302E+00
    0.266816630910672287E-90    0.414605897048998884E+03    0.225090765953063965E+04    0.473507583141326904E+00    0.133882696823245828E+01    0.971379836797714233E+02    0.907369110399827927E+00    0.182569273863072257E+00    0.129673540592193604E+01    0.596219444274902344E+01   -0.889176607131958008E+01   -0.605004787445068359E+01    0.400144822955131541E+00
    0.749282512865844451E-89    0.407931711708429646E+03    0.330417734384536743E+04    0.500848770141601562E+00    0.123226450987897862E+01    0.421969188451766968E+02    0.142928669273920317E+01    0.108648252703257509E+01    0.115434819459915161E+02    0.775105953216552734E+01   -0.146021917462348938E+02   -0.341364026069641113E+01    0.474746173453331033E+00
    0.611837735090717937E-88    0.403727933253483059E+03    0.632056564092636108E+04   -0.185687714815139771E+01    0.836517501211835435E+00    0.386492924094200134E+02    0.342825418980483743E+00    0.123038544825257090E+01    0.466180354356765747E+01    0.858065462112426758E+01   -0.490341156721115112E+01   -0.297091394662857056E+01    0.286086217474937454E+00
    0.159341323150444667E-87    0.401809693859003744E+03    0.116003364324569702E+04    0.386297702789306641E-02    0.110855040569225993E+01    0.619328520298004150E+02    0.389712107267821073E+00    0.688388484337784878E+00    0.305613934993743896E+01    0.980713367462158203E+01   -0.144281378388404846E+02   -0.142434954643249512E+02    0.324278592896461493E+00
    0.885785441357835709E-87    0.398374935273191511E+03    0.453969085216522217E+04   -0.121872168779373169E+01    0.808035538746146642E+00    0.540094193816184998E+02    0.766850141060725132E+00    0.190364544030221350E+00    0.131619358062744141E+02    0.862059545516967773E+01   -0.105479559302330017E+02   -0.116912180185317993E+02    0.752462773561477644E-01
    0.946221703212492929E-87    0.398239024734387783E+03    0.592960876226425171E+04   -0.153468805551528931E+01    0.830687756399881572E+00    0.354627218842506409E+02    0.467691773445348957E+00    0.364120263116217480E+00    0.279146522283554077E+01    0.537853813171386719E+01   -0.122181192040443420E+02   -0.214786112308502197E+01    0.344237071323394761E+00
    0.204181365519423460E-86    0.396696884807658932E+03    0.328007131814956665E+04   -0.160117429494857788E+01    0.153519189765652153E+01    0.264800612926483154E+02    0.150671658259919794E+01    0.105061505266544186E+01    0.832173228263854980E+00    0.645006561279296875E+01   -0.204330503940582275E+01   -0.531839489936828613E+01    0.265502054572105406E+00
    0.290373701016186484E-86    0.395988658413517840E+03    0.450333321094512939E+04   -0.791628539562225342E+00    0.155724354422033917E+01    0.330870829224586487E+02    0.745282187674609076E+00    0.113338934507268307E+01    0.426739543676376343E+01    0.655322790145874023E+01   -0.571456611156463623E+01   -0.497516959905624390E+01    0.562647114658355707E+00
    0.193800943405455413E-85    0.392188256277995094E+03    0.427360707521438599E+04   -0.143131572008132935E+01    0.112622207183746292E+01    0.306847130656242371E+02    0.462394933290695531E+00    0.114433487473507078E+01    0.309247881174087524E+01    0.613917827606201172E+01   -0.324938535690307617E+01   -0.937437325716018677E+01    0.531115674018859840E+00
