

    0.473788989518967023E-98    0.499614074873240043E+03    0.573003309965133667E+04    0.220269465981797086E+00    0.292992413043975830E+01    0.426650351285934454E-01
    0.478476361718256401E-96    0.490368419989086703E+03    0.217312717437744141E+04    0.724332685008816202E+00    0.446262776851654053E+01    0.440076928067207329E+00
    0.987636972389775130E-93    0.475087867662124438E+03    0.245979344844818115E+04    0.531528354849559292E+00    0.463771581649780273E+01    0.271560095500946064E+00
    0.578293570196322044E-91    0.466932369383605362E+03    0.505594599246978760E+04    0.487385899937077538E+00    0.198097407817840576E+01    0.223888185739517215E+00
    0.312764545666367680E-87    0.449725325618562238E+03    0.353097993135452271E+04    0.630313621403675972E+00    0.399277389049530029E+01    0.686277849912643456E-01
    0.119706434465447151E-83    0.433209836456887558E+03    0.501487112045288086E+04    0.156934112946254534E+00    0.181463479995727539E+01    0.190799067449569704E+00
    0.706454118779659648E-82    0.425038609486114979E+03    0.384536588191986084E+04    0.315804108350442037E+00    0.115839838981628418E+01    0.482648412466049226E+00
    0.232393394725372721E-81    0.422641467611883286E+03    0.449589478969573975E+04    0.704483667174520156E+00    0.164973139762878418E+00    0.528911909508705147E+00
    0.452301160336117186E-81    0.421294009333229042E+03    0.512693101167678833E+04    0.581651335681468318E+00    0.249379873275756836E-01    0.451785132837295544E+00
    0.127192814491706784E-80    0.419210502312096480E+03    0.329953020811080933E+04    0.505381506775848033E+00    0.299042940139770508E+01    0.237119370460510265E+00
    0.221816309669229506E-79    0.413477416234164082E+03    0.346626508235931396E+04    0.423744980952126649E+00    0.196592688560485840E+01    0.385711978769302355E+00
    0.275878675191193886E-77    0.403815227700199330E+03    0.437235891819000244E+04    0.753990271549994318E+00    0.247224092483520508E+01    0.952996712207794250E-01
    0.476483999412272276E-76    0.398101486600829105E+03    0.771285176277160645E+03    0.760698243755091097E+00   -0.495513737201690674E+01    0.184153792691230778E+00
    0.134054738758287448E-72    0.382201552713653541E+03    0.491867774724960327E+04    0.671243301892710642E+00    0.222978770732879639E+01    0.952688970565795934E-02
