name,ra,dec,jd,magpsf,sigmapsf,filter,magzpsci,magzpsciunc,programid,field,rcid,pid,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3
ZTF20abwysqy,6.7855741,34.0273043,2459087.8986458,20.847999572753906,0.07599899917840958,g,28.69300079345703,1.37971005642612e-06,2,649,42,1333398644215,nan,nan,nan,nan,nan,nan
ZTF20abwysqy,6.7855741,34.0273043,2459087.8986458,20.848005294799805,0.07599887251853943,g,28.693004608154297,1.3797000519844005e-06,2,649,42,1333398644215,0.015416700392961502,1.0,0.015625,11.46784496307373,11.47295093536377,13.871095657348633
ZTF20abwysqy,6.7856144,34.0273218,2459087.9181366,20.6968994140625,0.07828236371278763,r,28.841899871826172,8.135800271702465e-06,2,649,42,1333418134215,1.0,0.015416700392961502,0.015625,11.379865646362305,11.522673606872559,14.006067276000977
