Nested Sampling Global Log-Evidence           :   -0.138257921696751929E+02  +/-    0.915827637779456777E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.138257921696751929E+02 +/-    0.915827637779456777E-01
Local Log-Evidence   -0.138257921696751929E+02 +/-    0.915827637779456777E-01

Dim No.       Mean        Sigma
   1    0.122594531492281604E+03    0.319711722183979248E+02
   2    0.276485247629558266E+02    0.105385659495639725E+02
   3    0.885354538685839021E+00    0.341472258092832548E+00
   4    0.759890350354315736E+00    0.279850770815303962E+00
   5   -0.237600750769431457E+01    0.530857195004640459E+00
   6   -0.906992806347616032E+00    0.411742740645739458E+00
   7    0.302334312746578404E+00    0.153396687998228087E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.132225288084234336E+03
   2    0.201636039559053479E+02
   3    0.336448232538073710E+00
   4    0.913021844828329154E+00
   5   -0.295530909936605646E+01
   6   -0.949949809685280311E+00
   7    0.115876244650892621E+00

MAP Parameters
Dim No.        Parameter
   1    0.132225288084234336E+03
   2    0.201636039559053479E+02
   3    0.336448232538073710E+00
   4    0.913021844828329154E+00
   5   -0.295530909936605646E+01
   6   -0.949949809685280311E+00
   7    0.115876244650892621E+00
